PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs,HZ
HD 17925_4,HD 17925,0.848,0.062,1.424,9.166,10.361,0.82,0.401,0.05,215.985,0.894,0.838,0,0,2,2035.371,True
HD 17925_6,HD 17925,3.618,0.076,0.719,0.34,10.361,0.82,0.401,0.355,244.002,3.682,0.297,0,0,2,2035.371,False
HD 37394_0,HD 37394,1.839,0.051,0.552,0.13,12.27,0.88,0.478,0.142,28.865,1.838,0.493,0,0,2,2035.373,False
HD 37394_1,HD 37394,0.501,0.058,1.934,3.563,12.27,0.88,0.478,0.036,110.866,0.518,0.618,0,0,2,2035.373,False
HD 37394_3,HD 37394,1.245,0.044,1.502,1.233,12.27,0.88,0.478,0.066,332.74,1.291,0.808,1,2,2,2035.373,False
HD 37394_5,HD 37394,0.152,0.102,1.111,2.258,12.27,0.88,0.478,0.009,130.285,0.153,0.046,0,0,2,2035.373,False
HD 37394_9,HD 37394,0.863,0.077,0.726,0.225,12.27,0.88,0.478,0.045,36.355,0.918,0.027,0,1,2,2035.373,True
HD 37394_10,HD 37394,0.093,0.059,3.205,17.212,12.27,0.88,0.478,0.005,74.522,0.097,0.802,0,0,2,2035.373,False
HD 37394_11,HD 37394,1.171,0.065,2.415,3.446,12.27,0.88,0.478,0.1,333.617,1.242,0.394,1,2,2,2035.373,False
HD 37394_15,HD 37394,0.222,0.142,1.093,1.517,12.27,0.88,0.478,0.019,133.852,0.25,0.495,0,0,2,2035.373,False
HD 37394_16,HD 37394,2.623,0.055,2.621,11.231,12.27,0.88,0.478,0.204,64.143,2.521,0.255,1,2,2,2035.373,False
HD 95735_0,HD 95735,0.673,0.041,0.901,0.885,2.546,0.44,0.02,0.112,150.224,0.694,0.008,0,1,2,2035.374,False
HD 95735_2,HD 95735,0.392,0.078,0.638,0.142,2.546,0.44,0.02,0.072,286.093,0.392,0.012,0,1,2,2035.374,False
HD 95735_3,HD 95735,0.164,0.146,0.847,0.374,2.546,0.44,0.02,0.065,129.914,0.178,0.155,1,1,2,2035.374,True
HD 95735_4,HD 95735,2.481,0.023,1.454,1.218,2.546,0.44,0.02,0.853,41.108,2.492,0.603,1,2,2,2035.374,False
HD 95735_6,HD 95735,0.163,0.047,1.008,1.443,2.546,0.44,0.02,0.061,243.178,0.169,0.147,1,2,2,2035.374,True
HD 217987_0,HD 217987,3.278,0.032,3.1,13.147,3.287,0.49,0.036,0.957,182.505,3.285,0.188,0,0,2,2035.375,False
HD 217987_1,HD 217987,0.104,0.158,2.049,3.903,3.287,0.49,0.036,0.025,138.865,0.095,0.608,0,0,2,2035.375,False
HD 202560_0,HD 202560,0.846,0.075,1.59,2.403,3.97,0.59,0.083,0.2,310.98,0.8,0.374,1,2,2,2035.377,False
HD 202560_1,HD 202560,0.552,0.052,0.674,0.254,3.97,0.59,0.083,0.144,186.25,0.58,0.399,1,2,2,2035.377,False
HD 202560_3,HD 202560,0.867,0.117,1.589,2.676,3.97,0.59,0.083,0.225,0.441,0.924,0.462,1,2,2,2035.377,False
HD 202560_4,HD 202560,2.302,0.14,0.558,0.068,3.97,0.59,0.083,0.473,75.357,2.141,0.115,0,0,2,2035.377,False
HD 202560_5,HD 202560,3.244,0.082,0.847,0.514,3.97,0.59,0.083,0.715,136.299,3.49,0.083,0,0,2,2035.377,False
HD 202560_6,HD 202560,0.414,0.085,0.785,0.353,3.97,0.59,0.083,0.101,27.8,0.416,0.465,1,2,2,2035.377,True
HD 142860_0,HD 142860,0.405,0.081,2.385,3.49,11.254,1.25,3.039,0.012,332.631,0.404,0.004,0,0,3,2035.501,False
HD 142860_2,HD 142860,3.184,0.073,1.146,2.096,11.254,1.25,3.039,0.286,200.95,3.277,0.415,0,0,3,2035.501,False
HD 142860_3,HD 142860,0.465,0.068,1.963,5.667,11.254,1.25,3.039,0.036,173.61,0.489,0.086,0,0,3,2035.501,False
HD 142860_5,HD 142860,0.92,0.074,2.443,2.622,11.254,1.25,3.039,0.024,318.235,0.96,0.96,0,2,3,2035.501,False
HD 142860_6,HD 142860,0.627,0.092,3.102,13.817,11.254,1.25,3.039,0.051,265.079,0.676,0.099,0,0,3,2035.501,False
HD 30652_0,HD 30652,0.357,0.032,0.524,0.114,8.068,1.25,2.71,0.014,117.171,0.346,0.951,0,0,3,2035.503,False
HD 30652_1,HD 30652,3.379,0.099,2.314,3.76,8.068,1.25,2.71,0.148,149.639,3.55,0.004,0,0,3,2035.503,False
HD 30652_2,HD 30652,1.418,0.081,1.563,2.688,8.068,1.25,2.71,0.16,132.552,1.311,0.412,1,1,3,2035.503,True
HD 30652_3,HD 30652,3.27,0.133,2.129,4.102,8.068,1.25,2.71,0.44,170.039,3.557,0.352,0,0,3,2035.503,False
HD 30652_4,HD 30652,2.754,0.119,2.49,10.423,8.068,1.25,2.71,0.366,44.973,3.044,0.208,0,0,3,2035.503,False
HD 22484_0,HD 22484,0.838,0.146,1.142,1.075,13.92,1.14,3.068,0.01,259.013,0.96,0.0,0,0,3,2035.504,False
HD 22484_1,HD 22484,1.12,0.109,1.996,10.252,13.92,1.14,3.068,0.08,333.349,1.114,0.315,1,1,3,2035.504,False
HD 22484_2,HD 22484,0.469,0.117,1.765,4.24,13.92,1.14,3.068,0.016,122.972,0.414,0.855,0,0,3,2035.504,False
HD 22484_5,HD 22484,4.456,0.081,0.516,0.082,13.92,1.14,3.068,0.183,15.252,4.097,0.031,0,0,3,2035.504,False
HD 22484_7,HD 22484,3.201,0.074,0.943,0.772,13.92,1.14,3.068,0.197,189.641,2.974,0.534,0,0,3,2035.504,False
HD 128167_0,HD 128167,1.283,0.14,1.15,1.754,15.756,1.39,3.182,0.069,104.203,1.422,0.064,0,1,3,2035.505,False
HD 128167_2,HD 128167,3.433,0.063,1.328,4.136,15.756,1.39,3.182,0.214,168.715,3.372,0.33,0,0,3,2035.505,False
HD 128167_3,HD 128167,4.878,0.117,2.132,7.451,15.756,1.39,3.182,0.323,345.817,5.309,0.475,0,0,3,2035.505,False
HD 128167_4,HD 128167,1.323,0.044,1.923,7.575,15.756,1.39,3.182,0.083,234.21,1.305,0.323,1,1,3,2035.505,False
HD 142373_0,HD 142373,1.268,0.168,0.757,0.538,15.898,1.08,3.136,0.072,281.722,1.151,0.351,0,1,3,2035.507,False
HD 142373_1,HD 142373,1.76,0.092,0.868,0.821,15.898,1.08,3.136,0.094,315.183,1.664,0.131,0,0,3,2035.507,True
HD 142373_2,HD 142373,0.834,0.129,2.923,3.951,15.898,1.08,3.136,0.044,94.141,0.908,0.707,0,0,3,2035.507,False
HD 142373_4,HD 142373,1.161,0.006,1.265,1.173,15.898,1.08,3.136,0.065,108.228,1.166,0.123,0,1,3,2035.507,False
HD 142373_6,HD 142373,4.705,0.105,0.947,0.705,15.898,1.08,3.136,0.299,283.585,4.836,0.228,0,0,3,2035.507,False
HD 142373_7,HD 142373,1.878,0.051,2.611,16.581,15.898,1.08,3.136,0.056,212.376,1.787,0.88,0,1,3,2035.507,True
HD 142373_8,HD 142373,3.092,0.053,1.805,4.531,15.898,1.08,3.136,0.131,73.815,3.003,0.766,1,3,3,2035.507,False
HD 134083_0,HD 134083,0.116,0.07,1.9,6.745,19.536,1.33,3.255,0.006,91.301,0.124,0.134,0,0,3,2035.508,False
HD 134083_1,HD 134083,0.36,0.097,1.358,1.173,19.536,1.33,3.255,0.01,284.882,0.335,0.029,0,0,3,2035.508,False
HD 134083_3,HD 134083,0.749,0.13,0.881,0.648,19.536,1.33,3.255,0.023,34.889,0.815,0.019,0,0,3,2035.508,False
HD 134083_4,HD 134083,0.959,0.114,0.591,0.159,19.536,1.33,3.255,0.047,214.587,0.926,0.353,0,0,3,2035.508,False
HD 23249_0,HD 23249,2.38,0.039,0.804,0.454,9.089,0.87,2.941,0.259,35.022,2.472,0.483,0,0,3,2035.51,True
HD 23249_1,HD 23249,2.348,0.031,1.487,8.264,9.089,0.87,2.941,0.036,304.929,2.279,0.0,0,0,3,2035.51,True
HD 38393_0,HD 38393,0.205,0.072,1.088,1.783,8.905,1.23,2.344,0.021,49.281,0.205,0.14,0,0,3,2035.511,False
HD 38393_1,HD 38393,3.39,0.099,0.656,0.187,8.905,1.23,2.344,0.315,319.89,3.725,0.061,0,0,3,2035.511,False
HD 38393_3,HD 38393,0.355,0.086,1.549,2.654,8.905,1.23,2.344,0.031,301.32,0.364,0.062,0,0,3,2035.511,False
HD 38393_4,HD 38393,4.373,0.052,1.208,1.306,8.905,1.23,2.344,0.192,274.484,4.146,0.008,0,0,3,2035.511,False
HD 693_0,HD 693,1.045,0.058,1.136,0.946,18.886,1.18,2.997,0.053,330.917,1.093,0.546,0,0,3,2035.512,False
HD 693_1,HD 693,0.139,0.106,2.768,4.782,18.886,1.18,2.997,0.006,333.386,0.138,0.667,0,0,3,2035.512,False
HD 693_3,HD 693,1.448,0.069,1.975,3.293,18.886,1.18,2.997,0.073,117.905,1.419,0.446,1,2,3,2035.512,True
HD 693_4,HD 693,1.744,0.105,1.392,2.423,18.886,1.18,2.997,0.029,35.742,1.678,0.95,0,0,3,2035.512,True
HD 693_5,HD 693,2.909,0.1,1.423,1.783,18.886,1.18,2.997,0.025,40.728,2.824,0.001,0,0,3,2035.512,False
HD 693_6,HD 693,2.914,0.024,0.574,0.086,18.886,1.18,2.997,0.029,154.336,2.961,0.983,0,0,3,2035.512,True
HD 693_7,HD 693,3.93,0.01,2.298,3.376,18.886,1.18,2.997,0.163,128.443,3.966,0.069,0,0,3,2035.512,False
HD 17206_0,HD 17206,1.742,0.09,0.885,0.481,14.276,1.21,2.617,0.11,350.232,1.594,0.397,0,0,3,2035.514,True
HD 17206_1,HD 17206,0.879,0.039,2.253,4.42,14.276,1.21,2.617,0.045,96.03,0.861,0.726,0,1,3,2035.514,False
HD 17206_2,HD 17206,0.485,0.035,0.762,0.798,14.276,1.21,2.617,0.014,165.719,0.502,0.921,0,0,3,2035.514,False
HD 210302_0,HD 210302,0.937,0.087,1.293,4.329,18.458,1.25,2.918,0.05,177.632,0.982,0.177,0,0,3,2035.515,False
HD 210302_1,HD 210302,0.316,0.034,0.672,0.336,18.458,1.25,2.918,0.006,84.789,0.305,0.007,0,0,3,2035.515,False
HD 210302_2,HD 210302,0.162,0.125,0.82,0.627,18.458,1.25,2.918,0.005,57.082,0.181,0.881,0,0,3,2035.515,False
HD 210302_3,HD 210302,0.925,0.123,2.909,13.478,18.458,1.25,2.918,0.031,299.792,0.815,0.765,0,0,3,2035.515,False
HD 210302_4,HD 210302,1.629,0.122,1.727,3.133,18.458,1.25,2.918,0.081,101.459,1.612,0.154,0,1,3,2035.515,True
HD 128620_0,HD 128620,1.567,0.074,0.945,0.99,1.332,1.11,1.521,1.027,6.126,1.611,0.628,0,0,3,2035.516,True
HD 128620_1,HD 128620,1.266,0.016,1.198,1.075,1.332,1.11,1.521,0.958,318.375,1.277,0.318,1,3,3,2035.516,True
HD 43386_0,HD 43386,2.541,0.037,0.504,0.139,19.588,1.33,2.957,0.108,305.521,2.617,0.081,0,0,3,2035.518,True
HD 43386_1,HD 43386,1.141,0.101,1.584,2.087,19.588,1.33,2.957,0.055,31.79,1.078,0.288,0,0,3,2035.518,False
HD 43386_3,HD 43386,0.289,0.045,1.072,1.323,19.588,1.33,2.957,0.008,313.201,0.298,0.018,0,0,3,2035.518,False
HD 19373_0,HD 19373,0.74,0.034,3.212,7.638,10.577,1.08,2.23,0.056,205.794,0.715,0.091,0,2,3,2035.519,False
HD 19373_2,HD 19373,0.724,0.048,1.483,3.887,10.577,1.08,2.23,0.046,244.468,0.697,0.046,0,1,3,2035.519,False
HD 19373_3,HD 19373,0.676,0.061,1.037,3.107,10.577,1.08,2.23,0.048,138.058,0.635,0.682,0,0,3,2035.519,False
HD 19373_6,HD 19373,0.114,0.04,2.433,5.437,10.577,1.08,2.23,0.008,72.814,0.118,0.76,0,0,3,2035.519,False
HD 19373_7,HD 19373,2.87,0.048,1.622,4.984,10.577,1.08,2.23,0.284,158.196,3.008,0.357,1,1,3,2035.519,False
HD 16895 A_0,HD 16895 A,3.595,0.047,2.816,6.26,11.15,1.21,2.246,0.308,210.25,3.692,0.157,0,0,3,2035.521,False
HD 16895 A_4,HD 16895 A,4.424,0.091,1.274,1.517,11.15,1.21,2.246,0.18,176.968,4.34,0.012,0,0,3,2035.521,False
HD 16895 A_5,HD 16895 A,1.554,0.05,3.144,6.056,11.15,1.21,2.246,0.138,338.849,1.63,0.173,1,2,3,2035.521,True
HD 16895 A_6,HD 16895 A,0.108,0.029,0.508,0.062,11.15,1.21,2.246,0.007,286.631,0.11,0.041,0,0,3,2035.521,False
HD 84737_0,HD 84737,0.596,0.087,1.352,2.836,18.823,1.08,2.795,0.01,274.741,0.599,0.004,0,0,3,2035.522,False
HD 84737_1,HD 84737,3.025,0.071,1.189,2.166,18.823,1.08,2.795,0.148,119.516,2.817,0.393,0,0,3,2035.522,False
HD 84737_2,HD 84737,1.078,0.014,1.079,1.238,18.823,1.08,2.795,0.026,37.131,1.08,0.9,0,0,3,2035.522,False
HD 84737_3,HD 84737,3.774,0.025,0.833,0.582,18.823,1.08,2.795,0.176,236.568,3.71,0.125,0,0,3,2035.522,False
HD 84737_4,HD 84737,0.254,0.074,3.133,5.482,18.823,1.08,2.795,0.012,150.856,0.239,0.472,0,0,3,2035.522,False
HD 84737_5,HD 84737,2.993,0.205,0.508,0.047,18.823,1.08,2.795,0.169,72.861,3.419,0.522,0,0,3,2035.522,False
HD 187691 A_0,HD 187691 A,3.127,0.076,1.475,3.637,19.488,1.25,2.835,0.152,99.134,3.196,0.153,0,0,3,2035.523,False
HD 187691 A_1,HD 187691 A,2.61,0.091,1.018,4.223,19.488,1.25,2.835,0.124,244.414,2.434,0.278,0,0,3,2035.523,True
HD 187691 A_2,HD 187691 A,3.249,0.037,0.764,0.21,19.488,1.25,2.835,0.121,194.433,3.36,0.758,0,0,3,2035.523,False
HD 187691 A_3,HD 187691 A,2.018,0.038,2.654,7.67,19.488,1.25,2.835,0.103,255.635,2.015,0.351,1,2,3,2035.523,True
HD 43042_0,HD 43042,4.095,0.078,0.558,0.189,21.776,1.29,2.936,0.173,275.522,3.777,0.358,0,0,3,2035.525,False
HD 43042_1,HD 43042,0.434,0.11,0.533,0.125,21.776,1.29,2.936,0.019,310.797,0.427,0.235,0,0,3,2035.525,False
HD 43042_3,HD 43042,0.724,0.14,0.733,0.336,21.776,1.29,2.936,0.02,231.977,0.812,0.856,0,0,3,2035.525,False
HD 212330 A_0,HD 212330 A,1.747,0.031,3.281,22.163,20.34,1.02,2.726,0.038,98.26,1.713,0.906,0,2,3,2035.526,True
HD 141004_0,HD 141004,2.629,0.092,2.901,9.32,11.916,1.09,2.004,0.184,151.824,2.394,0.145,0,1,3,2035.527,False
HD 141004_1,HD 141004,0.651,0.071,0.654,0.192,11.916,1.09,2.004,0.048,229.185,0.641,0.126,0,0,3,2035.527,False
HD 141004_2,HD 141004,4.426,0.098,1.019,0.86,11.916,1.09,2.004,0.343,327.157,4.083,0.321,0,0,3,2035.527,False
HD 141004_3,HD 141004,4.115,0.06,0.578,0.156,11.916,1.09,2.004,0.316,38.193,4.181,0.132,0,0,3,2035.527,False
HD 141004_4,HD 141004,3.163,0.091,1.732,5.597,11.916,1.09,2.004,0.268,195.889,3.446,0.531,0,0,3,2035.527,False
HD 4614 A_0,HD 4614 A,4.718,0.051,1.358,2.277,5.01,1.14,1.252,0.8,17.105,4.933,0.083,0,0,3,2035.529,False
HD 4614 A_1,HD 4614 A,0.651,0.133,0.728,0.414,5.01,1.14,1.252,0.08,214.19,0.731,0.858,1,2,3,2035.529,False
HD 4614 A_2,HD 4614 A,2.584,0.017,1.361,5.26,5.01,1.14,1.252,0.454,270.146,2.621,0.606,0,2,3,2035.529,False
HD 58855_0,HD 58855,3.917,0.055,2.746,19.491,20.402,1.16,2.445,0.081,199.668,4.118,0.923,1,3,3,2035.53,False
HD 58855_3,HD 58855,0.12,0.023,0.846,0.638,20.402,1.16,2.445,0.004,48.582,0.122,0.042,0,0,3,2035.53,False
HD 58855_4,HD 58855,1.787,0.062,0.53,0.05,20.402,1.16,2.445,0.08,309.016,1.685,0.462,0,0,3,2035.53,True
HD 58855_5,HD 58855,2.753,0.078,0.74,0.236,20.402,1.16,2.445,0.067,9.282,2.795,0.887,0,0,3,2035.53,False
HD 58855_6,HD 58855,3.408,0.008,0.67,0.345,20.402,1.16,2.445,0.134,165.346,3.4,0.078,0,0,3,2035.53,False
HD 58855_7,HD 58855,0.511,0.017,1.169,0.638,20.402,1.16,2.445,0.017,56.036,0.514,0.79,0,0,3,2035.53,False
HD 58855_8,HD 58855,3.679,0.02,1.665,2.944,20.402,1.16,2.445,0.169,13.555,3.67,0.164,0,0,3,2035.53,False
HD 7570_0,HD 7570,3.031,0.054,1.134,0.839,15.261,1.14,2.004,0.081,161.321,2.902,0.914,0,0,3,2035.532,False
HD 7570_1,HD 7570,0.15,0.071,0.941,0.934,15.261,1.14,2.004,0.005,190.139,0.146,0.863,0,0,3,2035.532,False
HD 7570_2,HD 7570,1.977,0.063,1.73,5.46,15.261,1.14,2.004,0.1,118.294,1.862,0.656,1,2,3,2035.532,True
HD 7570_3,HD 7570,3.034,0.079,1.364,2.113,15.261,1.14,2.004,0.154,52.422,3.195,0.733,0,0,3,2035.532,False
HD 7570_4,HD 7570,0.569,0.099,0.726,0.218,15.261,1.14,2.004,0.035,39.832,0.598,0.127,0,0,3,2035.532,False
HD 84117_2,HD 84117,0.48,0.183,0.807,0.221,14.951,1.14,1.977,0.035,312.031,0.525,0.404,0,0,3,2035.533,False
HD 84117_3,HD 84117,2.469,0.127,0.583,0.082,14.951,1.14,1.977,0.044,180.076,2.355,0.002,0,0,3,2035.533,False
HD 84117_5,HD 84117,2.421,0.095,0.605,0.152,14.951,1.14,1.977,0.147,113.749,2.569,0.622,0,0,3,2035.533,False
HD 190248_1,HD 190248,1.11,0.055,1.408,1.805,6.099,0.94,1.25,0.137,23.174,1.049,0.077,0,2,3,2035.534,True
HD 190248_2,HD 190248,3.754,0.072,1.017,1.843,6.099,0.94,1.25,0.643,317.863,4.023,0.215,0,0,3,2035.534,False
HD 190248_3,HD 190248,1.406,0.139,0.51,0.145,6.099,0.94,1.25,0.226,262.563,1.513,0.138,0,0,3,2035.534,True
HD 34411_0,HD 34411,0.295,0.082,3.192,20.914,12.562,1.08,1.732,0.023,279.604,0.291,0.216,0,0,3,2035.536,False
HD 34411_1,HD 34411,1.539,0.078,0.897,0.594,12.562,1.08,1.732,0.097,332.487,1.433,0.626,1,3,3,2035.536,True
HD 34411_3,HD 34411,1.691,0.074,0.798,0.788,12.562,1.08,1.732,0.086,357.723,1.631,0.785,0,0,3,2035.536,True
HD 203608_0,HD 203608,2.203,0.092,1.79,8.196,9.258,1.14,1.466,0.229,356.003,2.159,0.227,1,3,3,2035.537,False
HD 203608_1,HD 203608,2.342,0.1,0.502,0.084,9.258,1.14,1.466,0.21,260.576,2.344,0.647,0,0,3,2035.537,False
HD 203608_2,HD 203608,2.74,0.062,1.086,2.044,9.258,1.14,1.466,0.275,127.173,2.747,0.527,0,0,3,2035.537,False
HD 203608_5,HD 203608,4.293,0.038,0.929,1.188,9.258,1.14,1.466,0.31,252.526,4.407,0.036,0,0,3,2035.537,False
HD 203608_6,HD 203608,0.526,0.072,0.985,0.835,9.258,1.14,1.466,0.04,280.308,0.528,0.045,0,1,3,2035.537,False
HD 160691_0,HD 160691,1.46,0.051,0.67,0.222,15.604,1.0,1.899,0.048,233.233,1.421,0.017,0,0,3,2035.538,True
HD 160691_1,HD 160691,0.274,0.085,0.88,0.654,15.604,1.0,1.899,0.017,184.01,0.277,0.168,0,0,3,2035.538,False
HD 160691_2,HD 160691,0.346,0.144,0.58,0.113,15.604,1.0,1.899,0.011,145.237,0.314,0.017,0,0,3,2035.538,False
HD 160691_3,HD 160691,0.123,0.058,0.556,0.116,15.604,1.0,1.899,0.005,244.615,0.128,0.824,0,0,3,2035.538,False
HD 160691_4,HD 160691,2.415,0.073,1.777,3.87,15.604,1.0,1.899,0.092,81.038,2.24,0.035,0,0,3,2035.538,False
HD 160691_6,HD 160691,2.937,0.058,2.424,7.702,15.604,1.0,1.899,0.154,166.63,3.007,0.078,0,0,3,2035.538,False
HD 160691_7,HD 160691,3.23,0.098,2.375,2.699,15.604,1.0,1.899,0.071,147.866,2.98,0.006,0,0,3,2035.538,False
HD 114710_0,HD 114710,1.415,0.117,0.681,0.481,9.197,1.11,1.357,0.09,93.251,1.296,0.034,0,0,3,2035.54,True
HD 114710_1,HD 114710,0.314,0.116,0.63,0.141,9.197,1.11,1.357,0.032,345.061,0.325,0.127,0,0,3,2035.54,False
HD 114710_2,HD 114710,2.258,0.018,0.683,0.149,9.197,1.11,1.357,0.057,197.461,2.231,0.001,0,0,3,2035.54,False
HD 114710_4,HD 114710,0.861,0.053,0.898,0.364,9.197,1.11,1.357,0.086,193.405,0.893,0.121,0,2,3,2035.54,False
HD 114710_5,HD 114710,0.124,0.109,3.108,4.801,9.197,1.11,1.357,0.004,37.633,0.118,0.949,0,0,3,2035.54,False
HD 1581_1,HD 1581,1.541,0.046,2.633,4.55,8.607,1.11,1.262,0.166,162.623,1.599,0.128,1,3,3,2035.541,True
HD 1581_2,HD 1581,0.181,0.101,0.988,0.788,8.607,1.11,1.262,0.019,193.191,0.181,0.544,0,0,3,2035.541,False
HD 1581_3,HD 1581,1.491,0.126,2.76,9.091,8.607,1.11,1.262,0.14,318.714,1.408,0.103,1,1,3,2035.541,True
HD 1581_4,HD 1581,0.208,0.109,2.378,7.928,8.607,1.11,1.262,0.026,211.979,0.226,0.259,0,0,3,2035.541,False
HD 90839_0,HD 90839,3.665,0.022,0.781,0.406,12.945,1.18,1.605,0.049,153.156,3.639,0.001,0,0,3,2035.542,False
HD 90839_1,HD 90839,0.191,0.094,1.403,1.498,12.945,1.18,1.605,0.012,327.079,0.178,0.128,0,0,3,2035.542,False
HD 90839_2,HD 90839,3.378,0.112,1.125,1.163,12.945,1.18,1.605,0.214,352.737,3.5,0.686,0,0,3,2035.542,False
HD 90839_5,HD 90839,0.15,0.051,2.273,7.359,12.945,1.18,1.605,0.01,49.573,0.145,0.575,0,0,3,2035.542,False
HD 33262 A_0,HD 33262 A,4.098,0.155,0.949,1.396,11.693,1.14,1.466,0.331,215.51,4.698,0.087,0,0,3,2035.544,False
HD 33262 A_1,HD 33262 A,3.3,0.062,1.368,3.018,11.693,1.14,1.466,0.112,241.197,3.364,0.007,0,0,3,2035.544,False
HD 33262 A_2,HD 33262 A,3.337,0.087,0.965,0.878,11.693,1.14,1.466,0.281,327.992,3.6,0.14,0,0,3,2035.544,False
HD 33262 A_4,HD 33262 A,1.015,0.091,2.255,4.512,11.693,1.14,1.466,0.019,282.979,1.078,0.001,0,1,3,2035.544,True
HD 33262 A_5,HD 33262 A,0.358,0.206,1.487,4.188,11.693,1.14,1.466,0.018,345.062,0.315,0.036,0,0,3,2035.544,False
HD 33262 A_6,HD 33262 A,0.874,0.139,0.646,0.237,11.693,1.14,1.466,0.057,260.017,0.832,0.674,0,1,3,2035.544,False
HD 33262 A_8,HD 33262 A,0.199,0.101,2.893,19.25,11.693,1.14,1.466,0.004,81.068,0.184,0.966,0,0,3,2035.544,False
HD 109358_0,HD 109358,0.599,0.064,0.661,0.181,8.473,1.08,1.151,0.073,220.033,0.619,0.364,1,3,3,2035.545,False
HD 109358_1,HD 109358,0.313,0.024,1.946,4.902,8.473,1.08,1.151,0.014,191.526,0.306,0.007,0,0,3,2035.545,False
HD 109358_3,HD 109358,0.172,0.066,1.409,3.279,8.473,1.08,1.151,0.009,164.956,0.161,0.897,0,0,3,2035.545,False
HD 109358_4,HD 109358,1.488,0.078,0.58,0.237,8.473,1.08,1.151,0.168,39.682,1.591,0.571,0,0,3,2035.545,True
HD 109358_5,HD 109358,3.968,0.05,3.285,8.264,8.473,1.08,1.151,0.28,25.824,3.947,0.027,0,0,3,2035.545,False
HD 95128_1,HD 95128,2.285,0.074,0.586,0.123,13.887,1.07,1.577,0.147,189.275,2.452,0.092,0,0,3,2035.547,False
HD 95128_2,HD 95128,4.586,0.035,0.538,0.151,13.887,1.07,1.577,0.161,314.83,4.712,0.012,0,0,3,2035.547,False
HD 95128_3,HD 95128,0.343,0.031,2.771,11.324,13.887,1.07,1.577,0.015,7.697,0.336,0.816,0,0,3,2035.547,False
HD 95128_4,HD 95128,2.15,0.173,1.218,1.843,13.887,1.07,1.577,0.07,307.451,2.343,0.008,0,0,3,2035.547,False
HD 95128_5,HD 95128,0.6,0.105,2.299,6.552,13.887,1.07,1.577,0.045,257.462,0.623,0.357,0,0,3,2035.547,False
HD 95128_6,HD 95128,0.335,0.024,2.419,6.471,13.887,1.07,1.577,0.02,325.461,0.328,0.637,0,0,3,2035.547,False
HD 95128_7,HD 95128,0.847,0.089,1.394,2.221,13.887,1.07,1.577,0.056,308.181,0.907,0.616,0,0,3,2035.547,False
HD 95128_8,HD 95128,0.588,0.034,2.182,4.922,13.887,1.07,1.577,0.042,105.651,0.605,0.436,0,0,3,2035.547,False
HD 143761_0,HD 143761,2.268,0.052,0.622,0.266,17.511,0.97,1.812,0.127,193.365,2.231,0.363,0,0,3,2035.548,False
HD 143761_3,HD 143761,0.463,0.017,0.834,0.418,17.511,0.97,1.812,0.023,115.355,0.455,0.57,0,0,3,2035.548,False
HD 143761_4,HD 143761,1.096,0.157,0.808,2.884,17.511,0.97,1.812,0.05,10.223,0.934,0.166,0,1,3,2035.548,False
HD 143761_5,HD 143761,0.834,0.096,1.155,1.238,17.511,0.97,1.812,0.027,293.233,0.759,0.81,0,0,3,2035.548,False
HD 143761_7,HD 143761,2.609,0.089,2.154,7.734,17.511,0.97,1.812,0.098,162.214,2.705,0.033,0,0,3,2035.548,False
HD 46588 A_0,HD 46588 A,1.961,0.092,1.375,2.632,18.202,1.18,1.826,0.108,104.338,2.025,0.21,0,0,3,2035.549,True
HD 46588 A_2,HD 46588 A,0.149,0.051,1.651,6.607,18.202,1.18,1.826,0.006,320.177,0.142,0.072,0,0,3,2035.549,False
HD 46588 A_4,HD 46588 A,0.634,0.042,1.252,2.732,18.202,1.18,1.826,0.025,132.134,0.61,0.723,0,0,3,2035.549,False
HD 46588 A_5,HD 46588 A,0.119,0.052,0.593,0.199,18.202,1.18,1.826,0.007,277.523,0.12,0.323,0,0,3,2035.549,False
HD 46588 A_6,HD 46588 A,0.647,0.045,2.121,10.554,18.202,1.18,1.826,0.028,275.427,0.676,0.725,0,0,3,2035.549,False
HD 46588 A_7,HD 46588 A,1.085,0.088,1.256,3.348,18.202,1.18,1.826,0.034,329.063,1.174,0.017,0,0,3,2035.549,False
HD 46588 A_8,HD 46588 A,2.008,0.017,0.521,0.058,18.202,1.18,1.826,0.103,196.279,1.996,0.169,0,0,3,2035.549,True
HD 17051_0,HD 17051,1.593,0.055,0.8,0.347,17.357,1.14,1.737,0.029,282.197,1.646,0.957,0,0,3,2035.551,True
HD 17051_1,HD 17051,2.146,0.107,1.035,1.601,17.357,1.14,1.737,0.094,23.702,2.375,0.043,0,0,3,2035.551,False
HD 17051_2,HD 17051,4.311,0.108,1.302,1.937,17.357,1.14,1.737,0.241,10.442,4.19,0.344,0,0,3,2035.551,False
HD 165499_0,HD 165499,3.777,0.071,0.637,0.343,17.753,1.08,1.731,0.141,244.239,3.653,0.043,0,0,3,2035.552,False
HD 165499_1,HD 165499,0.192,0.04,0.654,0.282,17.753,1.08,1.731,0.007,41.597,0.186,0.75,0,0,3,2035.552,False
