PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs,HZ
HD 160691_2,HD 160691,0.346,0.144,0.58,0.113,15.604,1.0,1.899,0.011,33.287,0.39,0.913,0,0,5,2036.04,False
HD 160691_3,HD 160691,0.123,0.058,0.556,0.116,15.604,1.0,1.899,0.002,251.396,0.116,0.002,0,0,5,2036.04,False
HD 160691_4,HD 160691,2.415,0.073,1.777,3.87,15.604,1.0,1.899,0.044,295.894,2.287,0.003,0,0,5,2036.04,False
HD 160691_6,HD 160691,2.937,0.058,2.424,7.702,15.604,1.0,1.899,0.185,150.44,2.904,0.278,0,0,5,2036.04,False
HD 160691_7,HD 160691,3.23,0.098,2.375,2.699,15.604,1.0,1.899,0.082,47.903,3.125,0.008,0,0,5,2036.04,False
HD 114710_0,HD 114710,1.415,0.117,0.681,0.481,9.197,1.11,1.357,0.141,314.649,1.387,0.511,0,0,5,2036.041,True
HD 114710_1,HD 114710,0.314,0.116,0.63,0.141,9.197,1.11,1.357,0.032,344.851,0.325,0.131,0,0,5,2036.041,False
HD 114710_2,HD 114710,2.258,0.018,0.683,0.149,9.197,1.11,1.357,0.204,108.832,2.268,0.089,0,0,5,2036.041,False
HD 114710_4,HD 114710,0.861,0.053,0.898,0.364,9.197,1.11,1.357,0.075,291.009,0.876,0.685,1,4,5,2036.041,False
HD 114710_5,HD 114710,0.124,0.109,3.108,4.801,9.197,1.11,1.357,0.005,111.518,0.114,0.921,0,0,5,2036.041,False
HD 1581_1,HD 1581,1.541,0.046,2.633,4.55,8.607,1.11,1.262,0.138,44.218,1.576,0.062,0,3,5,2036.042,True
HD 1581_2,HD 1581,0.181,0.101,0.988,0.788,8.607,1.11,1.262,0.017,200.218,0.167,0.123,0,0,5,2036.042,False
HD 1581_3,HD 1581,1.491,0.126,2.76,9.091,8.607,1.11,1.262,0.05,196.785,1.378,0.952,0,2,5,2036.042,True
HD 1581_4,HD 1581,0.208,0.109,2.378,7.928,8.607,1.11,1.262,0.022,20.841,0.186,0.295,0,0,5,2036.042,False
HD 90839_0,HD 90839,3.665,0.022,0.781,0.406,12.945,1.18,1.605,0.117,50.57,3.678,0.008,0,0,5,2036.044,False
HD 90839_1,HD 90839,0.191,0.094,1.403,1.498,12.945,1.18,1.605,0.015,132.759,0.206,0.461,0,0,5,2036.044,False
HD 90839_2,HD 90839,3.378,0.112,1.125,1.163,12.945,1.18,1.605,0.272,333.341,3.662,0.466,0,0,5,2036.044,False
HD 90839_5,HD 90839,0.15,0.051,2.273,7.359,12.945,1.18,1.605,0.01,283.438,0.156,0.639,0,0,5,2036.044,False
HD 33262 A_0,HD 33262 A,4.098,0.155,0.949,1.396,11.693,1.14,1.466,0.259,205.463,4.733,0.034,0,0,5,2036.045,False
HD 33262 A_1,HD 33262 A,3.3,0.062,1.368,3.018,11.693,1.14,1.466,0.206,204.188,3.251,0.058,0,0,5,2036.045,False
HD 33262 A_2,HD 33262 A,3.337,0.087,0.965,0.878,11.693,1.14,1.466,0.295,300.108,3.627,0.18,0,0,5,2036.045,False
HD 33262 A_4,HD 33262 A,1.015,0.091,2.255,4.512,11.693,1.14,1.466,0.035,21.202,0.975,0.918,0,2,5,2036.045,True
HD 33262 A_5,HD 33262 A,0.358,0.206,1.487,4.188,11.693,1.14,1.466,0.033,142.327,0.415,0.532,0,0,5,2036.045,False
HD 33262 A_6,HD 33262 A,0.874,0.139,0.646,0.237,11.693,1.14,1.466,0.076,42.472,0.995,0.578,1,2,5,2036.045,False
HD 33262 A_8,HD 33262 A,0.199,0.101,2.893,19.25,11.693,1.14,1.466,0.006,27.841,0.188,0.941,0,0,5,2036.045,False
HD 109358_0,HD 109358,0.599,0.064,0.661,0.181,8.473,1.08,1.151,0.067,176.577,0.59,0.454,1,5,5,2036.047,False
HD 109358_1,HD 109358,0.313,0.024,1.946,4.902,8.473,1.08,1.151,0.016,203.669,0.306,0.01,0,0,5,2036.047,False
HD 109358_3,HD 109358,0.172,0.066,1.409,3.279,8.473,1.08,1.151,0.02,78.106,0.174,0.189,0,0,5,2036.047,False
HD 109358_4,HD 109358,1.488,0.078,0.58,0.237,8.473,1.08,1.151,0.16,323.507,1.529,0.121,0,0,5,2036.047,True
HD 109358_5,HD 109358,3.968,0.05,3.285,8.264,8.473,1.08,1.151,0.151,347.578,3.868,0.004,0,0,5,2036.047,False
HD 95128_1,HD 95128,2.285,0.074,0.586,0.123,13.887,1.07,1.577,0.069,130.788,2.411,0.007,0,0,5,2036.048,False
HD 95128_2,HD 95128,4.586,0.035,0.538,0.151,13.887,1.07,1.577,0.101,276.677,4.737,0.003,0,0,5,2036.048,False
HD 95128_3,HD 95128,0.343,0.031,2.771,11.324,13.887,1.07,1.577,0.015,130.298,0.353,0.028,0,0,5,2036.048,False
HD 95128_4,HD 95128,2.15,0.173,1.218,1.843,13.887,1.07,1.577,0.094,183.17,1.977,0.037,0,0,5,2036.048,False
HD 95128_5,HD 95128,0.6,0.105,2.299,6.552,13.887,1.07,1.577,0.04,220.128,0.578,0.201,0,0,5,2036.048,False
HD 95128_6,HD 95128,0.335,0.024,2.419,6.471,13.887,1.07,1.577,0.02,77.887,0.335,0.096,0,0,5,2036.048,False
HD 95128_7,HD 95128,0.847,0.089,1.394,2.221,13.887,1.07,1.577,0.056,80.441,0.777,0.354,0,0,5,2036.048,False
HD 95128_8,HD 95128,0.588,0.034,2.182,4.922,13.887,1.07,1.577,0.04,70.537,0.607,0.139,0,0,5,2036.048,False
HD 143761_0,HD 143761,2.268,0.052,0.622,0.266,17.511,0.97,1.812,0.083,171.219,2.156,0.042,0,0,5,2036.049,False
HD 143761_3,HD 143761,0.463,0.017,0.834,0.418,17.511,0.97,1.812,0.024,269.649,0.47,0.125,0,0,5,2036.049,False
HD 143761_4,HD 143761,1.096,0.157,0.808,2.884,17.511,0.97,1.812,0.072,206.49,1.267,0.281,1,2,5,2036.049,False
HD 143761_5,HD 143761,0.834,0.096,1.155,1.238,17.511,0.97,1.812,0.047,84.555,0.865,0.173,0,0,5,2036.049,False
HD 143761_7,HD 143761,2.609,0.089,2.154,7.734,17.511,0.97,1.812,0.056,90.741,2.818,0.005,0,0,5,2036.049,False
HD 46588 A_0,HD 46588 A,1.961,0.092,1.375,2.632,18.202,1.18,1.826,0.117,42.266,2.141,0.29,0,0,5,2036.051,True
HD 46588 A_2,HD 46588 A,0.149,0.051,1.651,6.607,18.202,1.18,1.826,0.005,141.016,0.157,0.827,0,0,5,2036.051,False
HD 46588 A_4,HD 46588 A,0.634,0.042,1.252,2.732,18.202,1.18,1.826,0.016,92.603,0.607,0.886,0,0,5,2036.051,False
HD 46588 A_5,HD 46588 A,0.119,0.052,0.593,0.199,18.202,1.18,1.826,0.007,212.333,0.125,0.328,0,0,5,2036.051,False
HD 46588 A_6,HD 46588 A,0.647,0.045,2.121,10.554,18.202,1.18,1.826,0.022,261.224,0.673,0.834,0,0,5,2036.051,False
HD 46588 A_7,HD 46588 A,1.085,0.088,1.256,3.348,18.202,1.18,1.826,0.029,149.018,0.994,0.869,0,0,5,2036.051,False
HD 46588 A_8,HD 46588 A,2.008,0.017,0.521,0.058,18.202,1.18,1.826,0.093,144.862,1.974,0.621,0,0,5,2036.051,True
HD 17051_0,HD 17051,1.593,0.055,0.8,0.347,17.357,1.14,1.737,0.083,232.432,1.517,0.171,0,0,5,2036.052,True
HD 17051_1,HD 17051,2.146,0.107,1.035,1.601,17.357,1.14,1.737,0.059,288.532,2.264,0.011,0,0,5,2036.052,False
HD 17051_2,HD 17051,4.311,0.108,1.302,1.937,17.357,1.14,1.737,0.22,0.15,4.027,0.177,0,0,5,2036.052,False
HD 165499_0,HD 165499,3.777,0.071,0.637,0.343,17.753,1.08,1.731,0.069,222.536,3.77,0.004,0,0,5,2036.053,False
HD 165499_1,HD 165499,0.192,0.04,0.654,0.282,17.753,1.08,1.731,0.01,14.483,0.194,0.16,0,0,5,2036.053,False
HD 165499_3,HD 165499,0.221,0.065,0.75,0.344,17.753,1.08,1.731,0.007,25.87,0.23,0.856,0,0,5,2036.053,False
HD 165499_4,HD 165499,1.569,0.062,3.377,30.496,17.753,1.08,1.731,0.046,181.43,1.661,0.886,0,2,5,2036.053,True
HD 10700_0,HD 10700,1.625,0.099,0.563,0.132,3.652,0.94,0.506,0.408,182.998,1.629,0.143,0,0,5,2036.055,False
HD 86728 A_0,HD 86728 A,0.138,0.113,0.53,0.096,14.926,1.0,1.378,0.001,334.632,0.154,0.998,0,0,5,2036.056,False
HD 86728 A_1,HD 86728 A,1.194,0.049,0.519,0.097,14.926,1.0,1.378,0.078,212.817,1.174,0.283,0,0,5,2036.056,True
HD 86728 A_2,HD 86728 A,1.586,0.024,0.736,0.333,14.926,1.0,1.378,0.088,70.084,1.598,0.653,0,0,5,2036.056,True
HD 86728 A_3,HD 86728 A,0.34,0.077,0.971,1.049,14.926,1.0,1.378,0.02,163.228,0.362,0.09,0,0,5,2036.056,False
HD 86728 A_4,HD 86728 A,3.143,0.15,2.985,25.307,14.926,1.0,1.378,0.193,216.017,2.918,0.242,0,4,5,2036.056,False
HD 86728 A_5,HD 86728 A,0.238,0.132,1.155,1.588,14.926,1.0,1.378,0.014,78.815,0.26,0.692,0,0,5,2036.056,False
HD 86728 A_6,HD 86728 A,2.84,0.137,2.462,4.922,14.926,1.0,1.378,0.203,142.818,3.096,0.43,1,5,5,2036.056,False
HD 20794_0,HD 20794,4.322,0.17,2.962,5.482,6.041,0.97,0.654,0.545,163.786,4.062,0.082,0,0,5,2036.058,False
HD 20794_1,HD 20794,2.398,0.095,1.302,1.627,6.041,0.97,0.654,0.415,309.818,2.587,0.45,0,0,5,2036.058,False
HD 115617_0,HD 115617,1.956,0.004,0.732,0.391,8.534,0.97,0.825,0.224,21.797,1.948,0.227,0,0,5,2036.059,False
HD 115617_1,HD 115617,0.76,0.09,2.931,3.775,8.534,0.97,0.825,0.036,85.164,0.787,0.007,0,3,5,2036.059,True
HD 115617_2,HD 115617,0.621,0.047,0.562,0.132,8.534,0.97,0.825,0.066,293.807,0.633,0.129,0,1,5,2036.059,False
HD 115617_3,HD 115617,0.199,0.073,3.38,20.4,8.534,0.97,0.825,0.014,37.899,0.186,0.037,0,0,5,2036.059,False
HD 115617_4,HD 115617,2.599,0.104,0.763,0.211,8.534,0.97,0.825,0.042,82.804,2.831,0.992,0,0,5,2036.059,False
HD 115617_5,HD 115617,2.098,0.045,1.487,5.131,8.534,0.97,0.825,0.228,303.452,2.091,0.158,0,0,5,2036.059,False
HD 115617_6,HD 115617,3.003,0.084,0.942,0.716,8.534,0.97,0.825,0.315,95.113,3.251,0.089,0,0,5,2036.059,False
HD 53705_0,HD 53705,0.273,0.081,1.735,7.702,17.059,1.04,1.49,0.008,78.492,0.251,0.872,0,0,5,2036.06,False
HD 53705_1,HD 53705,2.604,0.083,3.306,29.747,17.059,1.04,1.49,0.162,140.309,2.793,0.248,1,5,5,2036.06,False
HD 53705_2,HD 53705,1.597,0.089,2.478,5.883,17.059,1.04,1.49,0.068,337.588,1.615,0.747,1,3,5,2036.06,True
HD 53705_3,HD 53705,0.715,0.026,1.359,2.07,17.059,1.04,1.49,0.038,272.368,0.732,0.589,0,0,5,2036.06,False
HD 53705_4,HD 53705,0.527,0.092,2.437,20.655,17.059,1.04,1.49,0.024,11.86,0.575,0.05,0,0,5,2036.06,False
HD 55575_0,HD 55575,1.084,0.09,0.727,0.609,16.852,1.14,1.463,0.057,248.646,0.992,0.193,0,1,5,2036.062,True
HD 55575_1,HD 55575,0.133,0.053,0.578,0.106,16.852,1.14,1.463,0.007,208.339,0.14,0.097,0,0,5,2036.062,False
HD 20630_1,HD 20630,0.648,0.142,1.547,2.557,9.276,0.98,0.857,0.073,200.004,0.68,0.357,1,5,5,2036.063,False
HD 20630_5,HD 20630,1.387,0.083,0.621,0.155,9.276,0.98,0.857,0.159,273.935,1.479,0.323,0,0,5,2036.063,True
HD 102365_0,HD 102365,1.154,0.024,2.235,6.312,9.319,1.02,0.844,0.119,295.755,1.144,0.451,1,5,5,2036.064,True
HD 102365_1,HD 102365,4.021,0.031,1.113,3.548,9.319,1.02,0.844,0.321,19.202,4.112,0.054,0,0,5,2036.064,False
HD 102365_2,HD 102365,0.113,0.031,0.976,1.053,9.319,1.02,0.844,0.012,301.416,0.114,0.373,0,0,5,2036.064,False
HD 39091_1,HD 39091,3.12,0.028,1.191,1.233,18.287,1.08,1.533,0.146,95.226,3.082,0.11,0,0,5,2036.066,False
HD 39091_2,HD 39091,2.865,0.029,0.677,0.276,18.287,1.08,1.533,0.157,129.578,2.87,0.333,0,0,5,2036.066,False
HD 39091_3,HD 39091,3.55,0.072,1.069,1.542,18.287,1.08,1.533,0.13,121.591,3.783,0.81,0,0,5,2036.066,False
HD 39091_4,HD 39091,4.534,0.027,1.234,2.258,18.287,1.08,1.533,0.252,149.025,4.606,0.326,0,0,5,2036.066,False
HD 39091_5,HD 39091,1.437,0.051,1.31,4.963,18.287,1.08,1.533,0.072,36.025,1.404,0.166,0,0,5,2036.066,True
HD 39091_6,HD 39091,0.67,0.012,2.604,10.642,18.287,1.08,1.533,0.032,258.082,0.663,0.578,0,0,5,2036.066,False
HD 20807_0,HD 20807,0.337,0.072,1.793,2.884,12.039,1.07,1.017,0.02,70.533,0.35,0.042,0,0,5,2036.067,False
HD 20807_1,HD 20807,1.546,0.069,0.954,0.889,12.039,1.07,1.017,0.11,34.925,1.481,0.128,0,2,5,2036.067,True
HD 20807_2,HD 20807,2.979,0.055,2.038,4.205,12.039,1.07,1.017,0.157,154.668,3.141,0.028,0,0,5,2036.067,False
HD 131156 A_0,HD 131156 A,0.922,0.01,2.426,5.907,6.754,0.96,0.553,0.136,188.361,0.917,0.341,1,5,5,2036.068,True
HD 131156 A_1,HD 131156 A,1.097,0.147,1.932,11.706,6.754,0.96,0.553,0.143,69.972,0.989,0.426,1,4,5,2036.068,True
HD 65907 A_0,HD 65907 A,0.584,0.099,0.585,0.135,16.172,1.11,1.29,0.034,269.753,0.595,0.163,0,0,5,2036.07,False
HD 65907 A_1,HD 65907 A,1.316,0.075,0.982,1.107,16.172,1.11,1.29,0.076,276.912,1.307,0.173,0,0,5,2036.07,True
HD 65907 A_2,HD 65907 A,1.009,0.058,1.202,3.968,16.172,1.11,1.29,0.055,314.938,0.95,0.516,0,3,5,2036.07,True
HD 147513_0,HD 147513,1.541,0.04,0.645,0.275,12.892,1.07,1.001,0.111,317.977,1.48,0.199,0,0,5,2036.071,True
HD 147513_1,HD 147513,1.513,0.099,0.537,0.114,12.892,1.07,1.001,0.098,174.248,1.367,0.154,0,0,5,2036.071,True
HD 147513_2,HD 147513,4.633,0.075,1.379,2.053,12.892,1.07,1.001,0.277,98.862,4.291,0.645,0,0,5,2036.071,False
HD 147513_4,HD 147513,0.196,0.111,0.74,0.193,12.892,1.07,1.001,0.011,151.401,0.175,0.653,0,0,5,2036.071,False
HD 147513_5,HD 147513,4.52,0.075,0.624,0.154,12.892,1.07,1.001,0.333,273.339,4.445,0.199,0,0,5,2036.071,False
HD 147513_6,HD 147513,1.743,0.075,1.796,1.351,12.892,1.07,1.001,0.11,6.61,1.864,0.062,0,3,5,2036.071,False
HD 147513_7,HD 147513,2.47,0.028,0.667,0.198,12.892,1.07,1.001,0.08,231.719,2.453,0.915,0,0,5,2036.071,False
HD 146233_0,HD 146233,0.356,0.047,2.679,19.012,14.137,1.02,1.094,0.016,214.306,0.351,0.036,0,0,5,2036.073,False
HD 146233_1,HD 146233,0.206,0.044,2.032,18.545,14.137,1.02,1.094,0.011,205.799,0.198,0.711,0,0,5,2036.073,False
HD 146233_4,HD 146233,0.539,0.141,1.433,1.238,14.137,1.02,1.094,0.035,219.248,0.539,0.556,0,0,5,2036.073,False
HD 30495_0,HD 30495,1.934,0.08,0.989,0.414,13.24,1.04,0.966,0.098,230.823,1.821,0.049,0,0,5,2036.074,False
HD 30495_2,HD 30495,0.416,0.06,1.179,2.305,13.24,1.04,0.966,0.009,341.633,0.397,0.956,0,0,5,2036.074,False
HD 30495_3,HD 30495,1.848,0.089,0.623,0.192,13.24,1.04,0.966,0.092,299.109,2.004,0.029,0,0,5,2036.074,False
HD 50692_0,HD 50692,3.95,0.04,2.831,8.758,17.405,1.08,1.293,0.235,95.347,4.094,0.316,0,1,5,2036.075,False
HD 50692_1,HD 50692,0.28,0.064,0.734,0.338,17.405,1.08,1.293,0.015,149.664,0.263,0.325,0,0,5,2036.075,False
HD 50692_2,HD 50692,0.513,0.081,1.798,3.935,17.405,1.08,1.293,0.016,279.246,0.515,0.858,0,0,5,2036.075,False
HD 50692_3,HD 50692,0.925,0.032,2.849,11.466,17.405,1.08,1.293,0.017,258.268,0.936,0.003,0,0,5,2036.075,True
HD 190360_0,HD 190360,0.922,0.17,1.79,3.607,16.003,0.96,1.165,0.03,264.351,0.968,0.886,0,1,5,2036.077,False
HD 190360_1,HD 190360,3.764,0.081,1.071,4.456,16.003,0.96,1.165,0.23,351.341,3.863,0.183,0,0,5,2036.077,False
HD 190360_3,HD 190360,3.632,0.139,2.733,14.342,16.003,0.96,1.165,0.254,275.246,4.135,0.236,0,0,5,2036.077,False
HD 190360_4,HD 190360,1.735,0.021,0.534,0.11,16.003,0.96,1.165,0.106,230.597,1.71,0.255,0,0,5,2036.077,True
HD 190360_5,HD 190360,0.581,0.08,1.934,4.569,16.003,0.96,1.165,0.027,135.651,0.535,0.086,0,0,5,2036.077,False
HD 136352_0,HD 136352,1.127,0.083,0.501,0.057,14.739,1.02,1.029,0.06,20.953,1.169,0.711,0,0,5,2036.078,True
HD 136352_2,HD 136352,0.995,0.082,1.549,2.6,14.739,1.02,1.029,0.043,346.185,0.918,0.765,0,0,5,2036.078,True
HD 136352_3,HD 136352,3.774,0.069,2.041,2.393,14.739,1.02,1.029,0.222,222.272,3.616,0.562,1,1,5,2036.078,False
HD 136352_4,HD 136352,1.831,0.068,0.826,1.102,14.739,1.02,1.029,0.099,237.65,1.707,0.621,0,0,5,2036.078,False
HD 128621_0,HD 128621,0.181,0.076,0.591,0.143,1.332,0.94,0.503,0.093,251.927,0.194,0.803,1,5,5,2036.079,False
HD 128621_1,HD 128621,3.969,0.152,0.756,0.205,1.332,0.94,0.503,2.855,250.52,4.17,0.551,0,0,5,2036.079,False
HD 128621_3,HD 128621,4.377,0.084,0.667,0.375,1.332,0.94,0.503,1.167,238.942,4.742,0.004,0,0,5,2036.079,False
HD 128621_4,HD 128621,1.135,0.055,1.179,6.717,1.332,0.94,0.503,0.7,65.798,1.099,0.629,1,3,5,2036.079,True
HD 101501_3,HD 101501,0.112,0.069,1.262,2.632,9.576,0.94,0.609,0.011,223.537,0.104,0.296,0,0,5,2036.081,False
HD 101501_7,HD 101501,0.888,0.054,0.887,0.375,9.576,0.94,0.609,0.096,347.053,0.924,0.266,1,3,5,2036.081,True
HD 20766_0,HD 20766,1.336,0.161,1.674,2.568,12.045,1.01,0.794,0.12,6.358,1.526,0.178,0,3,5,2036.082,True
HD 20766_1,HD 20766,0.327,0.097,2.659,5.834,12.045,1.01,0.794,0.023,231.548,0.318,0.119,0,0,5,2036.082,False
HD 20766_4,HD 20766,1.915,0.031,0.912,0.627,12.045,1.01,0.794,0.055,314.298,1.913,0.005,0,2,5,2036.082,False
HD 72905_1,HD 72905,0.661,0.069,0.5,0.066,14.439,1.08,0.973,0.034,101.694,0.616,0.074,0,0,5,2036.084,False
HD 72905_3,HD 72905,0.899,0.099,2.776,7.831,14.439,1.08,0.973,0.057,183.967,0.848,0.196,0,1,5,2036.084,True
HD 72905_4,HD 72905,0.923,0.214,1.407,1.443,14.439,1.08,0.973,0.068,155.984,1.034,0.494,1,2,5,2036.084,False
HD 72905_5,HD 72905,3.175,0.086,0.525,0.102,14.439,1.08,0.973,0.211,237.259,3.267,0.519,0,0,5,2036.084,False
HD 156274 A_3,HD 156274 A,4.433,0.138,1.608,7.03,8.791,0.9,0.452,0.44,239.854,5.028,0.066,0,0,5,2036.085,False
HD 4391_0,HD 4391,0.363,0.182,1.471,2.315,15.049,0.98,0.923,0.019,268.433,0.303,0.53,0,0,5,2036.086,False
HD 4391_1,HD 4391,1.544,0.114,0.614,0.238,15.049,0.98,0.923,0.077,70.485,1.552,0.06,0,0,5,2036.086,False
HD 4391_2,HD 4391,0.361,0.058,0.863,0.585,15.049,0.98,0.923,0.023,105.473,0.354,0.189,0,0,5,2036.086,False
HD 4391_3,HD 4391,0.102,0.064,0.942,0.594,15.049,0.98,0.923,0.005,276.354,0.1,0.072,0,0,5,2036.086,False
HD 4391_4,HD 4391,0.526,0.038,2.712,6.312,15.049,0.98,0.923,0.032,219.74,0.533,0.136,0,0,5,2036.086,False
HD 10780_0,HD 10780,0.841,0.11,1.077,1.419,10.041,0.9,0.516,0.081,31.786,0.884,0.152,1,4,5,2036.088,True
HD 10780_3,HD 10780,2.25,0.098,1.348,1.373,10.041,0.9,0.516,0.092,228.014,2.07,0.01,0,1,5,2036.088,False
HD 10780_4,HD 10780,2.669,0.102,2.513,5.195,10.041,0.9,0.516,0.236,65.388,2.736,0.108,0,0,5,2036.088,False
HD 140538 A_0,HD 140538 A,2.088,0.047,0.685,0.566,14.793,0.94,0.834,0.138,27.493,2.135,0.185,0,0,5,2036.089,False
HD 140538 A_1,HD 140538 A,0.512,0.053,2.798,25.412,14.793,0.94,0.834,0.016,206.441,0.498,0.89,0,0,5,2036.089,False
HD 140538 A_2,HD 140538 A,4.137,0.053,0.916,0.811,14.793,0.94,0.834,0.152,59.038,3.97,0.847,0,0,5,2036.089,False
HD 165341 A_0,HD 165341 A,3.482,0.036,1.359,6.662,5.113,0.88,0.532,0.397,217.38,3.534,0.023,0,0,5,2036.09,False
HD 165341 A_2,HD 165341 A,0.277,0.022,2.947,11.466,5.113,0.88,0.532,0.046,192.742,0.283,0.649,0,0,5,2036.09,False
HD 165341 A_3,HD 165341 A,0.642,0.027,1.615,4.051,5.113,0.88,0.532,0.12,29.393,0.647,0.173,1,5,5,2036.09,True
HD 166_0,HD 166,1.592,0.09,1.08,1.198,13.766,0.94,0.647,0.093,327.677,1.473,0.11,0,1,5,2036.092,False
HD 166_1,HD 166,0.635,0.021,0.515,0.133,13.766,0.94,0.647,0.035,126.143,0.637,0.063,0,0,5,2036.092,True
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,6.418,5.01,0.86,0.41,0.073,211.339,0.493,0.057,1,4,5,2036.093,False
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.068,5.01,0.86,0.41,0.062,213.953,0.33,0.516,1,3,5,2036.093,False
HD 185144_1,HD 185144,0.747,0.07,0.5,0.055,5.764,0.87,0.434,0.11,248.465,0.79,0.678,1,2,5,2036.095,True
HD 185144_3,HD 185144,0.688,0.135,2.317,4.531,5.764,0.87,0.434,0.103,79.248,0.676,0.116,1,4,5,2036.095,True
HD 209100_0,HD 209100,2.433,0.127,0.524,0.06,3.638,0.72,0.222,0.625,163.24,2.628,0.109,0,0,5,2036.096,False
HD 209100_1,HD 209100,1.218,0.094,0.54,0.062,3.638,0.72,0.222,0.2,173.174,1.171,0.03,0,0,5,2036.096,False
HD 209100_2,HD 209100,0.989,0.073,1.925,6.418,3.638,0.72,0.222,0.255,228.523,1.038,0.126,0,2,5,2036.096,False
HD 209100_4,HD 209100,3.542,0.022,2.632,11.231,3.638,0.72,0.222,0.56,261.223,3.465,0.834,1,5,5,2036.096,False
HD 209100_5,HD 209100,0.635,0.076,0.931,0.561,3.638,0.72,0.222,0.176,79.492,0.673,0.485,1,4,5,2036.096,True
HD 209100_6,HD 209100,1.701,0.082,0.885,0.458,3.638,0.72,0.222,0.358,120.393,1.604,0.666,1,1,5,2036.096,False
HD 209100_8,HD 209100,2.097,0.099,2.488,5.392,3.638,0.72,0.222,0.551,164.815,2.207,0.557,1,5,5,2036.096,False
HD 209100_9,HD 209100,0.782,0.071,2.297,7.389,3.638,0.72,0.222,0.151,142.348,0.734,0.06,1,5,5,2036.096,False
HD 209100_10,HD 209100,0.182,0.056,2.026,3.984,3.638,0.72,0.222,0.052,135.375,0.191,0.232,0,0,5,2036.096,False
HD 209100_11,HD 209100,0.917,0.107,1.174,1.243,3.638,0.72,0.222,0.198,315.116,0.898,0.078,0,4,5,2036.096,False
HD 201091_1,HD 201091,1.051,0.108,0.699,0.561,3.497,0.68,0.142,0.285,350.733,1.066,0.161,0,2,5,2036.097,False
HD 201091_2,HD 201091,2.964,0.153,0.94,0.635,3.497,0.68,0.142,0.739,185.653,2.583,0.315,0,0,5,2036.097,False
HD 201091_4,HD 201091,2.241,0.067,3.013,5.907,3.497,0.68,0.142,0.621,182.342,2.172,0.301,1,2,5,2036.097,False
HD 155885_0,HD 155885,0.424,0.016,1.08,4.862,5.948,0.85,0.332,0.069,284.595,0.419,0.43,1,2,5,2036.099,False
HD 155885_1,HD 155885,0.125,0.137,2.355,2.721,5.948,0.85,0.332,0.014,282.389,0.108,0.072,0,0,5,2036.099,False
HD 155885_4,HD 155885,2.293,0.052,0.991,1.006,5.948,0.85,0.332,0.391,224.53,2.376,0.224,0,0,5,2036.099,False
HD 155886_1,HD 155886,0.511,0.064,0.698,0.247,5.952,0.85,0.327,0.084,354.579,0.5,0.363,1,5,5,2036.1,True
HD 155886_2,HD 155886,0.232,0.069,1.589,5.691,5.952,0.85,0.327,0.039,165.683,0.239,0.475,0,0,5,2036.1,False
HD 155886_3,HD 155886,1.253,0.044,2.915,5.37,5.952,0.85,0.327,0.135,291.203,1.2,0.782,1,5,5,2036.1,False
HD 155886_4,HD 155886,0.305,0.028,0.94,1.414,5.952,0.85,0.327,0.049,194.069,0.297,0.23,0,0,5,2036.1,False
HD 155886_5,HD 155886,0.201,0.128,1.339,1.367,5.952,0.85,0.327,0.017,122.959,0.203,0.013,0,0,5,2036.1,False
HD 155886_6,HD 155886,0.316,0.044,0.948,1.621,5.952,0.85,0.327,0.051,305.935,0.304,0.394,0,0,5,2036.1,False
HD 155886_7,HD 155886,0.59,0.079,3.352,4.512,5.952,0.85,0.327,0.09,266.715,0.592,0.56,1,5,5,2036.1,True
HD 155886_8,HD 155886,3.879,0.087,2.635,17.572,5.952,0.85,0.327,0.662,164.625,3.94,0.305,0,0,5,2036.1,False
HD 10476_0,HD 10476,0.171,0.07,0.738,0.194,7.644,0.85,0.454,0.011,317.66,0.172,0.886,0,0,5,2036.101,False
HD 201092_1,HD 201092,2.708,0.059,2.37,8.333,3.496,0.63,0.078,0.612,309.994,2.566,0.092,0,4,5,2036.103,False
HD 165341 B_1,HD 165341 B,1.256,0.089,0.5,0.079,5.122,0.78,0.164,0.173,122.643,1.226,0.744,0,0,5,2036.104,False
HD 165341 B_2,HD 165341 B,4.082,0.042,1.247,1.843,5.122,0.78,0.164,0.737,287.128,4.253,0.123,0,0,5,2036.104,False
HD 165341 B_3,HD 165341 B,0.1,0.077,0.528,0.138,5.122,0.78,0.164,0.006,239.643,0.103,0.953,0,0,5,2036.104,False
HD 165341 B_4,HD 165341 B,0.76,0.117,1.137,2.589,5.122,0.78,0.164,0.131,74.995,0.697,0.461,1,3,5,2036.104,False
HD 131977_0,HD 131977,2.114,0.033,1.305,2.166,5.886,0.72,0.223,0.368,245.347,2.184,0.253,0,4,5,2036.105,False
HD 219134_0,HD 219134,1.298,0.068,3.021,3.577,6.542,0.75,0.266,0.167,128.493,1.386,0.686,1,5,5,2036.107,False
HD 219134_1,HD 219134,0.107,0.06,0.589,0.095,6.542,0.75,0.266,0.013,160.605,0.111,0.075,0,0,5,2036.107,False
