PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 53705_31,HD 53705,1.04,1.49,1.683,5.587,1.695,0.29,36,2.141,False
HD 53705_43,HD 53705,1.04,1.49,1.389,7.489,2.069,0.226,12,1.605,True
HD 53705_46,HD 53705,1.04,1.49,1.247,18.72,2.9,0.103,13,1.365,True
HD 53705_51,HD 53705,1.04,1.49,1.001,7.322,1.878,0.714,24,0.982,False
HD 53705_54,HD 53705,1.04,1.49,1.372,3.388,1.655,0.301,25,1.576,True
HD 53705_55,HD 53705,1.04,1.49,2.353,7.973,2.713,0.259,14,3.539,False
HD 53705_60,HD 53705,1.04,1.49,1.459,5.346,1.947,0.526,27,1.728,False
HD 53705_61,HD 53705,1.04,1.49,3.13,12.99,2.506,0.143,36,5.43,False
HD 53705_65,HD 53705,1.04,1.49,2.741,10.71,2.589,0.444,21,4.45,False
HD 53705_66,HD 53705,1.04,1.49,1.591,11.25,3.342,0.097,18,1.968,True
HD 53705_71,HD 53705,1.04,1.49,1.453,5.454,2.675,0.322,18,1.717,True
HD 53705_72,HD 53705,1.04,1.49,1.43,1.324,0.903,0.286,3,1.677,True
HD 53705_83,HD 53705,1.04,1.49,0.902,4.406,2.058,0.354,9,0.84,False
HD 53705_9,HD 53705,1.04,1.49,3.079,5.566,2.355,0.222,36,5.298,False
HD 55575_10,HD 55575,1.14,1.463,1.097,3.245,1.436,0.157,8,1.076,True
HD 55575_11,HD 55575,1.14,1.463,1.353,2.681,1.023,0.15,1,1.474,True
HD 55575_18,HD 55575,1.14,1.463,0.929,13.43,2.463,0.12,4,0.839,False
HD 55575_23,HD 55575,1.14,1.463,1.661,11.55,2.592,0.335,32,2.005,False
HD 55575_24,HD 55575,1.14,1.463,1.449,2.367,1.089,0.058,21,1.634,True
HD 55575_31,HD 55575,1.14,1.463,2.449,2.564,1.424,0.419,4,3.589,False
HD 55575_34,HD 55575,1.14,1.463,3.059,13.91,2.763,0.4,3,5.011,False
HD 55575_35,HD 55575,1.14,1.463,0.954,10.68,2.679,0.317,10,0.873,False
HD 55575_37,HD 55575,1.14,1.463,3.825,8.614,2.443,0.559,23,7.006,False
HD 55575_43,HD 55575,1.14,1.463,2.179,11.58,2.43,0.246,18,3.013,False
HD 55575_46,HD 55575,1.14,1.463,0.843,13.17,2.984,0.336,15,0.725,False
HD 55575_47,HD 55575,1.14,1.463,1.371,3.636,1.904,0.14,28,1.504,True
HD 55575_5,HD 55575,1.14,1.463,1.475,14.69,2.696,0.616,18,1.678,False
HD 55575_52,HD 55575,1.14,1.463,4.414,9.262,2.414,0.144,15,8.686,False
HD 55575_56,HD 55575,1.14,1.463,4.232,8.043,1.971,0.475,24,8.154,False
HD 55575_57,HD 55575,1.14,1.463,2.39,8.991,2.134,0.236,18,3.461,False
HD 55575_58,HD 55575,1.14,1.463,1.834,11.01,2.815,0.18,20,2.326,False
HD 55575_59,HD 55575,1.14,1.463,2.246,18.3,2.884,0.122,16,3.153,False
HD 55575_6,HD 55575,1.14,1.463,1.358,1.785,1.169,0.249,13,1.482,True
HD 55575_68,HD 55575,1.14,1.463,2.649,6.737,2.168,0.243,3,4.038,False
HD 55575_7,HD 55575,1.14,1.463,1.73,3.926,1.533,0.279,17,2.131,False
HD 55575_76,HD 55575,1.14,1.463,3.494,3.821,1.447,0.32,1,6.117,False
HD 55575_81,HD 55575,1.14,1.463,1.83,13.86,2.928,0.085,19,2.319,True
HD 55575_84,HD 55575,1.14,1.463,1.14,1.891,1.312,0.19,9,1.14,True
HD 55575_9,HD 55575,1.14,1.463,5.479,5.325,2.773,0.573,28,12.012,False
HD 58855_15,HD 58855,1.16,2.445,1.831,0.677,0.992,0.342,1,2.3,True
HD 58855_18,HD 58855,1.16,2.445,2.063,3.131,1.865,0.066,19,2.751,True
HD 58855_19,HD 58855,1.16,2.445,3.099,6.104,2.58,0.135,28,5.065,False
HD 58855_23,HD 58855,1.16,2.445,2.537,2.213,1.197,0.262,5,3.752,False
HD 58855_28,HD 58855,1.16,2.445,1.524,10.2,2.717,0.54,14,1.747,False
HD 58855_32,HD 58855,1.16,2.445,2.189,0.714,0.878,0.325,1,3.007,False
HD 58855_35,HD 58855,1.16,2.445,1.388,4.792,1.868,0.592,19,1.518,False
HD 58855_40,HD 58855,1.16,2.445,1.078,3.753,1.885,0.407,9,1.039,False
HD 58855_41,HD 58855,1.16,2.445,1.18,3.599,1.691,0.48,7,1.19,False
HD 58855_59,HD 58855,1.16,2.445,2.146,1.103,0.934,0.029,13,2.919,True
HD 58855_64,HD 58855,1.16,2.445,3.187,11.46,2.985,0.308,36,5.283,False
HD 58855_72,HD 58855,1.16,2.445,1.842,1.613,1.159,0.474,4,2.321,False
HD 65907 A_10,HD 65907 A,1.11,1.29,1.968,0.957,0.883,0.523,7,2.62,False
HD 65907 A_12,HD 65907 A,1.11,1.29,1.957,5.524,1.785,0.498,23,2.599,False
HD 65907 A_13,HD 65907 A,1.11,1.29,0.712,26.31,2.963,0.731,9,0.57,False
HD 65907 A_14,HD 65907 A,1.11,1.29,1.775,11.41,3.004,0.059,18,2.245,True
HD 65907 A_22,HD 65907 A,1.11,1.29,2.004,10.94,3.105,0.356,36,2.693,False
HD 65907 A_35,HD 65907 A,1.11,1.29,1.754,2.975,1.445,0.103,19,2.205,True
HD 65907 A_37,HD 65907 A,1.11,1.29,1.898,9.661,2.632,0.327,36,2.482,False
HD 65907 A_40,HD 65907 A,1.11,1.29,4.507,15.49,3.231,0.141,15,9.082,False
HD 65907 A_42,HD 65907 A,1.11,1.29,2.171,3.892,1.659,0.364,13,3.036,False
HD 65907 A_45,HD 65907 A,1.11,1.29,4.556,11.3,1.941,0.392,8,9.23,False
HD 65907 A_46,HD 65907 A,1.11,1.29,1.669,0.24,0.856,0.15,12,2.047,True
HD 65907 A_49,HD 65907 A,1.11,1.29,4.401,10.4,2.683,0.149,15,8.763,False
HD 65907 A_51,HD 65907 A,1.11,1.29,1.564,1.839,1.047,0.219,16,1.856,True
HD 65907 A_53,HD 65907 A,1.11,1.29,3.977,3.175,1.743,0.035,21,7.528,False
HD 65907 A_59,HD 65907 A,1.11,1.29,0.893,4.5,2.478,0.435,20,0.801,False
HD 65907 A_64,HD 65907 A,1.11,1.29,2.48,1.85,1.056,0.315,9,3.707,False
HD 65907 A_74,HD 65907 A,1.11,1.29,3.69,5.268,1.614,0.029,6,6.728,False
HD 65907 A_75,HD 65907 A,1.11,1.29,2.309,0.788,1.01,0.429,1,3.33,False
HD 65907 A_76,HD 65907 A,1.11,1.29,1.178,3.769,1.122,0.528,9,1.214,False
HD 65907 A_78,HD 65907 A,1.11,1.29,2.831,9.209,2.114,0.095,30,4.521,False
HD 65907 A_81,HD 65907 A,1.11,1.29,1.446,8.114,2.394,0.4,30,1.65,False
HD 65907 A_91,HD 65907 A,1.11,1.29,2.092,0.955,0.944,0.136,1,2.872,False
HD 693_12,HD 693,1.18,2.997,1.597,1.6,1.041,0.246,10,1.858,False
HD 693_18,HD 693,1.18,2.997,8.294,5.008,1.814,0.773,6,21.989,False
HD 693_2,HD 693,1.18,2.997,1.156,4.851,2.181,0.055,6,1.144,False
HD 693_23,HD 693,1.18,2.997,1.666,0.288,0.916,0.467,2,1.98,False
HD 693_31,HD 693,1.18,2.997,2.138,2.109,1.527,0.13,26,2.878,True
HD 693_37,HD 693,1.18,2.997,1.645,7.422,2.279,0.186,24,1.942,True
HD 693_38,HD 693,1.18,2.997,1.205,5.321,2.276,0.079,4,1.218,False
HD 693_43,HD 693,1.18,2.997,2.087,4.575,1.867,0.249,7,2.776,True
HD 693_44,HD 693,1.18,2.997,2.546,6.603,2.332,0.146,32,3.74,True
HD 693_50,HD 693,1.18,2.997,1.959,2.215,1.187,0.17,14,2.524,True
HD 693_52,HD 693,1.18,2.997,2.806,0.716,0.922,0.387,7,4.327,False
HD 693_54,HD 693,1.18,2.997,3.31,6.383,2.455,0.11,36,5.544,False
HD 693_57,HD 693,1.18,2.997,1.649,5.741,2.13,0.24,36,1.949,False
HD 693_61,HD 693,1.18,2.997,2.642,1.795,1.517,0.53,1,3.953,False
HD 693_63,HD 693,1.18,2.997,2.49,6.615,2.485,0.23,31,3.617,False
HD 693_68,HD 693,1.18,2.997,1.426,1.252,1.205,0.548,10,1.568,False
HD 693_70,HD 693,1.18,2.997,1.647,2.225,1.287,0.092,22,1.946,True
HD 69897_15,HD 69897,1.25,2.425,4.007,2.059,1.552,0.419,9,7.174,False
HD 69897_16,HD 69897,1.25,2.425,2.117,1.436,1.405,0.479,10,2.755,False
HD 69897_2,HD 69897,1.25,2.425,2.333,18.05,3.008,0.211,21,3.187,False
HD 69897_26,HD 69897,1.25,2.425,1.082,0.29,0.915,0.368,6,1.007,False
HD 69897_32,HD 69897,1.25,2.425,2.599,7.522,2.401,0.34,15,3.748,False
HD 69897_40,HD 69897,1.25,2.425,1.092,0.771,0.848,0.454,10,1.021,False
HD 69897_42,HD 69897,1.25,2.425,1.196,3.141,1.438,0.516,10,1.17,False
HD 69897_44,HD 69897,1.25,2.425,2.434,3.546,1.813,0.546,26,3.396,False
HD 69897_52,HD 69897,1.25,2.425,2.388,2.819,1.452,0.109,3,3.301,True
HD 69897_59,HD 69897,1.25,2.425,1.489,6.15,2.024,0.179,15,1.625,True
HD 69897_63,HD 69897,1.25,2.425,1.496,12.34,2.597,0.36,16,1.637,False
HD 69897_65,HD 69897,1.25,2.425,2.725,7.543,2.242,0.205,9,4.023,False
HD 69897_67,HD 69897,1.25,2.425,2.794,4.304,1.916,0.219,3,4.177,False
HD 69897_73,HD 69897,1.25,2.425,2.242,7.502,2.775,0.601,22,3.003,False
HD 69897_76,HD 69897,1.25,2.425,3.744,10.07,3.122,0.325,33,6.48,False
HD 69897_79,HD 69897,1.25,2.425,1.387,3.337,1.692,0.362,9,1.461,False
HD 69897_80,HD 69897,1.25,2.425,2.907,2.081,1.286,0.344,1,4.433,False
HD 72905_14,HD 72905,1.08,0.973,2.58,7.26,2.707,0.328,25,3.988,False
HD 72905_24,HD 72905,1.08,0.973,2.042,9.272,2.637,0.388,32,2.808,False
HD 72905_28,HD 72905,1.08,0.973,1.582,0.118,0.636,0.23,1,1.915,False
HD 72905_29,HD 72905,1.08,0.973,1.228,0.168,0.694,0.198,9,1.309,True
HD 72905_30,HD 72905,1.08,0.973,1.41,0.516,0.799,0.347,4,1.611,False
HD 72905_39,HD 72905,1.08,0.973,2.803,6.054,2.637,0.252,20,4.516,False
HD 72905_4,HD 72905,1.08,0.973,0.926,0.581,0.827,0.364,10,0.857,False
HD 72905_43,HD 72905,1.08,0.973,2.773,4.055,1.615,0.051,13,4.443,False
HD 72905_5,HD 72905,1.08,0.973,3.605,19.36,3.312,0.128,27,6.586,False
HD 72905_50,HD 72905,1.08,0.973,1.912,6.685,3.148,0.441,25,2.544,False
HD 72905_51,HD 72905,1.08,0.973,3.498,9.21,3.13,0.362,11,6.295,False
HD 72905_54,HD 72905,1.08,0.973,2.915,2.974,1.031,0.359,5,4.789,False
HD 72905_57,HD 72905,1.08,0.973,1.362,6.795,2.125,0.438,23,1.53,False
HD 72905_6,HD 72905,1.08,0.973,4.093,20.86,3.118,0.251,36,7.968,False
HD 72905_60,HD 72905,1.08,0.973,2.402,0.102,0.78,0.518,7,3.582,False
HD 72905_62,HD 72905,1.08,0.973,2.156,1.978,1.07,0.405,11,3.046,False
HD 72905_63,HD 72905,1.08,0.973,4.133,6.186,2.897,0.268,36,8.085,False
HD 72905_64,HD 72905,1.08,0.973,2.004,13.98,3.035,0.069,24,2.73,False
HD 72905_69,HD 72905,1.08,0.973,4.801,6.263,1.921,0.474,28,10.122,False
HD 72905_7,HD 72905,1.08,0.973,2.29,3.6,1.661,0.385,36,3.335,False
HD 7570_1,HD 7570,1.14,2.004,7.387,11.21,3.254,0.199,21,18.804,False
HD 7570_10,HD 7570,1.14,2.004,0.984,12.05,2.442,0.436,14,0.914,False
HD 7570_16,HD 7570,1.14,2.004,1.854,12.7,2.638,0.315,36,2.364,True
HD 7570_19,HD 7570,1.14,2.004,6.401,12.36,2.076,0.408,33,15.168,False
HD 7570_24,HD 7570,1.14,2.004,0.986,30.35,3.203,0.381,11,0.917,False
HD 7570_25,HD 7570,1.14,2.004,2.254,0.464,0.985,0.352,5,3.169,False
HD 7570_26,HD 7570,1.14,2.004,1.168,0.366,0.787,0.456,6,1.182,False
HD 7570_27,HD 7570,1.14,2.004,0.896,0.353,0.717,0.359,9,0.794,False
HD 7570_29,HD 7570,1.14,2.004,3.103,2.451,1.55,0.292,15,5.119,False
HD 7570_30,HD 7570,1.14,2.004,0.929,15.52,3.22,0.304,10,0.839,False
HD 7570_33,HD 7570,1.14,2.004,2.153,6.313,2.358,0.381,36,2.959,False
HD 7570_37,HD 7570,1.14,2.004,2.501,13.77,2.877,0.102,15,3.704,False
HD 7570_47,HD 7570,1.14,2.004,1.298,0.512,0.663,0.447,7,1.385,False
HD 7570_52,HD 7570,1.14,2.004,1.364,0.216,0.905,0.391,3,1.492,False
HD 7570_57,HD 7570,1.14,2.004,0.771,0.36,0.596,0.436,4,0.634,False
HD 7570_58,HD 7570,1.14,2.004,2.991,13.23,2.596,0.194,36,4.845,False
HD 7570_59,HD 7570,1.14,2.004,3.517,1.478,1.067,0.507,7,6.177,False
HD 7570_63,HD 7570,1.14,2.004,1.58,5.721,2.3,0.321,11,1.86,True
HD 7570_65,HD 7570,1.14,2.004,1.153,4.133,1.879,0.359,8,1.16,False
HD 7570_70,HD 7570,1.14,2.004,3.286,1.78,1.023,0.517,9,5.579,False
HD 82885 A_12,HD 82885 A,0.94,0.784,1.688,6.657,2.285,0.422,28,2.262,False
HD 82885 A_15,HD 82885 A,0.94,0.784,2.549,9.863,2.379,0.315,29,4.198,False
HD 82885 A_16,HD 82885 A,0.94,0.784,1.786,16.45,3.259,0.169,33,2.462,False
HD 82885 A_34,HD 82885 A,0.94,0.784,2.251,13.02,2.635,0.421,36,3.483,False
HD 82885 A_36,HD 82885 A,0.94,0.784,2.507,2.195,1.276,0.223,8,4.094,False
HD 82885 A_39,HD 82885 A,0.94,0.784,0.689,1.133,1.169,0.13,9,0.59,False
HD 82885 A_44,HD 82885 A,0.94,0.784,3.569,4.467,1.767,0.314,8,6.954,False
HD 82885 A_46,HD 82885 A,0.94,0.784,5.683,6.617,2.557,0.168,1,13.973,False
HD 82885 A_54,HD 82885 A,0.94,0.784,1.46,2.769,1.364,0.155,14,1.82,False
HD 82885 A_58,HD 82885 A,0.94,0.784,2.679,2.658,1.344,0.385,26,4.523,False
HD 82885 A_6,HD 82885 A,0.94,0.784,1.522,1.016,1.101,0.169,9,1.937,False
HD 82885 A_60,HD 82885 A,0.94,0.784,0.87,0.201,0.541,0.076,9,0.837,True
HD 82885 A_61,HD 82885 A,0.94,0.784,2.579,8.207,2.268,0.094,3,4.272,False
HD 82885 A_64,HD 82885 A,0.94,0.784,2.851,16.98,3.185,0.628,8,4.965,False
HD 82885 A_73,HD 82885 A,0.94,0.784,0.753,0.279,0.556,0.272,6,0.674,False
HD 82885 A_76,HD 82885 A,0.94,0.784,1.185,1.312,0.994,0.415,11,1.33,False
HD 82885 A_83,HD 82885 A,0.94,0.784,1.855,0.386,0.919,0.446,9,2.606,False
HD 84117_1,HD 84117,1.14,1.977,2.071,2.561,1.491,0.063,26,2.791,True
HD 84117_10,HD 84117,1.14,1.977,2.036,1.095,1.201,0.016,16,2.721,True
HD 84117_14,HD 84117,1.14,1.977,1.341,7.051,2.428,0.498,26,1.454,False
HD 84117_23,HD 84117,1.14,1.977,2.179,9.241,3.141,0.517,25,3.013,False
HD 84117_27,HD 84117,1.14,1.977,4.486,7.158,1.761,0.481,15,8.899,False
HD 84117_29,HD 84117,1.14,1.977,2.917,7.14,3.01,0.272,6,4.666,False
HD 84117_3,HD 84117,1.14,1.977,1.329,0.094,0.554,0.808,1,1.435,False
HD 84117_31,HD 84117,1.14,1.977,1.634,3.193,1.756,0.359,18,1.956,False
HD 84117_34,HD 84117,1.14,1.977,2.291,0.376,0.937,0.304,8,3.248,False
HD 84117_37,HD 84117,1.14,1.977,1.701,5.003,1.451,0.345,1,2.078,True
HD 84117_4,HD 84117,1.14,1.977,2.854,1.305,1.137,0.409,15,4.516,False
HD 84117_40,HD 84117,1.14,1.977,3.983,13.79,2.706,0.288,36,7.445,False
HD 84117_42,HD 84117,1.14,1.977,2.699,7.616,2.68,0.162,36,4.153,False
HD 84117_44,HD 84117,1.14,1.977,0.989,8.805,2.555,0.355,16,0.921,False
HD 84117_52,HD 84117,1.14,1.977,1.123,0.876,1.156,0.3,15,1.115,False
HD 84117_56,HD 84117,1.14,1.977,1.881,1.303,1.228,0.251,13,2.416,True
HD 84117_59,HD 84117,1.14,1.977,1.246,6.382,2.288,0.254,23,1.303,False
HD 84117_65,HD 84117,1.14,1.977,0.931,7.403,2.674,0.505,11,0.841,False
HD 84117_7,HD 84117,1.14,1.977,2.013,1.783,1.295,0.272,2,2.675,False
HD 84737_13,HD 84737,1.08,2.795,2.922,1.595,1.248,0.478,11,4.806,False
HD 84737_61,HD 84737,1.08,2.795,4.541,9.974,2.931,0.11,36,9.311,False
HD 84737_65,HD 84737,1.08,2.795,1.063,13.6,3.107,0.692,24,1.055,False
HD 84737_66,HD 84737,1.08,2.795,1.423,5.77,2.521,0.325,25,1.633,False
HD 84737_67,HD 84737,1.08,2.795,1.253,17.66,3.387,0.272,23,1.35,False
HD 84737_69,HD 84737,1.08,2.795,3.901,5.897,2.186,0.212,1,7.414,False
HD 84737_76,HD 84737,1.08,2.795,2.41,1.296,1.044,0.172,18,3.6,True
HD 84737_81,HD 84737,1.08,2.795,8.521,11.42,2.984,0.331,30,23.934,False
HD 84737_85,HD 84737,1.08,2.795,1.35,5.755,2.107,0.142,7,1.509,False
HD 84737_88,HD 84737,1.08,2.795,4.091,15.2,2.983,0.746,10,7.962,False
HD 86728 A_15,HD 86728 A,1.0,1.378,2.353,8.028,2.556,0.432,15,3.609,False
HD 86728 A_16,HD 86728 A,1.0,1.378,7.376,5.325,2.359,0.353,33,20.032,False
HD 86728 A_18,HD 86728 A,1.0,1.378,1.901,8.717,2.362,0.279,36,2.621,False
HD 86728 A_2,HD 86728 A,1.0,1.378,1.719,21.63,2.579,0.032,36,2.254,True
HD 86728 A_20,HD 86728 A,1.0,1.378,0.73,7.822,1.788,0.627,13,0.624,False
HD 86728 A_21,HD 86728 A,1.0,1.378,4.763,1.42,1.117,0.73,6,10.395,False
HD 86728 A_22,HD 86728 A,1.0,1.378,1.531,1.55,1.133,0.561,5,1.894,False
HD 86728 A_23,HD 86728 A,1.0,1.378,1.215,3.813,1.683,0.072,36,1.339,True
HD 86728 A_3,HD 86728 A,1.0,1.378,0.689,4.13,1.442,0.402,7,0.572,False
HD 86728 A_4,HD 86728 A,1.0,1.378,3.143,8.21,2.223,0.164,10,5.572,False
HD 86728 A_40,HD 86728 A,1.0,1.378,1.364,2.82,1.572,0.077,36,1.593,True
HD 86728 A_41,HD 86728 A,1.0,1.378,1.768,0.764,0.919,0.431,11,2.351,False
HD 86728 A_45,HD 86728 A,1.0,1.378,5.999,4.576,1.949,0.691,21,14.693,False
HD 86728 A_47,HD 86728 A,1.0,1.378,1.035,0.229,0.685,0.348,6,1.053,False
HD 86728 A_48,HD 86728 A,1.0,1.378,4.257,17.96,2.935,0.292,33,8.783,False
HD 86728 A_56,HD 86728 A,1.0,1.378,2.514,3.93,1.494,0.072,28,3.986,False
HD 86728 A_6,HD 86728 A,1.0,1.378,2.439,1.38,1.03,0.392,2,3.809,False
HD 86728 A_7,HD 86728 A,1.0,1.378,9.277,11.04,2.976,0.45,6,28.256,False
HD 86728 A_75,HD 86728 A,1.0,1.378,5.09,13.82,2.915,0.128,21,11.484,False
HD 86728 A_78,HD 86728 A,1.0,1.378,0.913,13.28,2.94,0.341,18,0.872,False
HD 86728 A_8,HD 86728 A,1.0,1.378,6.476,11.53,2.684,0.167,30,16.48,False
HD 86728 A_9,HD 86728 A,1.0,1.378,2.169,8.023,2.397,0.114,23,3.194,False
HD 88230_14,HD 88230,0.63,0.103,4.632,7.22,2.159,0.37,10,12.56,False
HD 88230_16,HD 88230,0.63,0.103,1.436,2.774,1.645,0.245,32,2.168,False
HD 88230_18,HD 88230,0.63,0.103,2.448,1.31,1.353,0.135,6,4.826,False
HD 88230_20,HD 88230,0.63,0.103,0.434,7.11,1.846,0.53,11,0.36,False
HD 88230_22,HD 88230,0.63,0.103,0.477,0.534,0.878,0.28,16,0.415,False
HD 88230_23,HD 88230,0.63,0.103,0.373,0.393,0.944,0.318,21,0.287,True
HD 88230_25,HD 88230,0.63,0.103,1.299,3.063,1.54,0.452,34,1.865,False
HD 88230_27,HD 88230,0.63,0.103,3.875,16.8,3.303,0.109,36,9.61,False
HD 88230_29,HD 88230,0.63,0.103,1.934,19.62,3.235,0.357,25,3.389,False
HD 88230_3,HD 88230,0.63,0.103,4.997,33.43,3.34,0.191,36,14.073,False
HD 88230_38,HD 88230,0.63,0.103,0.321,0.298,0.662,0.424,21,0.229,False
HD 88230_39,HD 88230,0.63,0.103,0.99,4.246,1.418,0.544,7,1.241,False
HD 88230_41,HD 88230,0.63,0.103,5.81,5.763,2.434,0.637,6,17.644,False
HD 88230_42,HD 88230,0.63,0.103,1.338,1.481,0.99,0.516,14,1.95,False
HD 88230_43,HD 88230,0.63,0.103,0.908,0.883,1.029,0.237,26,1.09,False
HD 88230_45,HD 88230,0.63,0.103,0.414,19.72,3.083,0.538,24,0.336,False
HD 88230_46,HD 88230,0.63,0.103,1.0,4.294,1.602,0.395,36,1.26,False
HD 88230_49,HD 88230,0.63,0.103,1.464,0.061,0.5,0.515,3,2.232,False
HD 88230_5,HD 88230,0.63,0.103,1.984,2.373,1.431,0.24,21,3.521,False
HD 88230_53,HD 88230,0.63,0.103,0.544,6.04,2.047,0.542,16,0.506,False
HD 88230_56,HD 88230,0.63,0.103,0.848,0.161,0.596,0.147,22,0.984,False
HD 88230_57,HD 88230,0.63,0.103,0.899,4.685,1.782,0.199,28,1.074,False
HD 88230_60,HD 88230,0.63,0.103,1.748,2.312,1.294,0.299,22,2.912,False
HD 88230_61,HD 88230,0.63,0.103,4.113,6.323,2.412,0.363,36,10.509,False
HD 88230_65,HD 88230,0.63,0.103,1.444,4.429,1.483,0.866,7,2.186,False
HD 88230_67,HD 88230,0.63,0.103,0.375,12.42,3.327,0.251,15,0.289,True
HD 88230_68,HD 88230,0.63,0.103,0.678,3.716,2.383,0.356,36,0.703,False
HD 88230_7,HD 88230,0.63,0.103,0.436,13.95,2.925,0.134,10,0.363,True
HD 88230_71,HD 88230,0.63,0.103,1.551,5.855,2.648,0.178,36,2.434,False
HD 88230_72,HD 88230,0.63,0.103,2.441,7.421,1.915,0.179,6,4.805,False
HD 88230_77,HD 88230,0.63,0.103,2.307,7.381,1.614,0.263,3,4.415,False
HD 88230_78,HD 88230,0.63,0.103,2.149,9.098,2.36,0.022,6,3.969,False
HD 88230_8,HD 88230,0.63,0.103,5.617,5.547,1.93,0.148,10,16.772,False
HD 88230_9,HD 88230,0.63,0.103,0.584,0.824,0.795,0.684,13,0.562,False
HD 90839_0,HD 90839,1.18,1.605,0.914,0.308,0.652,0.505,27,0.804,False
HD 90839_13,HD 90839,1.18,1.605,1.722,0.538,0.722,0.453,4,2.08,False
HD 90839_16,HD 90839,1.18,1.605,5.027,13.79,3.06,0.34,21,10.376,False
HD 90839_22,HD 90839,1.18,1.605,2.53,4.735,1.893,0.47,9,3.705,False
HD 90839_23,HD 90839,1.18,1.605,1.572,0.296,0.64,0.36,9,1.814,True
HD 90839_27,HD 90839,1.18,1.605,1.022,0.622,0.564,0.141,13,0.951,False
HD 90839_29,HD 90839,1.18,1.605,2.565,1.04,1.115,0.313,22,3.782,False
HD 90839_30,HD 90839,1.18,1.605,0.475,0.905,1.065,0.776,9,0.301,False
HD 90839_4,HD 90839,1.18,1.605,0.898,19.37,3.378,0.267,12,0.783,False
HD 90839_40,HD 90839,1.18,1.605,1.051,1.531,0.967,0.343,16,0.992,False
HD 90839_42,HD 90839,1.18,1.605,1.915,2.248,1.308,0.097,11,2.44,True
HD 90839_46,HD 90839,1.18,1.605,4.458,8.752,2.385,0.326,22,8.665,False
HD 90839_47,HD 90839,1.18,1.605,5.404,12.1,2.728,0.789,29,11.565,False
HD 90839_51,HD 90839,1.18,1.605,1.398,8.557,2.641,0.077,36,1.522,True
HD 90839_52,HD 90839,1.18,1.605,1.068,4.207,1.04,0.119,6,1.016,False
HD 90839_53,HD 90839,1.18,1.605,2.5,6.809,2.659,0.271,10,3.639,False
HD 90839_6,HD 90839,1.18,1.605,2.379,8.646,2.751,0.286,36,3.378,False
HD 90839_68,HD 90839,1.18,1.605,1.304,0.098,0.552,0.215,8,1.371,True
HD 90839_73,HD 90839,1.18,1.605,2.59,1.931,1.027,0.085,7,3.837,False
HD 90839_75,HD 90839,1.18,1.605,2.601,0.528,1.038,0.293,1,3.862,False
HD 90839_76,HD 90839,1.18,1.605,2.69,13.58,3.272,0.418,36,4.062,False
HD 90839_8,HD 90839,1.18,1.605,2.279,6.477,2.379,0.218,26,3.167,False
HD 95128_13,HD 95128,1.07,1.577,8.882,18.11,3.249,0.341,33,25.59,False
HD 95128_17,HD 95128,1.07,1.577,1.889,4.435,1.737,0.294,35,2.51,False
HD 95128_2,HD 95128,1.07,1.577,2.345,2.597,1.599,0.3,15,3.472,False
HD 95128_24,HD 95128,1.07,1.577,1.188,0.079,0.726,0.281,4,1.252,False
HD 95128_26,HD 95128,1.07,1.577,2.016,6.725,2.588,0.361,29,2.767,False
HD 95128_31,HD 95128,1.07,1.577,3.513,11.15,2.165,0.414,15,6.365,False
HD 95128_32,HD 95128,1.07,1.577,2.604,4.083,1.982,0.301,21,4.062,False
HD 95128_35,HD 95128,1.07,1.577,2.125,2.256,1.266,0.505,21,2.995,False
HD 95128_36,HD 95128,1.07,1.577,1.647,0.108,0.773,0.435,3,2.043,False
HD 95128_37,HD 95128,1.07,1.577,2.197,1.947,1.04,0.374,21,3.148,False
HD 95128_38,HD 95128,1.07,1.577,1.478,1.027,0.856,0.171,8,1.737,True
HD 95128_40,HD 95128,1.07,1.577,0.889,2.719,1.3,0.385,4,0.81,False
HD 95128_53,HD 95128,1.07,1.577,1.004,13.78,3.357,0.525,23,0.973,False
HD 95128_54,HD 95128,1.07,1.577,1.014,0.256,0.666,0.362,10,0.987,False
HD 95128_55,HD 95128,1.07,1.577,3.354,4.153,2.127,0.097,18,5.938,False
HD 95128_58,HD 95128,1.07,1.577,0.919,6.226,2.335,0.182,10,0.852,False
HD 95128_6,HD 95128,1.07,1.577,1.414,3.362,1.847,0.21,22,1.625,True
HD 95128_60,HD 95128,1.07,1.577,0.972,0.157,0.783,0.341,8,0.926,False
HD 95128_61,HD 95128,1.07,1.577,2.791,3.859,1.617,0.426,21,4.508,False
HD 95128_68,HD 95128,1.07,1.577,0.856,5.248,1.72,0.562,15,0.766,False
HD 95128_71,HD 95128,1.07,1.577,4.206,10.56,2.649,0.028,21,8.339,False
HD 95128_74,HD 95128,1.07,1.577,0.571,3.179,1.316,0.583,13,0.417,False
HD 95128_78,HD 95128,1.07,1.577,3.382,6.647,3.077,0.446,36,6.013,False
HD 95128_81,HD 95128,1.07,1.577,1.333,11.31,2.954,0.306,36,1.488,False
HD 95128_85,HD 95128,1.07,1.577,1.054,1.305,0.989,0.274,8,1.046,False
HD 95128_88,HD 95128,1.07,1.577,0.914,0.289,0.875,0.318,29,0.845,False
HD 95128_9,HD 95128,1.07,1.577,1.478,2.299,1.336,0.577,18,1.737,False
