PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 3651 A_37,HD 3651 A,0.86,0.532,1.414,3.242,1.155,0.438,2,1.813,False
HD 3651 A_41,HD 3651 A,0.86,0.532,1.245,0.379,0.859,0.305,13,1.498,False
HD 3651 A_42,HD 3651 A,0.86,0.532,4.556,9.066,2.817,0.222,15,10.486,False
HD 3651 A_43,HD 3651 A,0.86,0.532,1.19,1.692,1.118,0.754,7,1.4,False
HD 3651 A_45,HD 3651 A,0.86,0.532,2.339,6.295,2.861,0.211,30,3.857,False
HD 3651 A_46,HD 3651 A,0.86,0.532,1.346,4.815,1.927,0.069,11,1.684,False
HD 3651 A_48,HD 3651 A,0.86,0.532,1.842,1.446,1.3,0.499,10,2.696,False
HD 3651 A_55,HD 3651 A,0.86,0.532,0.561,3.313,1.371,0.606,14,0.453,False
HD 3651 A_58,HD 3651 A,0.86,0.532,0.467,0.517,0.954,0.447,6,0.344,False
HD 3651 A_6,HD 3651 A,0.86,0.532,3.206,10.15,3.141,0.584,30,6.19,False
HD 3651 A_60,HD 3651 A,0.86,0.532,1.077,2.538,1.323,0.608,9,1.205,False
HD 3651 A_62,HD 3651 A,0.86,0.532,1.139,11.01,2.618,0.499,25,1.311,False
HD 3651 A_65,HD 3651 A,0.86,0.532,3.469,6.773,2.306,0.092,36,6.967,False
HD 3651 A_67,HD 3651 A,0.86,0.532,0.787,2.383,1.338,0.356,12,0.753,False
HD 3651 A_7,HD 3651 A,0.86,0.532,1.436,0.39,0.904,0.172,11,1.856,False
HD 3651 A_72,HD 3651 A,0.86,0.532,1.397,9.692,2.67,0.432,26,1.781,False
HD 3651 A_75,HD 3651 A,0.86,0.532,3.386,18.1,3.221,0.386,36,6.719,False
HD 3651 A_77,HD 3651 A,0.86,0.532,2.275,0.839,1.142,0.255,3,3.7,False
HD 3651 A_78,HD 3651 A,0.86,0.532,1.011,0.336,0.824,0.079,10,1.096,True
HD 37394_10,HD 37394,0.88,0.478,1.512,0.211,0.707,0.304,4,1.982,False
HD 37394_11,HD 37394,0.88,0.478,3.389,2.358,1.312,0.135,6,6.651,False
HD 37394_12,HD 37394,0.88,0.478,0.635,0.285,0.597,0.583,16,0.539,False
HD 37394_13,HD 37394,0.88,0.478,0.677,11.78,2.452,0.477,6,0.594,False
HD 37394_19,HD 37394,0.88,0.478,0.702,5.868,1.968,0.474,13,0.627,False
HD 37394_2,HD 37394,0.88,0.478,1.563,0.842,1.157,0.402,17,2.083,False
HD 37394_22,HD 37394,0.88,0.478,0.966,0.636,0.788,0.218,8,1.012,True
HD 37394_25,HD 37394,0.88,0.478,1.065,15.83,3.192,0.194,23,1.172,False
HD 37394_3,HD 37394,0.88,0.478,1.511,5.715,2.059,0.45,36,1.98,False
HD 37394_33,HD 37394,0.88,0.478,4.796,8.615,2.986,0.377,21,11.196,False
HD 37394_41,HD 37394,0.88,0.478,1.192,5.177,1.574,0.294,20,1.387,False
HD 37394_47,HD 37394,0.88,0.478,6.007,9.457,2.445,0.1,28,15.694,False
HD 37394_48,HD 37394,0.88,0.478,1.923,9.198,2.756,0.168,29,2.843,False
HD 37394_51,HD 37394,0.88,0.478,1.219,1.126,1.122,0.199,13,1.435,False
HD 37394_52,HD 37394,0.88,0.478,3.68,1.367,1.243,0.322,18,7.525,False
HD 37394_53,HD 37394,0.88,0.478,1.931,5.836,1.775,0.16,28,2.86,False
HD 37394_55,HD 37394,0.88,0.478,3.192,9.471,2.587,0.294,36,6.079,False
HD 37394_56,HD 37394,0.88,0.478,3.003,7.811,2.786,0.448,36,5.547,False
HD 37394_60,HD 37394,0.88,0.478,1.114,1.843,1.097,0.364,7,1.253,False
HD 37394_66,HD 37394,0.88,0.478,1.31,0.321,0.531,0.418,8,1.598,False
HD 37394_69,HD 37394,0.88,0.478,2.974,6.275,2.63,0.13,3,5.467,False
HD 37394_72,HD 37394,0.88,0.478,1.706,2.968,1.866,0.184,8,2.375,False
HD 37394_73,HD 37394,0.88,0.478,1.826,13.48,2.958,0.507,33,2.63,False
HD 37394_75,HD 37394,0.88,0.478,2.763,9.918,2.441,0.253,36,4.896,False
HD 37394_76,HD 37394,0.88,0.478,0.703,0.357,0.679,0.526,4,0.628,False
HD 37394_82,HD 37394,0.88,0.478,1.101,8.981,2.518,0.248,12,1.232,False
HD 37394_89,HD 37394,0.88,0.478,1.598,6.533,2.727,0.294,36,2.153,False
HD 38392_0,HD 38392,0.81,0.28,0.951,0.385,0.964,0.406,24,1.03,False
HD 38392_1,HD 38392,0.81,0.28,6.497,10.39,2.919,0.351,36,18.4,False
HD 38392_11,HD 38392,0.81,0.28,1.646,3.995,1.695,0.319,11,2.346,False
HD 38392_12,HD 38392,0.81,0.28,2.093,10.28,2.649,0.234,36,3.364,False
HD 38392_18,HD 38392,0.81,0.28,1.909,1.96,1.246,0.196,20,2.931,False
HD 38392_19,HD 38392,0.81,0.28,3.374,0.348,1.096,0.447,12,6.886,False
HD 38392_2,HD 38392,0.81,0.28,0.752,1.035,0.943,0.025,20,0.725,True
HD 38392_20,HD 38392,0.81,0.28,1.003,14.73,3.124,0.124,36,1.116,False
HD 38392_23,HD 38392,0.81,0.28,0.771,6.355,1.714,0.211,21,0.752,True
HD 38392_25,HD 38392,0.81,0.28,6.03,8.143,2.888,0.171,36,16.453,False
HD 38392_26,HD 38392,0.81,0.28,1.141,0.4,0.725,0.087,7,1.354,False
HD 38392_29,HD 38392,0.81,0.28,4.042,7.235,2.624,0.307,3,9.029,False
HD 38392_31,HD 38392,0.81,0.28,0.858,5.408,1.839,0.05,36,0.883,True
HD 38392_32,HD 38392,0.81,0.28,0.535,0.129,0.665,0.446,6,0.435,False
HD 38392_35,HD 38392,0.81,0.28,0.464,0.469,0.946,0.69,18,0.351,False
HD 38392_39,HD 38392,0.81,0.28,5.056,4.25,1.979,0.368,3,12.632,False
HD 38392_45,HD 38392,0.81,0.28,0.772,12.81,2.648,0.201,24,0.754,True
HD 38392_46,HD 38392,0.81,0.28,0.502,8.496,3.213,0.435,6,0.395,False
HD 38392_53,HD 38392,0.81,0.28,1.676,1.842,1.227,0.455,19,2.411,False
HD 38392_54,HD 38392,0.81,0.28,2.915,1.085,1.318,0.211,21,5.53,False
HD 38392_56,HD 38392,0.81,0.28,0.598,0.12,0.565,0.303,16,0.514,True
HD 38392_57,HD 38392,0.81,0.28,6.727,6.143,2.1,0.415,3,19.386,False
HD 38392_58,HD 38392,0.81,0.28,4.694,11.53,2.589,0.413,8,11.3,False
HD 38392_59,HD 38392,0.81,0.28,2.092,19.99,2.953,0.385,36,3.362,False
HD 38392_60,HD 38392,0.81,0.28,3.388,6.686,1.894,0.325,21,6.929,False
HD 38392_61,HD 38392,0.81,0.28,1.533,10.75,1.201,0.236,14,2.109,False
HD 38392_62,HD 38392,0.81,0.28,0.943,1.262,0.976,0.287,14,1.017,False
HD 38392_63,HD 38392,0.81,0.28,3.574,13.83,3.003,0.182,30,7.507,False
HD 38392_64,HD 38392,0.81,0.28,2.095,19.24,2.917,0.096,36,3.369,False
HD 38392_65,HD 38392,0.81,0.28,2.999,7.268,2.171,0.11,36,5.771,False
HD 38392_67,HD 38392,0.81,0.28,0.973,10.05,2.769,0.478,24,1.066,False
HD 38392_71,HD 38392,0.81,0.28,1.456,6.606,2.487,0.37,23,1.952,False
HD 38392_73,HD 38392,0.81,0.28,1.101,1.841,1.16,0.592,20,1.284,False
HD 38392_74,HD 38392,0.81,0.28,0.994,2.711,1.974,0.332,36,1.101,False
HD 38392_76,HD 38392,0.81,0.28,2.263,4.881,1.916,0.347,36,3.783,False
HD 38392_77,HD 38392,0.81,0.28,1.941,0.573,0.836,0.552,3,3.005,False
HD 38392_80,HD 38392,0.81,0.28,1.346,26.1,3.062,0.499,33,1.735,False
HD 38392_81,HD 38392,0.81,0.28,1.714,3.284,1.626,0.119,21,2.493,False
HD 38392_83,HD 38392,0.81,0.28,3.741,8.456,2.351,0.167,36,8.04,False
HD 38392_84,HD 38392,0.81,0.28,0.904,5.811,1.96,0.45,18,0.955,False
HD 38392_85,HD 38392,0.81,0.28,0.678,0.057,0.537,0.119,12,0.62,True
HD 38392_9,HD 38392,0.81,0.28,2.176,8.879,3.162,0.468,36,3.567,False
HD 38393_1,HD 38393,1.23,2.344,2.163,6.418,1.967,0.541,26,2.868,False
HD 38393_10,HD 38393,1.23,2.344,0.985,5.021,1.75,0.204,19,0.881,False
HD 38393_14,HD 38393,1.23,2.344,0.847,12.51,3.269,0.46,22,0.703,False
HD 38393_17,HD 38393,1.23,2.344,1.156,3.587,1.718,0.448,36,1.121,False
HD 38393_18,HD 38393,1.23,2.344,0.98,2.819,2.161,0.432,27,0.875,False
HD 38393_23,HD 38393,1.23,2.344,7.588,7.731,2.053,0.303,18,18.847,False
HD 38393_27,HD 38393,1.23,2.344,0.489,4.373,2.085,0.331,4,0.308,False
HD 38393_3,HD 38393,1.23,2.344,3.485,3.251,1.933,0.101,10,5.866,False
HD 38393_34,HD 38393,1.23,2.344,0.706,1.699,1.293,0.167,20,0.535,False
HD 38393_37,HD 38393,1.23,2.344,1.06,4.854,1.742,0.382,10,0.984,False
HD 38393_40,HD 38393,1.23,2.344,0.865,0.46,1.134,0.255,33,0.725,False
HD 38393_44,HD 38393,1.23,2.344,3.637,0.427,0.794,0.604,8,6.254,False
HD 38393_45,HD 38393,1.23,2.344,1.622,5.063,2.356,0.521,20,1.863,False
HD 38393_48,HD 38393,1.23,2.344,1.485,0.082,0.654,0.424,6,1.632,False
HD 38393_5,HD 38393,1.23,2.344,1.708,0.051,0.772,0.188,9,2.013,True
HD 38393_50,HD 38393,1.23,2.344,6.823,3.707,2.022,0.418,8,16.07,False
HD 38393_52,HD 38393,1.23,2.344,2.549,1.092,1.1,0.327,26,3.669,False
HD 38393_53,HD 38393,1.23,2.344,1.234,12.38,3.11,0.31,36,1.236,False
HD 38393_54,HD 38393,1.23,2.344,2.2,6.46,1.966,0.094,26,2.942,True
HD 38393_58,HD 38393,1.23,2.344,1.166,4.88,2.641,0.435,12,1.135,False
HD 38393_63,HD 38393,1.23,2.344,1.01,0.047,0.571,0.379,9,0.915,False
HD 38393_64,HD 38393,1.23,2.344,5.357,3.888,1.438,0.485,1,11.18,False
HD 38393_66,HD 38393,1.23,2.344,1.152,0.247,0.567,0.076,8,1.115,False
HD 38393_68,HD 38393,1.23,2.344,1.428,4.46,2.459,0.239,17,1.539,False
HD 38393_69,HD 38393,1.23,2.344,1.608,0.903,0.847,0.232,3,1.839,True
HD 38393_70,HD 38393,1.23,2.344,2.103,1.576,1.162,0.318,3,2.75,False
HD 38393_73,HD 38393,1.23,2.344,0.775,0.871,0.726,0.319,5,0.615,False
HD 38393_74,HD 38393,1.23,2.344,0.5,0.474,0.786,0.355,12,0.319,False
HD 38393_77,HD 38393,1.23,2.344,1.058,0.203,0.665,0.245,8,0.981,False
HD 38393_78,HD 38393,1.23,2.344,1.221,0.023,0.639,0.392,9,1.217,False
HD 38393_79,HD 38393,1.23,2.344,2.129,5.037,1.194,0.468,1,2.801,False
HD 38393_9,HD 38393,1.23,2.344,0.624,0.155,0.597,0.242,18,0.444,False
HD 39091_19,HD 39091,1.08,1.533,1.065,4.128,2.377,0.154,2,1.058,False
HD 39091_20,HD 39091,1.08,1.533,1.562,17.58,2.282,0.368,25,1.878,True
HD 39091_23,HD 39091,1.08,1.533,2.05,0.375,0.842,0.374,4,2.824,False
HD 39091_25,HD 39091,1.08,1.533,3.09,4.244,2.035,0.263,36,5.227,False
HD 39091_27,HD 39091,1.08,1.533,3.713,9.822,2.284,0.489,10,6.885,False
HD 39091_3,HD 39091,1.08,1.533,1.414,5.606,1.768,0.517,18,1.618,False
HD 39091_30,HD 39091,1.08,1.533,3.067,9.146,2.354,0.135,10,5.168,False
HD 39091_34,HD 39091,1.08,1.533,2.442,8.598,2.846,0.529,23,3.672,False
HD 39091_42,HD 39091,1.08,1.533,2.711,10.03,2.151,0.512,36,4.295,False
HD 39091_46,HD 39091,1.08,1.533,2.314,3.929,1.641,0.239,9,3.387,False
HD 39091_47,HD 39091,1.08,1.533,1.533,2.359,1.535,0.207,20,1.826,True
HD 39091_57,HD 39091,1.08,1.533,2.0,16.25,3.325,0.552,7,2.722,False
HD 39091_58,HD 39091,1.08,1.533,1.981,6.907,2.288,0.208,23,2.683,False
HD 39091_59,HD 39091,1.08,1.533,2.393,4.519,1.102,0.126,3,3.562,False
HD 39091_64,HD 39091,1.08,1.533,0.897,4.581,2.211,0.528,9,0.817,False
HD 39091_69,HD 39091,1.08,1.533,1.816,1.855,1.294,0.326,21,2.355,False
HD 39091_7,HD 39091,1.08,1.533,3.092,8.146,2.891,0.249,36,5.232,False
HD 39091_70,HD 39091,1.08,1.533,2.155,4.294,1.419,0.204,15,3.044,False
HD 39091_71,HD 39091,1.08,1.533,1.728,2.016,1.249,0.214,8,2.186,True
HD 39091_74,HD 39091,1.08,1.533,3.292,5.465,2.088,0.45,15,5.747,False
HD 39091_75,HD 39091,1.08,1.533,1.589,0.882,1.031,0.262,14,1.927,True
HD 43042_10,HD 43042,1.29,2.936,1.842,7.827,2.405,0.535,15,2.201,False
HD 43042_18,HD 43042,1.29,2.936,2.523,3.533,1.819,0.073,28,3.528,True
HD 43042_37,HD 43042,1.29,2.936,3.386,0.231,0.971,0.522,3,5.486,False
HD 43042_46,HD 43042,1.29,2.936,3.628,12.81,2.721,0.285,20,6.084,False
HD 43042_50,HD 43042,1.29,2.936,1.636,8.088,2.226,0.229,9,1.842,False
HD 43386_14,HD 43386,1.33,2.957,2.617,5.144,1.277,0.162,15,3.671,False
HD 43386_20,HD 43386,1.33,2.957,1.229,7.841,2.864,0.306,7,1.181,False
HD 43386_23,HD 43386,1.33,2.957,5.505,4.967,2.009,0.364,26,11.2,False
HD 43386_24,HD 43386,1.33,2.957,2.092,2.689,1.717,0.188,22,2.624,True
HD 43386_25,HD 43386,1.33,2.957,2.42,18.74,2.537,0.231,3,3.264,True
HD 43386_39,HD 43386,1.33,2.957,4.67,4.284,2.456,0.115,36,8.751,False
HD 43386_41,HD 43386,1.33,2.957,2.443,2.32,1.332,0.242,22,3.311,True
HD 43386_5,HD 43386,1.33,2.957,2.947,6.72,1.904,0.222,26,4.387,False
HD 43386_50,HD 43386,1.33,2.957,1.878,2.931,1.658,0.733,8,2.232,False
HD 43386_58,HD 43386,1.33,2.957,3.559,7.327,3.056,0.282,36,5.822,False
HD 43386_64,HD 43386,1.33,2.957,1.926,6.327,1.642,0.95,7,2.318,False
HD 43386_70,HD 43386,1.33,2.957,8.779,6.782,3.176,0.307,36,22.555,False
HD 43386_72,HD 43386,1.33,2.957,1.706,14.77,2.008,0.364,2,1.932,False
HD 4391_13,HD 4391,0.98,0.923,1.446,16.32,2.969,0.082,16,1.756,True
HD 4391_17,HD 4391,0.98,0.923,0.968,0.718,0.898,0.532,8,0.962,False
HD 4391_18,HD 4391,0.98,0.923,1.572,4.486,2.267,0.586,21,1.991,False
HD 4391_19,HD 4391,0.98,0.923,2.407,15.84,3.092,0.17,36,3.772,False
HD 4391_21,HD 4391,0.98,0.923,1.438,5.803,2.473,0.24,18,1.742,False
HD 4391_25,HD 4391,0.98,0.923,1.35,10.1,2.24,0.445,9,1.584,False
HD 4391_33,HD 4391,0.98,0.923,3.629,11.61,2.169,0.064,3,6.983,False
HD 4391_34,HD 4391,0.98,0.923,1.883,14.19,2.602,0.147,33,2.61,False
HD 4391_36,HD 4391,0.98,0.923,1.597,0.726,0.895,0.337,18,2.039,False
HD 4391_37,HD 4391,0.98,0.923,1.425,0.682,0.765,0.556,6,1.718,False
HD 4391_43,HD 4391,0.98,0.923,3.466,3.559,2.005,0.473,27,6.518,False
HD 4391_45,HD 4391,0.98,0.923,5.523,6.244,1.628,0.741,8,13.111,False
HD 4391_47,HD 4391,0.98,0.923,1.962,0.913,1.008,0.476,8,2.776,False
HD 4391_55,HD 4391,0.98,0.923,5.058,8.804,2.936,0.255,21,11.491,False
HD 4391_60,HD 4391,0.98,0.923,1.415,5.698,2.053,0.282,10,1.7,False
HD 4614 A_10,HD 4614 A,1.14,1.252,5.624,7.043,2.742,0.445,30,12.492,False
HD 4614 A_11,HD 4614 A,1.14,1.252,0.832,0.424,0.992,0.224,25,0.711,False
HD 4614 A_12,HD 4614 A,1.14,1.252,1.114,0.675,0.964,0.448,20,1.101,False
HD 4614 A_18,HD 4614 A,1.14,1.252,1.489,5.149,1.458,0.282,19,1.702,True
HD 4614 A_2,HD 4614 A,1.14,1.252,1.095,2.213,1.288,0.271,36,1.073,False
HD 4614 A_21,HD 4614 A,1.14,1.252,4.797,11.56,2.796,0.354,8,9.84,False
HD 4614 A_23,HD 4614 A,1.14,1.252,1.219,11.36,2.994,0.235,29,1.261,True
HD 4614 A_25,HD 4614 A,1.14,1.252,0.448,2.815,1.408,0.278,17,0.281,False
HD 4614 A_26,HD 4614 A,1.14,1.252,1.804,2.017,1.241,0.389,21,2.269,False
HD 4614 A_31,HD 4614 A,1.14,1.252,1.168,15.07,2.755,0.226,31,1.182,True
HD 4614 A_32,HD 4614 A,1.14,1.252,1.141,0.108,0.518,0.283,4,1.142,False
HD 4614 A_33,HD 4614 A,1.14,1.252,1.152,2.729,1.095,0.172,24,1.158,True
HD 4614 A_36,HD 4614 A,1.14,1.252,0.618,0.062,0.63,0.378,36,0.455,False
HD 4614 A_4,HD 4614 A,1.14,1.252,0.644,15.09,2.988,0.209,34,0.484,False
HD 4614 A_41,HD 4614 A,1.14,1.252,0.978,0.255,0.682,0.416,14,0.906,False
HD 4614 A_44,HD 4614 A,1.14,1.252,1.29,0.581,0.724,0.076,3,1.372,True
HD 4614 A_45,HD 4614 A,1.14,1.252,3.953,13.03,3.182,0.302,36,7.361,False
HD 4614 A_48,HD 4614 A,1.14,1.252,3.599,3.587,1.348,0.224,6,6.395,False
HD 4614 A_49,HD 4614 A,1.14,1.252,0.483,0.542,0.784,0.566,9,0.314,False
HD 4614 A_51,HD 4614 A,1.14,1.252,1.696,4.684,2.287,0.33,28,2.069,False
HD 4614 A_52,HD 4614 A,1.14,1.252,0.899,2.724,1.21,0.293,18,0.798,False
HD 4614 A_55,HD 4614 A,1.14,1.252,1.653,1.983,1.116,0.11,20,1.99,True
HD 4614 A_59,HD 4614 A,1.14,1.252,1.984,1.873,1.359,0.067,11,2.617,False
HD 4614 A_6,HD 4614 A,1.14,1.252,2.103,11.7,2.474,0.318,36,2.856,False
HD 4614 A_61,HD 4614 A,1.14,1.252,0.28,14.66,2.993,0.761,23,0.139,False
HD 4614 A_63,HD 4614 A,1.14,1.252,2.454,3.086,1.642,0.4,15,3.6,False
HD 4614 A_65,HD 4614 A,1.14,1.252,1.982,6.907,2.185,0.346,18,2.613,False
HD 4614 A_70,HD 4614 A,1.14,1.252,4.116,8.369,2.243,0.184,30,7.821,False
HD 4614 A_72,HD 4614 A,1.14,1.252,0.714,0.06,0.5,0.091,19,0.565,False
HD 4614 A_74,HD 4614 A,1.14,1.252,0.782,12.71,2.75,0.279,36,0.648,False
HD 4614 A_76,HD 4614 A,1.14,1.252,1.507,0.127,0.675,0.258,5,1.733,True
HD 4614 A_8,HD 4614 A,1.14,1.252,0.921,4.124,2.522,0.393,36,0.828,False
HD 4614 A_80,HD 4614 A,1.14,1.252,1.128,0.227,0.612,0.019,15,1.122,True
HD 4614 A_85,HD 4614 A,1.14,1.252,2.79,1.771,1.463,0.297,1,4.365,False
HD 4614 A_87,HD 4614 A,1.14,1.252,0.77,8.916,1.862,0.54,20,0.633,False
HD 4628_0,HD 4628,0.78,0.3,5.414,5.492,2.485,0.281,36,14.264,False
HD 4628_1,HD 4628,0.78,0.3,0.65,4.767,2.125,0.334,27,0.593,True
HD 4628_11,HD 4628,0.78,0.3,2.039,3.676,1.722,0.669,10,3.297,False
HD 4628_12,HD 4628,0.78,0.3,1.488,0.945,0.968,0.274,14,2.055,False
HD 4628_14,HD 4628,0.78,0.3,1.762,6.192,2.104,0.61,31,2.648,False
HD 4628_19,HD 4628,0.78,0.3,2.553,1.554,1.037,0.524,21,4.619,False
HD 4628_2,HD 4628,0.78,0.3,2.487,3.881,1.929,0.157,36,4.441,False
HD 4628_21,HD 4628,0.78,0.3,0.708,2.034,1.304,0.386,32,0.675,False
HD 4628_23,HD 4628,0.78,0.3,0.912,1.768,1.333,0.355,36,0.986,False
HD 4628_29,HD 4628,0.78,0.3,0.687,2.757,0.86,0.232,19,0.645,True
HD 4628_3,HD 4628,0.78,0.3,2.145,2.315,1.553,0.355,3,3.557,False
HD 4628_30,HD 4628,0.78,0.3,0.453,2.76,1.193,0.563,18,0.345,False
HD 4628_31,HD 4628,0.78,0.3,1.05,11.0,2.754,0.372,30,1.218,False
HD 4628_32,HD 4628,0.78,0.3,0.329,4.35,0.853,0.601,11,0.214,False
HD 4628_34,HD 4628,0.78,0.3,1.875,1.953,1.075,0.39,1,2.907,False
HD 4628_36,HD 4628,0.78,0.3,1.07,0.489,0.853,0.446,7,1.253,False
HD 4628_37,HD 4628,0.78,0.3,0.991,5.258,2.079,0.084,36,1.117,False
HD 4628_39,HD 4628,0.78,0.3,0.609,0.34,0.634,0.269,5,0.538,True
HD 4628_4,HD 4628,0.78,0.3,1.474,0.999,0.885,0.041,15,2.026,False
HD 4628_47,HD 4628,0.78,0.3,1.056,0.3,0.668,0.236,12,1.229,False
HD 4628_49,HD 4628,0.78,0.3,0.487,0.136,0.647,0.174,12,0.385,False
HD 4628_54,HD 4628,0.78,0.3,0.68,6.791,2.02,0.072,21,0.635,True
HD 4628_57,HD 4628,0.78,0.3,1.153,1.177,1.173,0.546,36,1.402,False
HD 4628_58,HD 4628,0.78,0.3,1.995,10.29,2.207,0.244,21,3.191,False
HD 4628_63,HD 4628,0.78,0.3,1.411,1.297,0.908,0.161,15,1.898,False
HD 4628_7,HD 4628,0.78,0.3,1.407,1.546,1.269,0.21,18,1.89,False
HD 4628_72,HD 4628,0.78,0.3,0.818,0.829,0.982,0.234,20,0.838,False
HD 4628_8,HD 4628,0.78,0.3,1.469,0.233,0.643,0.229,15,2.016,False
HD 4628_83,HD 4628,0.78,0.3,0.442,0.089,0.577,0.349,9,0.333,False
HD 4628_87,HD 4628,0.78,0.3,1.535,0.312,0.692,0.271,11,2.153,False
HD 4628_88,HD 4628,0.78,0.3,1.051,0.618,0.72,0.546,12,1.22,False
HD 4628_9,HD 4628,0.78,0.3,1.266,2.695,1.24,0.539,7,1.613,False
HD 46588 A_14,HD 46588 A,1.18,1.826,4.295,4.977,2.537,0.283,36,8.194,False
HD 46588 A_17,HD 46588 A,1.18,1.826,4.495,8.137,2.155,0.157,21,8.773,False
HD 46588 A_21,HD 46588 A,1.18,1.826,1.562,7.781,2.084,0.129,11,1.797,True
HD 46588 A_26,HD 46588 A,1.18,1.826,2.187,4.879,1.53,0.411,5,2.977,False
HD 46588 A_29,HD 46588 A,1.18,1.826,1.047,9.655,2.232,0.404,6,0.986,False
HD 46588 A_32,HD 46588 A,1.18,1.826,1.595,1.742,1.054,0.342,5,1.854,True
HD 46588 A_34,HD 46588 A,1.18,1.826,2.764,5.456,2.069,0.264,36,4.23,False
HD 46588 A_44,HD 46588 A,1.18,1.826,3.159,13.69,3.116,0.406,36,5.169,False
HD 46588 A_5,HD 46588 A,1.18,1.826,0.751,2.43,1.584,0.745,13,0.599,False
HD 46588 A_50,HD 46588 A,1.18,1.826,1.686,2.83,1.86,0.23,23,2.015,True
HD 46588 A_51,HD 46588 A,1.18,1.826,1.982,7.0,1.521,0.465,1,2.569,False
HD 46588 A_58,HD 46588 A,1.18,1.826,8.306,10.58,2.933,0.089,15,22.037,False
HD 46588 A_6,HD 46588 A,1.18,1.826,1.329,0.904,1.213,0.145,13,1.41,True
HD 46588 A_64,HD 46588 A,1.18,1.826,1.913,4.257,1.779,0.19,13,2.436,True
HD 46588 A_66,HD 46588 A,1.18,1.826,1.569,3.344,1.394,0.298,2,1.809,True
HD 46588 A_71,HD 46588 A,1.18,1.826,2.099,10.49,2.71,0.461,31,2.799,False
HD 46588 A_75,HD 46588 A,1.18,1.826,2.685,4.832,1.981,0.484,10,4.05,False
HD 46588 A_78,HD 46588 A,1.18,1.826,1.686,6.574,2.488,0.209,36,2.015,True
HD 46588 A_82,HD 46588 A,1.18,1.826,2.051,10.75,2.904,0.553,35,2.704,False
HD 4813_19,HD 4813,1.21,1.781,2.206,5.885,2.257,0.384,36,2.979,False
HD 4813_22,HD 4813,1.21,1.781,1.16,2.763,1.434,0.57,10,1.136,False
HD 4813_25,HD 4813,1.21,1.781,1.526,4.775,1.953,0.416,18,1.714,False
HD 4813_3,HD 4813,1.21,1.781,1.778,0.894,1.21,0.36,7,2.155,False
HD 4813_31,HD 4813,1.21,1.781,1.358,3.479,2.217,0.316,17,1.439,False
HD 4813_4,HD 4813,1.21,1.781,1.87,0.061,0.797,0.266,3,2.325,False
HD 4813_41,HD 4813,1.21,1.781,1.387,2.122,1.389,0.426,11,1.485,False
HD 4813_44,HD 4813,1.21,1.781,1.733,0.387,0.78,0.402,8,2.074,False
HD 4813_46,HD 4813,1.21,1.781,1.991,4.19,1.582,0.355,27,2.554,False
HD 4813_47,HD 4813,1.21,1.781,1.891,8.407,2.181,0.469,28,2.364,False
HD 4813_52,HD 4813,1.21,1.781,1.834,6.091,2.488,0.554,33,2.258,False
HD 4813_60,HD 4813,1.21,1.781,3.241,3.153,1.803,0.143,3,5.304,False
HD 4813_64,HD 4813,1.21,1.781,2.289,0.418,1.027,0.597,7,3.148,False
HD 4813_67,HD 4813,1.21,1.781,3.463,5.865,2.186,0.305,31,5.858,False
HD 4813_70,HD 4813,1.21,1.781,0.835,2.085,1.285,0.284,2,0.694,False
HD 4813_76,HD 4813,1.21,1.781,2.422,2.96,1.508,0.157,20,3.427,False
HD 50692_12,HD 50692,1.08,1.293,1.794,2.01,1.243,0.335,1,2.312,False
HD 50692_13,HD 50692,1.08,1.293,3.025,10.08,3.212,0.189,30,5.063,False
HD 50692_20,HD 50692,1.08,1.293,1.495,2.571,1.318,0.249,23,1.759,True
HD 50692_26,HD 50692,1.08,1.293,2.933,3.649,1.854,0.149,15,4.833,False
HD 50692_33,HD 50692,1.08,1.293,2.181,6.818,2.497,0.454,10,3.099,False
HD 50692_38,HD 50692,1.08,1.293,1.565,0.609,0.78,0.08,7,1.884,True
HD 50692_39,HD 50692,1.08,1.293,1.886,3.453,1.533,0.562,7,2.492,False
HD 50692_48,HD 50692,1.08,1.293,2.486,5.995,1.47,0.326,6,3.772,False
HD 50692_50,HD 50692,1.08,1.293,1.268,6.408,2.047,0.341,9,1.374,False
HD 50692_51,HD 50692,1.08,1.293,1.211,18.09,3.037,0.189,7,1.282,True
HD 50692_61,HD 50692,1.08,1.293,1.266,0.507,1.013,0.53,8,1.371,False
HD 50692_75,HD 50692,1.08,1.293,2.989,7.895,1.982,0.499,5,4.973,False
HD 50692_80,HD 50692,1.08,1.293,2.577,4.719,1.532,0.114,20,3.981,False
HD 53705_15,HD 53705,1.04,1.49,3.871,8.993,2.197,0.172,30,7.468,False
HD 53705_17,HD 53705,1.04,1.49,1.234,6.443,2.685,0.247,9,1.344,True
HD 53705_21,HD 53705,1.04,1.49,0.994,4.969,2.305,0.218,18,0.972,False
HD 53705_24,HD 53705,1.04,1.49,3.083,0.71,1.216,0.106,8,5.308,False
HD 53705_25,HD 53705,1.04,1.49,1.201,0.4,0.782,0.306,15,1.291,False
HD 53705_27,HD 53705,1.04,1.49,2.209,2.69,1.362,0.181,14,3.219,False
HD 53705_29,HD 53705,1.04,1.49,3.176,12.32,3.221,0.123,21,5.55,False
