PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC_3hr,DetStatus_ETC_12hr,DetStatus_ETC_24hr,DetStatus,NDet,NObs,LastObs
HD 4628_1,HD 4628,4.258,0.031,1.273,1.784,7.435,0.78,0.3,,,4.251548,0.817934,4.4952045868341794e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.743553
HD 4628_4,HD 4628,4.069,0.034,0.981,0.876,7.435,0.78,0.3,,,3.931258,0.351799,1.6130498564275698e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.743553
HD 4628_5,HD 4628,3.681,0.025,0.897,0.617,7.435,0.78,0.3,,,3.772392,0.578465,2.2125282628087463e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.743553
HD 4628_6,HD 4628,1.476,0.055,1.942,4.324,7.435,0.78,0.3,0.072118,189.628554,1.541534,0.945142,9.684810873021507e-10,458.12942404333444,0.12725817334537068,0.27104649847756507,0.4155429000442765,0.0007939189019974695,1,1,1,1,1,4,6,2039.743553
HD 23249_0,HD 23249,2.38,0.039,0.804,0.586,9.089,0.87,2.941,,,2.45697,0.300945,2.1274168885217782e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.751157
HD 23249_1,HD 23249,2.348,0.031,1.487,3.029,9.089,0.87,2.941,,,2.279014,0.052189,1.6037700612543197e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,7,2039.751157
HD 20766_0,HD 20766,1.336,0.161,1.674,3.092,12.045,1.01,0.794,0.101063,238.166388,1.3034,0.167416,1.5125537694870401e-10,4280.203298551249,1.1889453607086802,0.07058271178276902,0.3637323192943827,0.0004485150303315106,1,1,1,1,1,6,7,2039.753897
HD 20766_1,HD 20766,0.327,0.097,2.659,6.922,12.045,1.01,0.794,,,0.298985,0.057614,2.6198372401014757e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.753897
HD 20766_4,HD 20766,1.915,0.031,0.912,0.441,12.045,1.01,0.794,,,1.955829,0.634764,9.036480694902992e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,7,2039.753897
HD 201092_1,HD 201092,2.708,0.059,2.37,8.514,3.496,0.63,0.078,0.593593,73.278039,2.743322,0.713015,3.6289545427814903e-10,1608.0158925353378,0.446671081259816,0.1164590360630073,0.3285499697104085,0.00021396603310501602,1,1,1,1,1,4,6,2039.768459
HD 128620_0,HD 128620,1.567,0.074,0.945,0.738,1.332,1.11,1.521,0.736501,191.104958,1.664465,0.82946,1.9541898130748977e-10,4.584710243035397,0.0012735306230653883,16.360047194474944,8.668587585131624,0.05581421680257977,1,1,1,1,1,2,8,2039.793554
HD 128620_1,HD 128620,1.266,0.016,1.198,6.221,1.332,1.11,1.521,,,1.256712,0.064402,3.5770337127608103e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,4,8,2039.793554
HD 4614 A_0,HD 4614 A,4.718,0.051,1.358,3.151,5.01,1.14,1.252,,,4.480212,0.582532,4.474818930356454e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.800574
HD 4614 A_1,HD 4614 A,0.651,0.133,0.728,0.235,5.01,1.14,1.252,0.114341,337.086413,0.591029,0.299107,3.5144118876601657e-10,66.63706426199612,0.018510295628332254,1.1579145455772626,0.6650446497703079,0.0024572639001710123,1,1,1,1,1,7,7,2039.800574
HD 4614 A_2,HD 4614 A,2.584,0.017,1.361,2.842,5.01,1.14,1.252,,,2.601149,0.425203,9.057143769809639e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,7,2039.800574
HD 190248_1,HD 190248,1.11,0.055,1.408,3.629,6.099,0.94,1.25,0.122644,181.898799,1.164354,0.793661,7.535386797685597e-10,27.508934781327397,0.007641370772590944,2.2680116898290206,0.6196682933682337,0.002154754857490517,1,1,1,1,1,6,8,2039.83355
HD 190248_2,HD 190248,3.754,0.072,1.017,1.24,6.099,0.94,1.25,,,3.501464,0.214865,1.3938850266282822e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.83355
HD 190248_3,HD 190248,1.406,0.139,0.51,0.568,6.099,0.94,1.25,,,1.343422,0.284688,2.760646723527105e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,2,8,2039.83355
HD 219134_0,HD 219134,1.298,0.068,3.021,11.197,6.542,0.75,0.266,0.204566,84.221599,1.331237,0.280249,7.459879776486101e-10,249.16499071746878,0.06921249742151911,0.37762232007996094,0.34746280621407033,0.00034005160979609455,1,1,1,1,1,8,8,2039.838173
HD 219134_1,HD 219134,0.107,0.06,0.589,0.114,6.542,0.75,0.266,,,0.111606,0.664243,1.1911449576826447e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.838173
HD 219134_2,HD 219134,0.475,0.085,1.279,2.244,6.542,0.75,0.266,,,0.513983,0.727815,3.2858060523648753e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,4,8,2039.838173
HD 219134_3,HD 219134,2.999,0.067,1.913,4.52,6.542,0.75,0.266,,,2.821308,0.010756,2.950827482974075e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,4,8,2039.838173
HD 219134_4,HD 219134,0.285,0.083,1.716,4.805,6.542,0.75,0.266,,,0.3078,0.396013,8.840018190455165e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.838173
HD 219134_5,HD 219134,1.823,0.052,1.09,4.144,6.542,0.75,0.266,,,1.867756,0.189526,4.846551696966752e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,4,8,2039.838173
HD 219134_7,HD 219134,0.986,0.056,2.277,3.449,6.542,0.75,0.266,0.138756,172.588712,0.954927,0.183802,9.9126300535734e-10,171.51454459266301,0.0476429290535175,0.4888272097672598,0.3475559559157665,0.00034067260780740237,1,1,1,1,1,8,8,2039.838173
HD 34411_0,HD 34411,0.295,0.082,3.192,8.429,12.562,1.08,1.732,,,0.292632,0.217979,2.20607496836658e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.849097
HD 34411_1,HD 34411,1.539,0.078,0.897,0.713,12.562,1.08,1.732,,,1.646257,0.020358,3.7927083620708085e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,2,7,2039.849097
HD 34411_3,HD 34411,1.691,0.074,0.798,0.808,12.562,1.08,1.732,0.096077,343.007625,1.658664,0.712063,1.3840145574101574e-10,1551.6620667061943,0.43101724075172065,0.1351759046617299,0.441991651514997,0.0009702439118022723,1,1,1,1,1,3,7,2039.849097
HD 693_0,HD 693,1.045,0.058,1.136,2.579,18.886,1.18,2.997,,,1.023709,0.014641,1.1673694074015467e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.867716
HD 693_1,HD 693,0.139,0.106,2.768,7.407,18.886,1.18,2.997,,,0.153681,0.040761,8.99334024483638e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.867716
HD 693_3,HD 693,1.448,0.069,1.975,3.042,18.886,1.18,2.997,,,1.546959,0.761631,6.844583841893815e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,2,7,2039.867716
HD 693_4,HD 693,1.744,0.105,1.392,2.348,18.886,1.18,2.997,,,1.740819,0.896311,3.2221366959097307e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,2,7,2039.867716
HD 693_5,HD 693,2.909,0.1,1.423,2.794,18.886,1.18,2.997,,,2.909395,0.000341,6.033161648050502e-14,inf,inf,0.0,inf,inf,0,0,0,0,0,1,7,2039.867716
HD 693_6,HD 693,2.914,0.024,0.574,0.316,18.886,1.18,2.997,,,2.97424,0.961577,2.8644831014958522e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.867716
HD 693_7,HD 693,3.93,0.01,2.298,5.004,18.886,1.18,2.997,,,3.913238,0.398059,8.763344527160646e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,7,2039.867716
HD 17925_0,HD 17925,1.472,0.037,0.676,0.068,10.361,0.82,0.401,,,1.437636,0.403496,5.954348769835011e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.905163
HD 17925_2,HD 17925,0.735,0.099,0.938,0.945,10.361,0.82,0.401,,,0.666937,0.008967,1.2770442631282102e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,2,8,2039.905163
HD 17925_3,HD 17925,0.561,0.086,1.065,2.041,10.361,0.82,0.401,,,0.608268,0.812928,1.8802091399961792e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.905163
HD 17925_4,HD 17925,0.848,0.062,1.424,1.901,10.361,0.82,0.401,0.065099,69.383238,0.821842,0.627563,1.2096411399331329e-09,537.5373900936582,0.14931594169268284,0.23946537953465336,0.3893969357000817,0.0006196124730361709,1,1,1,1,1,5,8,2039.905163
HD 17925_6,HD 17925,3.618,0.076,0.719,0.216,10.361,0.82,0.401,,,3.438649,0.469237,1.2910867909430756e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.905163
HD 165499_0,HD 165499,3.777,0.071,0.637,0.161,17.753,1.08,1.731,,,3.741109,0.954408,2.50417433136781e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.924245
HD 165499_1,HD 165499,0.192,0.04,0.654,0.106,17.753,1.08,1.731,,,0.185274,0.816736,6.662961993482957e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.924245
HD 165499_3,HD 165499,0.221,0.065,0.75,0.229,17.753,1.08,1.731,,,0.207516,0.357834,2.8907342615591465e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.924245
HD 165499_4,HD 165499,1.569,0.062,3.377,24.497,17.753,1.08,1.731,0.064949,171.851255,1.648188,0.760477,2.1423401743512757e-09,121.441163699891,0.03373365658330306,0.6761662500704886,0.45681733661180585,0.0010690818124476649,1,1,1,1,1,7,8,2039.924245
HD 20807_0,HD 20807,0.337,0.072,1.793,3.234,12.039,1.07,1.017,,,0.33221,0.75342,1.4329405484763744e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.949149
HD 20807_1,HD 20807,1.546,0.069,0.954,0.846,12.039,1.07,1.017,0.128197,18.261391,1.536181,0.337292,1.0239045043454648e-10,4844.4107194259705,1.3456696442849918,0.06611645627166811,0.36504982238055594,0.000457298384239332,1,1,1,1,1,6,8,2039.949149
HD 20807_2,HD 20807,2.979,0.055,2.038,8.298,12.039,1.07,1.017,,,2.992039,0.084598,2.527049541001935e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,8,2039.949149
HD 155886_1,HD 155886,0.511,0.064,0.698,0.549,5.952,0.85,0.327,0.077153,87.377216,0.480063,0.497845,5.955448016635056e-10,355.2749743238082,0.09868749286772449,0.338654145835013,0.49227689244922884,0.001305478851363818,1,1,1,1,1,8,8,2039.966493
HD 155886_2,HD 155886,0.232,0.069,1.589,4.704,5.952,0.85,0.327,,,0.242787,0.612253,1.940623373183413e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.966493
HD 155886_3,HD 155886,1.253,0.044,2.915,7.774,5.952,0.85,0.327,0.139689,86.980739,1.308132,0.033358,1.2587513646902722e-10,2520.341712102154,0.700094920028376,0.09576145117349716,0.3752206961866068,0.0005251042096130047,1,1,1,1,1,8,8,2039.966493
HD 155886_4,HD 155886,0.305,0.028,0.94,0.937,5.952,0.85,0.327,,,0.298034,0.630343,4.537610907777189e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.966493
HD 155886_5,HD 155886,0.201,0.128,1.339,2.779,5.952,0.85,0.327,,,0.211889,0.514537,1.3341282814398636e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.966493
HD 155886_6,HD 155886,0.316,0.044,0.948,1.735,5.952,0.85,0.327,,,0.302975,0.423493,2.7597343271801988e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.966493
HD 155886_7,HD 155886,0.59,0.079,3.352,16.163,5.952,0.85,0.327,0.09837,311.793891,0.626815,0.40081,7.52539052089076e-09,9.876274480196752,0.0027434095778324312,5.327726408341486,0.3933874048133158,0.0006462156004577311,1,1,1,1,1,8,8,2039.966493
HD 155886_8,HD 155886,3.879,0.087,2.635,16.445,5.952,0.85,0.327,,,3.805172,0.307282,8.685315029387291e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,8,2039.966493
HD 30652_0,HD 30652,0.357,0.032,0.524,0.119,8.068,1.25,2.71,,,0.365054,0.004933,7.558340158297506e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.989527
HD 30652_1,HD 30652,3.379,0.099,2.314,9.159,8.068,1.25,2.71,0.395115,172.110578,3.16831,0.30194,1.2823573363910138e-10,196.93332650103406,0.054703701805842796,0.5725428968641366,0.7431757821524085,0.002978138116051683,1,1,1,1,1,4,7,2039.989527
HD 30652_2,HD 30652,1.418,0.081,1.563,7.047,8.068,1.25,2.71,0.162932,141.250478,1.304706,0.311031,3.821111483807539e-10,42.23300478279327,0.011731390217442576,1.6752102044495625,0.7431849120417896,0.00297819898198089,1,1,1,1,1,5,7,2039.989527
HD 30652_3,HD 30652,3.27,0.133,2.129,5.731,8.068,1.25,2.71,,,3.182844,0.167997,5.6302137225669684e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,7,2039.989527
HD 30652_4,HD 30652,2.754,0.119,2.49,10.16,8.068,1.25,2.71,0.358156,26.30576,2.916285,0.402919,1.438375783264002e-10,164.83481681329448,0.04578744911480402,0.642038563051447,0.7431757821524085,0.002978138116051683,1,1,1,1,1,3,7,2039.989527
HD 201091_1,HD 201091,1.051,0.108,0.699,0.293,3.497,0.68,0.142,,,1.067059,0.161592,4.514846084092975e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,7,2040.020039
HD 201091_2,HD 201091,2.964,0.153,0.94,0.359,3.497,0.68,0.142,,,3.133048,0.163869,1.3536981349168355e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.020039
HD 201091_4,HD 201091,2.241,0.067,3.013,8.159,3.497,0.68,0.142,0.619055,188.075235,2.204916,0.204418,2.374543765477543e-10,965.3185585367848,0.2681440440379958,0.16397433130237718,0.36551657860591275,0.00046041009240837736,1,1,1,1,1,4,7,2040.020039
HD 131977_0,HD 131977,2.114,0.033,1.305,3.47,5.886,0.72,0.223,,,2.175623,0.147327,3.7108617612805026e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,6,2040.03557
HD 141004_0,HD 141004,2.629,0.092,2.901,8.518,11.916,1.09,2.004,,,2.417002,0.004944,4.8308251670084425e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,3,7,2040.043525
HD 141004_1,HD 141004,0.651,0.071,0.654,0.168,11.916,1.09,2.004,,,0.63467,0.085979,5.811794626192938e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.043525
HD 141004_2,HD 141004,4.426,0.098,1.019,2.941,11.916,1.09,2.004,,,4.80426,0.430581,1.4650009782131747e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.043525
HD 141004_3,HD 141004,4.115,0.06,0.578,0.125,11.916,1.09,2.004,,,4.176335,0.298272,3.0566886368283863e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.043525
HD 141004_4,HD 141004,3.163,0.091,1.732,4.206,11.916,1.09,2.004,,,3.28604,0.478814,8.081907239048318e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.043525
HD 217987_0,HD 217987,3.278,0.032,3.1,17.272,3.287,0.49,0.036,0.941598,350.44211,3.243951,0.477783,2.825045542291647e-10,21316.713709476888,5.92130936374358,0.02771114428885023,0.30626432131490483,6.539504380165811e-05,1,0,1,1,1,4,6,2040.055594
HD 217987_1,HD 217987,0.104,0.158,2.049,6.333,3.287,0.49,0.036,,,0.115968,0.200821,4.263805775498208e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2040.055594
HD 17206_0,HD 17206,1.742,0.09,0.885,1.25,14.276,1.21,2.617,,,1.639785,0.504819,9.947383631572145e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.0607
HD 17206_1,HD 17206,0.879,0.039,2.253,5.781,14.276,1.21,2.617,,,0.875002,0.499438,2.618330361968485e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,2,8,2040.0607
HD 17206_2,HD 17206,0.485,0.035,0.762,0.888,14.276,1.21,2.617,,,0.493442,0.741887,1.2770559766566816e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.0607
HD 39091_1,HD 39091,3.12,0.028,1.191,1.952,18.287,1.08,1.533,,,3.197342,0.124196,1.1813998196225434e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.064657
HD 39091_2,HD 39091,2.865,0.029,0.677,0.089,18.287,1.08,1.533,,,2.803004,0.034173,1.500426775457465e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.064657
HD 39091_3,HD 39091,3.55,0.072,1.069,0.919,18.287,1.08,1.533,,,3.308764,0.034156,2.476543559189272e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.064657
HD 39091_4,HD 39091,4.534,0.027,1.234,1.811,18.287,1.08,1.533,,,4.516436,0.102557,4.832086912894981e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.064657
HD 39091_5,HD 39091,1.437,0.051,1.31,1.974,18.287,1.08,1.533,0.080355,256.420029,1.501909,0.466031,2.4177410767151257e-10,3510.0383476834377,0.9750106521342883,0.0824353124663289,0.4025979204839829,0.0007076190382621788,1,1,1,1,1,7,8,2040.064657
HD 39091_6,HD 39091,0.67,0.012,2.604,6.457,18.287,1.08,1.533,,,0.678035,0.249235,3.1602148332808063e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.064657
HD 19373_0,HD 19373,0.74,0.034,3.212,9.93,10.577,1.08,2.23,,,0.764739,0.767791,1.2380839510943982e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,1,7,2040.083026
HD 19373_2,HD 19373,0.724,0.048,1.483,3.085,10.577,1.08,2.23,0.067387,358.62334,0.753393,0.393779,1.2203421975245264e-09,46.58797535692022,0.012941104265811172,1.6099727643726192,0.8538045502332773,0.003715663236590808,1,1,1,1,1,2,7,2040.083026
HD 19373_3,HD 19373,0.676,0.061,1.037,1.075,10.577,1.08,2.23,,,0.716276,0.050175,8.659408198036057e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,7,2040.083026
HD 19373_6,HD 19373,0.114,0.04,2.433,8.086,10.577,1.08,2.23,,,0.113968,0.03519,9.191131601855632e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.083026
HD 19373_7,HD 19373,2.87,0.048,1.622,2.945,10.577,1.08,2.23,,,3.006382,0.324162,6.793882477463462e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,2,7,2040.083026
HD 86728 A_0,HD 86728 A,0.138,0.113,0.53,0.078,14.926,1.0,1.378,,,0.151403,0.906855,5.320776099939765e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.090323
HD 86728 A_1,HD 86728 A,1.194,0.049,0.519,0.144,14.926,1.0,1.378,,,1.206853,0.115412,1.2813153354801606e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.090323
HD 86728 A_2,HD 86728 A,1.586,0.024,0.736,0.367,14.926,1.0,1.378,,,1.6023,0.635914,6.935263075495099e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.090323
HD 86728 A_3,HD 86728 A,0.34,0.077,0.971,1.901,14.926,1.0,1.378,,,0.338005,0.371983,2.087849030440922e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.090323
HD 86728 A_4,HD 86728 A,3.143,0.15,2.985,16.709,14.926,1.0,1.378,0.124602,356.989799,2.853973,0.797966,5.287762887430783e-10,363.97474331412525,0.10110409536503479,0.2966561395880789,0.35698964751289597,0.000403563885121599,1,1,1,1,1,4,7,2040.090323
HD 86728 A_5,HD 86728 A,0.238,0.132,1.155,6.008,14.926,1.0,1.378,,,0.266081,0.146439,1.6013848009637928e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.090323
HD 86728 A_6,HD 86728 A,2.84,0.137,2.462,3.621,14.926,1.0,1.378,0.119963,187.079548,2.748638,0.804484,3.816172996682906e-10,625.0118541098418,0.1736144039194005,0.21145924490650272,0.358788186337463,0.00041555414395204587,1,1,1,1,1,5,7,2040.090323
HD 50692_0,HD 50692,3.95,0.04,2.831,10.297,17.405,1.08,1.293,0.215131,272.349866,3.7967,0.393198,1.4590789595282805e-10,5381.781753329391,1.4949393759248308,0.06024646865539864,0.3379921572832213,0.0002769139502571011,1,1,1,1,1,2,6,2040.095705
HD 50692_1,HD 50692,0.28,0.064,0.734,0.092,17.405,1.08,1.293,,,0.272578,0.704656,2.233347377914254e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2040.095705
HD 50692_2,HD 50692,0.513,0.081,1.798,3.652,17.405,1.08,1.293,,,0.547557,0.165305,1.0215189505903e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2040.095705
HD 50692_3,HD 50692,0.925,0.032,2.849,9.197,17.405,1.08,1.293,,,0.8954,0.685712,4.922901493988952e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2040.095705
HD 201091_1,HD 201091,1.051,0.108,0.699,0.293,3.497,0.68,0.142,,,1.10973,0.19359,5.0009035421543876e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,8,2040.106648
HD 201091_2,HD 201091,2.964,0.153,0.94,0.359,3.497,0.68,0.142,,,3.0973,0.138665,1.1720817108840297e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.106648
HD 201091_4,HD 201091,2.241,0.067,3.013,8.159,3.497,0.68,0.142,0.616259,184.781214,2.185414,0.258868,3.060943368585101e-10,632.8262471344476,0.17578506864845767,0.21137485978006768,0.36551657860591275,0.00046041009240837736,1,1,1,1,1,5,8,2040.106648
HD 142373_0,HD 142373,1.268,0.168,0.757,0.148,15.898,1.08,3.136,,,1.256922,0.176963,4.563483089124155e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,7,2040.109435
HD 142373_1,HD 142373,1.76,0.092,0.868,0.535,15.898,1.08,3.136,,,1.709665,0.189258,3.034711839538859e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.109435
HD 142373_2,HD 142373,0.834,0.129,2.923,6.259,15.898,1.08,3.136,,,0.741886,0.570051,6.291224946954824e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.109435
HD 142373_4,HD 142373,1.161,0.006,1.265,2.536,15.898,1.08,3.136,,,1.158631,0.022567,2.434492694038087e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,7,2040.109435
HD 142373_6,HD 142373,4.705,0.105,0.947,0.923,15.898,1.08,3.136,,,4.577112,0.529068,1.462278121738414e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.109435
HD 142373_7,HD 142373,1.878,0.051,2.611,6.816,15.898,1.08,3.136,0.06693,342.229475,1.800037,0.860493,1.0638863030749662e-09,146.47659387856734,0.04068794274404648,0.6653402953893863,0.6571174418820425,0.0024044158475825758,1,1,1,1,1,5,7,2040.109435
HD 142373_8,HD 142373,3.092,0.053,1.805,7.326,15.898,1.08,3.136,0.187576,112.163684,3.122942,0.46957,1.0640224271309274e-10,1660.9432298940494,0.46137311941501374,0.1267566233507754,0.41680229590659995,0.0008023148744129589,1,1,1,1,1,3,7,2040.109435
HD 109358_0,HD 109358,0.599,0.064,0.661,0.193,8.473,1.08,1.151,0.063662,98.931647,0.560815,0.422924,4.59256706321835e-10,310.94618675452125,0.08637394076514479,0.43998985404302976,0.7852069586535927,0.0032583459593929103,1,1,1,1,1,8,8,2040.145097
HD 109358_1,HD 109358,0.313,0.024,1.946,4.835,8.473,1.08,1.151,,,0.319424,0.654374,1.576927022838052e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.145097
HD 109358_3,HD 109358,0.172,0.066,1.409,1.609,8.473,1.08,1.151,,,0.178129,0.120656,5.668339873396342e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.145097
HD 109358_4,HD 109358,1.488,0.078,0.58,0.237,8.473,1.08,1.151,,,1.378549,0.33373,4.092818325019681e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.145097
HD 109358_5,HD 109358,3.968,0.05,3.285,25.806,8.473,1.08,1.151,0.181917,101.07385,4.116738,0.932339,3.714577428550927e-10,141.58356925804628,0.03932876923834619,0.6089213047803287,0.46227476927138744,0.0011054646968448752,1,1,1,1,1,3,8,2040.145097
HD 114710_0,HD 114710,1.415,0.117,0.681,0.147,9.197,1.11,1.357,,,1.405444,0.166367,2.5077843192925313e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.152895
HD 114710_1,HD 114710,0.314,0.116,0.63,1.142,9.197,1.11,1.357,,,0.336371,0.06965,1.497730207828257e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.152895
HD 114710_2,HD 114710,2.258,0.018,0.683,0.173,9.197,1.11,1.357,,,2.295665,0.872047,5.249857212876831e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.152895
HD 114710_4,HD 114710,0.861,0.053,0.898,0.439,9.197,1.11,1.357,,,0.874212,0.069851,4.491424392138739e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,4,7,2040.152895
HD 114710_5,HD 114710,0.124,0.109,3.108,17.681,9.197,1.11,1.357,,,0.110486,0.581118,2.426922210340082e-07,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2040.152895
HD 55575_0,HD 55575,1.084,0.09,0.727,0.186,16.852,1.14,1.463,,,0.98848,0.035382,1.2009937198723476e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,8,2040.20662
HD 55575_1,HD 55575,0.133,0.053,0.578,0.677,16.852,1.14,1.463,,,0.139283,0.284578,3.5730431552554106e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2040.20662
HD 149661_2,HD 149661,2.991,0.073,1.285,2.935,9.894,0.87,0.462,,,3.193873,0.587067,5.6358361075737274e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2040.219522
HD 149661_3,HD 149661,2.364,0.065,0.7,0.315,9.894,0.87,0.462,,,2.506541,0.12532,6.151022088026401e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2040.219522
HD 149661_5,HD 149661,3.155,0.051,2.936,7.428,9.894,0.87,0.462,0.105461,35.28449,3.031657,0.937789,7.210201713224714e-10,399.35184459454035,0.11093106794292787,0.27541266062327374,0.3427470487937155,0.00030861322699372894,1,1,1,1,1,4,6,2040.219522
HD 10780_0,HD 10780,0.841,0.11,1.077,1.181,10.041,0.9,0.516,,,0.919478,0.09754,7.135637903092112e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,4,8,2040.226762
HD 10780_3,HD 10780,2.25,0.098,1.348,1.367,10.041,0.9,0.516,,,2.274736,0.050028,1.045092991494813e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,8,2040.226762
HD 10780_4,HD 10780,2.669,0.102,2.513,12.001,10.041,0.9,0.516,,,2.568385,0.125658,8.57429153582491e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,5,8,2040.226762
