PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC,DetStatus,NDet,NObs,LastObs
HD 115617_3,HD 115617,0.199,0.073,3.38,9.207,8.534,0.97,0.825,0.014,316.802,0.186,0.033,2.6652266576186458e-09,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.878
HD 115617_4,HD 115617,2.599,0.104,0.763,0.148,8.534,0.97,0.825,0.035,129.436,2.858,0.995,4.656448733158296e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.878
HD 115617_5,HD 115617,2.098,0.045,1.487,2.107,8.534,0.97,0.825,0.239,39.421,2.057,0.256,5.143402123990607e-11,inf,inf,0.0,inf,inf,0,0,0,2,4,2035.878
HD 115617_6,HD 115617,3.003,0.084,0.942,1.034,8.534,0.97,0.825,0.278,257.276,3.237,0.055,2.2595702802202153e-12,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.878
HD 203608_0,HD 203608,2.203,0.092,1.79,4.377,9.258,1.14,1.466,0.213,40.633,2.296,0.104,1.5582901940670875e-11,inf,inf,0.0,inf,inf,0,0,0,1,3,2035.879
HD 203608_1,HD 203608,2.342,0.1,0.502,0.082,9.258,1.14,1.466,0.237,111.329,2.2,0.288,7.803662488740792e-12,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.879
HD 203608_2,HD 203608,2.74,0.062,1.086,0.793,9.258,1.14,1.466,0.285,233.841,2.663,0.253,2.6444845168942686e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.879
HD 203608_5,HD 203608,4.293,0.038,0.929,3.169,9.258,1.14,1.466,0.232,121.207,4.432,0.013,1.145818591871729e-13,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.879
HD 203608_6,HD 203608,0.526,0.072,0.985,2.729,9.258,1.14,1.466,0.043,61.258,0.518,0.066,9.626125489717922e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.879
HD 128621_0,HD 128621,0.181,0.076,0.591,0.128,1.332,0.94,0.503,0.081,288.98,0.168,0.035,2.6435978693894256e-10,72.85566453637318,0.020237684593436996,4.942893831025212,15.741804321466377,0.46336047770165156,1,1,1,5,5,2035.881
HD 128621_1,HD 128621,3.969,0.152,0.756,0.185,1.332,0.94,0.503,2.88,102.086,4.084,0.509,1.012311609388914e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.881
HD 128621_3,HD 128621,4.377,0.084,0.667,0.407,1.332,0.94,0.503,1.062,101.177,4.734,0.003,3.4430748552878986e-14,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.881
HD 128621_4,HD 128621,1.135,0.055,1.179,0.532,1.332,0.94,0.503,0.714,220.088,1.073,0.584,3.155301213577136e-10,8.742985573167102,0.0024286071036575285,7.632297617106347,2.7154563218704313,0.07257003771377325,1,1,1,3,5,2035.881
HD 4628_0,HD 4628,0.299,0.054,1.741,4.518,7.435,0.78,0.3,0.014,277.634,0.301,0.94,9.463442079601442e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.888
HD 4628_1,HD 4628,4.258,0.031,1.273,2.24,7.435,0.78,0.3,0.196,93.402,4.183,0.005,3.3383460905749844e-13,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.888
HD 4628_4,HD 4628,4.069,0.034,0.981,0.218,7.435,0.78,0.3,0.561,293.816,4.183,0.283,6.312070278423955e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.888
HD 4628_5,HD 4628,3.681,0.025,0.897,0.438,7.435,0.78,0.3,0.4,125.401,3.592,0.09,2.564940653979508e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.888
HD 4628_6,HD 4628,1.476,0.055,1.942,6.196,7.435,0.78,0.3,0.104,253.855,1.557,0.883,2.8487575549573375e-10,2068.085913340578,0.5744683092612717,0.10984975245102346,0.38489011317428845,0.0026530514528889703,1,1,1,5,7,2035.888
HD 10361_1,HD 10361,0.761,0.025,1.303,2.174,8.197,0.77,0.304,0.091,169.04,0.754,0.257,3.8364979618434607e-10,2044.2148222130077,0.5678374506147243,0.12099338813119705,0.4476727442599576,0.004536530385459045,1,1,1,6,7,2035.889
HD 10361_2,HD 10361,0.985,0.066,0.785,0.367,8.197,0.77,0.304,0.076,320.446,1.05,0.026,7.989664129497839e-12,inf,inf,0.0,inf,inf,0,0,0,3,7,2035.889
HD 10361_3,HD 10361,1.525,0.07,0.586,0.186,8.197,0.77,0.304,0.168,174.8,1.516,0.137,1.2092816025122247e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.889
HD 10361_4,HD 10361,4.037,0.084,0.501,0.163,8.197,0.77,0.304,0.487,354.232,4.095,0.216,1.6942835055836803e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.889
HD 39091_1,HD 39091,3.12,0.028,1.191,2.067,18.287,1.08,1.533,0.138,251.882,3.1,0.085,3.176939562178622e-12,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.89
HD 39091_2,HD 39091,2.865,0.029,0.677,0.368,18.287,1.08,1.533,0.153,228.413,2.851,0.223,6.637347105565296e-12,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.89
HD 39091_3,HD 39091,3.55,0.072,1.069,0.977,18.287,1.08,1.533,0.142,227.234,3.764,0.769,2.9451045056838367e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.89
HD 39091_4,HD 39091,4.534,0.027,1.234,2.966,18.287,1.08,1.533,0.249,210.287,4.594,0.386,1.8524279203250325e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.89
HD 39091_5,HD 39091,1.437,0.051,1.31,1.559,18.287,1.08,1.533,0.072,281.142,1.37,0.196,7.670104519581162e-11,inf,inf,0.0,inf,inf,0,0,0,2,3,2035.89
HD 39091_6,HD 39091,0.67,0.012,2.604,9.064,18.287,1.08,1.533,0.037,331.8,0.677,0.403,1.449407790777615e-09,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.89
HD 23249_0,HD 23249,2.38,0.039,0.804,0.126,9.089,0.87,2.941,0.268,346.797,2.45,0.26,1.94797032451656e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.892
HD 23249_1,HD 23249,2.348,0.031,1.487,4.098,9.089,0.87,2.941,0.18,67.177,2.279,0.051,7.537775414589499e-12,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.892
HD 20630_1,HD 20630,0.648,0.142,1.547,5.088,9.276,0.98,0.857,0.073,66.081,0.724,0.52,7.964580817668364e-10,326.9485587407774,0.09081904409466039,0.5247727019762154,1.115382089906062,0.02456781075484218,1,1,1,4,4,2035.893
HD 20630_5,HD 20630,1.387,0.083,0.621,0.099,9.276,0.98,0.857,0.158,56.369,1.502,0.436,2.833902958894764e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.893
HD 101501_3,HD 101501,0.112,0.069,1.262,1.452,9.576,0.94,0.609,0.009,292.42,0.117,0.706,3.5586023293081826e-08,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.9
HD 101501_7,HD 101501,0.888,0.054,0.887,1.019,9.576,0.94,0.609,0.027,356.565,0.93,0.002,1.513203657090642e-12,inf,inf,0.0,inf,inf,0,0,0,1,5,2035.9
HD 4391_0,HD 4391,0.363,0.182,1.471,2.308,15.049,0.98,0.923,0.016,103.392,0.362,0.04,1.0105808034250025e-10,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.901
HD 4391_1,HD 4391,1.544,0.114,0.614,0.21,15.049,0.98,0.923,0.045,238.44,1.449,0.012,9.771061437150864e-13,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.901
HD 4391_2,HD 4391,0.361,0.058,0.863,1.273,15.049,0.98,0.923,0.015,319.142,0.341,0.041,1.3907052898349693e-10,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.901
HD 4391_3,HD 4391,0.102,0.064,0.942,1.195,15.049,0.98,0.923,0.004,194.24,0.108,0.851,4.182290695960997e-08,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.901
HD 4391_4,HD 4391,0.526,0.038,2.712,4.443,15.049,0.98,0.923,0.031,319.813,0.518,0.568,5.303471353581737e-09,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.901
HD 53705_0,HD 53705,0.273,0.081,1.735,3.467,17.059,1.04,1.49,0.009,178.489,0.257,0.825,3.8465576127081656e-08,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.903
HD 53705_1,HD 53705,2.604,0.083,3.306,24.009,17.059,1.04,1.49,0.158,208.422,2.765,0.213,1.9127089467793607e-10,2482.4734751853157,0.6895759653292544,0.09382291069239625,0.3465426523145727,0.0015026276270974966,1,1,1,3,3,2035.903
HD 53705_2,HD 53705,1.597,0.089,2.478,8.577,17.059,1.04,1.49,0.087,19.761,1.545,0.459,4.216209470968251e-10,1285.9170479262443,0.35719917997951234,0.17283996860274953,0.5415934985493038,0.007354153014139431,1,1,1,2,3,2035.903
HD 53705_3,HD 53705,0.715,0.026,1.359,2.719,17.059,1.04,1.49,0.041,349.492,0.707,0.376,7.560482371395372e-10,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.903
HD 53705_4,HD 53705,0.527,0.092,2.437,13.612,17.059,1.04,1.49,0.024,211.258,0.488,0.629,6.521945334818879e-10,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.903
HD 156274 A_3,HD 156274 A,4.433,0.138,1.608,2.565,8.791,0.9,0.452,0.468,119.925,5.01,0.087,1.5926179590846476e-12,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.907
HD 72905_1,HD 72905,0.661,0.069,0.5,0.04,14.439,1.08,0.973,0.014,166.95,0.693,0.96,3.0020055817841705e-10,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.908
HD 72905_3,HD 72905,0.899,0.099,2.776,14.209,14.439,1.08,0.973,0.039,100.248,0.821,0.776,1.8233512345289748e-09,inf,inf,0.0,inf,inf,0,0,0,1,4,2035.908
HD 72905_4,HD 72905,0.923,0.214,1.407,1.358,14.439,1.08,0.973,0.018,107.906,0.795,0.951,1.7641549279881377e-09,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.908
HD 72905_5,HD 72905,3.175,0.086,0.525,0.039,14.439,1.08,0.973,0.219,120.807,3.214,0.412,6.23865956168047e-12,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.908
HD 209100_0,HD 209100,2.433,0.127,0.524,0.125,3.638,0.72,0.222,0.674,194.611,2.565,0.185,3.6049127664842703e-12,inf,inf,0.0,inf,inf,0,0,0,0,8,2035.91
HD 209100_1,HD 209100,1.218,0.094,0.54,0.063,3.638,0.72,0.222,0.229,118.137,1.254,0.039,3.3680479103056106e-12,inf,inf,0.0,inf,inf,0,0,0,0,8,2035.91
HD 209100_2,HD 209100,0.989,0.073,1.925,3.381,3.638,0.72,0.222,0.181,63.992,0.972,0.041,7.892190412256986e-11,inf,inf,0.0,inf,inf,0,0,0,7,8,2035.91
HD 209100_4,HD 209100,3.542,0.022,2.632,10.115,3.638,0.72,0.222,0.624,86.765,3.467,0.793,2.1257620976426138e-10,555.4260100760025,0.1542850027988896,0.24072077714447654,0.40970451279835196,0.003397483441610875,1,1,1,8,8,2035.91
HD 209100_5,HD 209100,0.635,0.076,0.931,1.048,3.638,0.72,0.222,0.132,173.499,0.592,0.081,6.674295697851454e-11,inf,inf,0.0,inf,inf,0,0,0,6,8,2035.91
HD 209100_6,HD 209100,1.701,0.082,0.885,0.188,3.638,0.72,0.222,0.428,235.043,1.569,0.377,5.4599070506590465e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2035.91
HD 209100_8,HD 209100,2.097,0.099,2.488,9.665,3.638,0.72,0.222,0.457,183.822,2.147,0.701,7.227156148043083e-10,89.94734355276745,0.02498537320910207,0.8182288701462447,0.40970451279835196,0.003397483441610875,1,1,1,8,8,2035.91
HD 209100_9,HD 209100,0.782,0.071,2.297,4.804,3.638,0.72,0.222,0.221,133.872,0.805,0.32,9.927212075395925e-10,59.903020161668195,0.01663972782268561,1.118202221837977,0.40970451279864245,0.0033974834416195896,1,1,1,8,8,2035.91
HD 209100_10,HD 209100,0.182,0.056,2.026,4.669,3.638,0.72,0.222,0.052,216.58,0.192,0.246,3.333232865188099e-08,inf,inf,0.0,inf,inf,0,0,0,0,8,2035.91
HD 209100_11,HD 209100,0.917,0.107,1.174,2.072,3.638,0.72,0.222,0.231,330.016,0.994,0.098,3.858515993173391e-11,inf,inf,0.0,inf,inf,0,0,0,5,8,2035.91
HD 165341 A_0,HD 165341 A,3.482,0.036,1.359,3.948,5.113,0.88,0.532,0.313,134.129,3.515,0.011,3.545512255929122e-13,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.911
HD 165341 A_2,HD 165341 A,0.277,0.022,2.947,9.091,5.113,0.88,0.532,0.007,89.535,0.28,0.993,6.846357664111571e-08,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.911
HD 165341 A_3,HD 165341 A,0.642,0.027,1.615,3.243,5.113,0.88,0.532,0.095,157.586,0.625,0.069,9.508327647003442e-11,inf,inf,0.0,inf,inf,0,0,0,2,5,2035.911
HD 90839_0,HD 90839,3.665,0.022,0.781,0.874,12.945,1.18,1.605,0.086,300.779,3.667,0.003,5.704415864580031e-14,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.912
HD 90839_1,HD 90839,0.191,0.094,1.403,2.547,12.945,1.18,1.605,0.012,303.544,0.199,0.064,6.303064394051755e-10,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.912
HD 90839_2,HD 90839,3.378,0.112,1.125,0.83,12.945,1.18,1.605,0.261,22.389,3.626,0.524,2.7009054287059844e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.912
HD 90839_5,HD 90839,0.15,0.051,2.273,8.926,12.945,1.18,1.605,0.01,271.245,0.143,0.17,1.6574087483319238e-08,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.912
HD 128620_0,HD 128620,1.567,0.074,0.945,1.071,1.332,1.11,1.521,0.241,158.935,1.682,0.982,1.744336486186381e-10,5.454887141847494,0.0015152464282909707,14.547804149143333,8.668587585131636,0.25116397561160936,1,1,1,1,3,2035.916
HD 128620_1,HD 128620,1.266,0.016,1.198,2.188,1.332,1.11,1.521,0.65,157.489,1.246,0.045,1.3614477190607108e-12,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.916
HD 166_0,HD 166,1.592,0.09,1.08,2.269,13.766,0.94,0.647,0.05,11.388,1.449,0.012,1.99458103048811e-12,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.923
HD 166_1,HD 166,0.635,0.021,0.515,0.073,13.766,0.94,0.647,0.044,84.16,0.646,0.163,5.404374611602722e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.923
HD 30495_0,HD 30495,1.934,0.08,0.989,0.82,13.24,1.04,0.966,0.125,111.741,1.866,0.121,1.845935965423202e-11,inf,inf,0.0,inf,inf,0,0,0,1,4,2035.927
HD 30495_2,HD 30495,0.416,0.06,1.179,2.252,13.24,1.04,0.966,0.015,189.72,0.43,0.011,3.6354500152656016e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.927
HD 30495_3,HD 30495,1.848,0.089,0.623,0.444,13.24,1.04,0.966,0.116,41.645,2.012,0.065,2.7443595932450367e-12,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.927
HD 155886_1,HD 155886,0.511,0.064,0.698,0.774,5.952,0.85,0.327,0.086,194.886,0.512,0.305,2.8589770579186256e-10,1707.4511739280317,0.4742919927577866,0.18179223794257993,0.7086797740954704,0.01236674128052443,1,1,1,6,7,2035.929
HD 155886_2,HD 155886,0.232,0.069,1.589,3.614,5.952,0.85,0.327,0.036,32.962,0.235,0.557,1.8352010729276973e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.929
HD 155886_3,HD 155886,1.253,0.044,2.915,7.412,5.952,0.85,0.327,0.189,23.393,1.224,0.542,1.0041986127199524e-09,92.80318094681654,0.025778661374115705,0.781703789929013,0.3750937299764471,0.0023591599569537285,1,1,1,5,7,2035.929
HD 155886_4,HD 155886,0.305,0.028,0.94,0.303,5.952,0.85,0.327,0.049,177.106,0.297,0.419,2.975534619112723e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.929
HD 155886_5,HD 155886,0.201,0.128,1.339,4.271,5.952,0.85,0.327,0.031,12.939,0.227,0.082,1.9093744600234646e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.929
HD 155886_6,HD 155886,0.316,0.044,0.948,2.64,5.952,0.85,0.327,0.049,98.688,0.302,0.469,1.9237244531805643e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.929
HD 155886_7,HD 155886,0.59,0.079,3.352,14.032,5.952,0.85,0.327,0.1,347.6,0.63,0.174,2.234198158270303e-09,41.46838145017735,0.011518994847271485,1.556711000883051,0.4927160570157603,0.0058878297681331255,1,1,1,7,7,2035.929
HD 155886_8,HD 155886,3.879,0.087,2.635,8.111,5.952,0.85,0.327,0.667,188.764,3.982,0.283,1.1479309197967789e-10,2895.4948071218714,0.8043041130894087,0.09026584245909046,0.37509372284975473,0.002359159743152959,1,1,1,2,7,2035.929
HD 95128_1,HD 95128,2.285,0.074,0.586,0.09,13.887,1.07,1.577,0.083,205.541,2.432,0.012,3.281970119311275e-13,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.93
HD 95128_2,HD 95128,4.586,0.035,0.538,0.124,13.887,1.07,1.577,0.111,70.953,4.733,0.004,2.7277336514752224e-14,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.93
HD 95128_3,HD 95128,0.343,0.031,2.771,10.652,13.887,1.07,1.577,0.016,340.762,0.337,0.779,1.421681923999557e-08,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.93
HD 95128_4,HD 95128,2.15,0.173,1.218,2.292,13.887,1.07,1.577,0.069,163.245,2.067,0.011,6.177243177771576e-13,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.93
HD 95128_5,HD 95128,0.6,0.105,2.299,9.543,13.887,1.07,1.577,0.044,59.713,0.659,0.536,2.4677550233460873e-09,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.93
HD 95128_6,HD 95128,0.335,0.024,2.419,8.44,13.887,1.07,1.577,0.019,52.206,0.33,0.675,2.4721517201191143e-08,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.93
HD 95128_7,HD 95128,0.847,0.089,1.394,3.307,13.887,1.07,1.577,0.047,221.596,0.789,0.086,9.807640848930501e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.93
HD 95128_8,HD 95128,0.588,0.034,2.182,6.517,13.887,1.07,1.577,0.033,218.443,0.593,0.707,2.9527428031977698e-09,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.93
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,2.132,5.01,0.86,0.41,0.064,341.825,0.464,0.771,2.3356818614251445e-09,51.468052252872276,0.01429668118135341,1.8720965683963784,1.7158543166339453,0.042581977556678675,1,1,1,4,6,2035.934
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.039,5.01,0.86,0.41,0.063,235.559,0.355,0.119,1.3348641685475938e-10,-1133.9345640205443,-0.31498182333904007,0.10423553398375457,1.7239604412997303,0.042825161296652224,1,1,1,5,6,2035.934
HD 192310_0,HD 192310,1.267,0.07,0.641,0.153,8.812,0.77,0.404,0.042,203.772,1.328,0.962,1.4676186205346443e-10,inf,inf,0.0,inf,inf,0,0,0,1,6,2035.938
HD 192310_1,HD 192310,1.472,0.082,2.73,11.177,8.812,0.77,0.404,0.15,212.246,1.355,0.442,1.6781048864379528e-09,103.8653679437894,0.028851491095497055,0.700428526011247,0.33932542698082874,0.0012861108670851782,1,1,1,6,6,2035.938
HD 192310_2,HD 192310,0.631,0.109,2.544,15.688,8.812,0.77,0.404,0.06,112.215,0.605,0.116,1.3341447471709225e-09,664.5174640032388,0.1845881844453441,0.28762060596817207,0.7246259269614853,0.012845125866504874,1,1,1,3,6,2035.938
HD 192310_3,HD 192310,0.091,0.084,2.458,5.736,8.812,0.77,0.404,0.007,83.887,0.089,0.045,1.5357123148592048e-08,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.938
HD 155885_0,HD 155885,0.424,0.016,1.08,0.596,5.948,0.85,0.332,0.069,255.345,0.429,0.186,6.207298746498615e-10,938.0939150426719,0.2605816430674089,0.29881954489821766,0.9966945312456321,0.02100718399502928,1,1,1,7,7,2035.942
HD 155885_1,HD 155885,0.125,0.137,2.355,5.439,5.948,0.85,0.332,0.019,292.734,0.128,0.117,1.4549596999766929e-08,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.942
HD 155885_4,HD 155885,2.293,0.052,0.991,0.938,5.948,0.85,0.332,0.403,126.924,2.394,0.312,3.1677217814998876e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.942
HD 147513_0,HD 147513,1.541,0.04,0.645,0.196,12.892,1.07,1.001,0.115,20.502,1.488,0.32,3.535116811420334e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.947
HD 147513_1,HD 147513,1.513,0.099,0.537,0.067,12.892,1.07,1.001,0.104,154.863,1.398,0.195,1.1681197313679226e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.947
HD 147513_2,HD 147513,4.633,0.075,1.379,2.987,12.892,1.07,1.001,0.285,255.527,4.287,0.619,3.9611314891207005e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.947
HD 147513_4,HD 147513,0.196,0.111,0.74,0.142,12.892,1.07,1.001,0.016,32.582,0.217,0.147,1.2379878691757635e-09,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.947
HD 147513_5,HD 147513,4.52,0.075,0.624,0.074,12.892,1.07,1.001,0.341,84.314,4.473,0.23,2.5003932455136877e-12,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.947
HD 147513_6,HD 147513,1.743,0.075,1.796,4.592,12.892,1.07,1.001,0.113,330.578,1.842,0.073,1.5878918521822757e-11,inf,inf,0.0,inf,inf,0,0,0,2,4,2035.947
HD 147513_7,HD 147513,2.47,0.028,0.667,0.678,12.892,1.07,1.001,0.046,112.222,2.44,0.972,3.7098889223800414e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.947
HD 100623 A_0,HD 100623 A,4.014,0.105,2.503,6.2,9.559,0.88,0.37,0.426,250.453,4.092,0.275,4.071877707601508e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.956
HD 100623 A_2,HD 100623 A,0.102,0.086,0.559,0.038,9.559,0.88,0.37,0.01,117.054,0.102,0.411,4.0232868956851955e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.956
HD 100623 A_3,HD 100623 A,4.384,0.075,1.441,2.489,9.559,0.88,0.37,0.119,239.489,4.713,0.972,4.9173127816805035e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.956
HD 100623 A_4,HD 100623 A,2.524,0.072,0.66,0.245,9.559,0.88,0.37,0.25,165.38,2.663,0.128,3.432928578065741e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.956
HD 100623 A_5,HD 100623 A,4.18,0.038,0.734,0.481,9.559,0.88,0.37,0.359,21.743,4.08,0.637,1.0596733143558018e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.956
HD 100623 A_6,HD 100623 A,0.362,0.165,0.555,0.193,9.559,0.88,0.37,0.037,211.577,0.356,0.228,2.4599591685012554e-10,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.956
HD 100623 A_7,HD 100623 A,4.073,0.068,1.365,3.3,9.559,0.88,0.37,0.379,226.429,3.807,0.18,5.1770793161645616e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.956
HD 37394_0,HD 37394,1.839,0.051,0.552,0.135,12.27,0.88,0.478,0.066,4.179,1.746,0.011,6.714872512974736e-13,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.963
HD 37394_1,HD 37394,0.501,0.058,1.934,8.22,12.27,0.88,0.478,0.04,96.049,0.497,0.254,3.3432710079478575e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.963
HD 37394_3,HD 37394,1.245,0.044,1.502,3.708,12.27,0.88,0.478,0.099,204.033,1.228,0.26,1.1276387104136901e-10,36464.90960804687,10.129141557790799,0.027644482667622018,0.36888824579507284,0.0021729954315125016,1,1,1,4,6,2035.963
HD 37394_5,HD 37394,0.152,0.102,1.111,1.26,12.27,0.88,0.478,0.01,20.534,0.142,0.644,1.4978173859312072e-08,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.963
HD 37394_9,HD 37394,0.863,0.077,0.726,0.488,12.27,0.88,0.478,0.06,231.392,0.809,0.554,2.826657860222673e-10,inf,inf,0.0,inf,inf,0,0,0,1,6,2035.963
HD 37394_10,HD 37394,0.093,0.059,3.205,19.869,12.27,0.88,0.478,0.007,113.46,0.088,0.417,1.8720282604841404e-07,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.963
HD 37394_11,HD 37394,1.171,0.065,2.415,8.838,12.27,0.88,0.478,0.089,187.432,1.095,0.298,6.772304228974505e-10,1195.407549072714,0.3320576525201983,0.15607951179693036,0.42142605433856856,0.0037491296878173733,1,1,1,6,6,2035.963
HD 37394_15,HD 37394,0.222,0.142,1.093,2.551,12.27,0.88,0.478,0.015,331.113,0.198,0.14,7.433653055222839e-10,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.963
HD 37394_16,HD 37394,2.623,0.055,2.621,4.867,12.27,0.88,0.478,0.109,315.649,2.479,0.019,4.606192101797486e-12,inf,inf,0.0,inf,inf,0,0,0,1,6,2035.963
HD 185144_1,HD 185144,0.747,0.07,0.5,0.186,5.764,0.87,0.434,0.128,102.701,0.793,0.154,2.9218529301573845e-11,inf,inf,0.0,inf,inf,0,0,0,2,6,2035.964
HD 185144_3,HD 185144,0.688,0.135,2.317,5.722,5.764,0.87,0.434,0.116,245.649,0.772,0.608,1.136703845716465e-09,55.653242309800866,0.015459233974944685,1.2037403158183868,0.44094929091549945,0.0043348267851253,1,1,1,6,6,2035.964
HD 20794_0,HD 20794,4.322,0.17,2.962,9.511,6.041,0.97,0.654,0.53,192.802,4.109,0.07,3.194630619221942e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.966
HD 20794_1,HD 20794,2.398,0.095,1.302,1.37,6.041,0.97,0.654,0.421,45.949,2.568,0.39,5.497371779545943e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.966
HD 149661_2,HD 149661,2.991,0.073,1.285,2.457,9.894,0.87,0.462,0.271,319.604,2.942,0.14,2.901362309118415e-12,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.967
HD 149661_3,HD 149661,2.364,0.065,0.7,0.667,9.894,0.87,0.462,0.161,194.891,2.516,0.033,9.678046217313704e-13,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.967
HD 149661_5,HD 149661,3.155,0.051,2.936,9.958,9.894,0.87,0.462,0.275,50.695,3.1,0.117,8.307673438177539e-11,inf,inf,0.0,inf,inf,0,0,0,5,6,2035.967
HD 219134_0,HD 219134,1.298,0.068,3.021,8.443,6.542,0.75,0.266,0.141,199.185,1.379,0.784,1.0580751109641033e-09,156.29528857917225,0.04341535793865896,0.5224376034631382,0.34779168122756077,0.0015400984944871385,1,1,1,6,8,2035.968
HD 219134_1,HD 219134,0.107,0.06,0.589,0.116,6.542,0.75,0.266,0.013,23.351,0.102,0.651,9.770399389951526e-09,inf,inf,0.0,inf,inf,0,0,0,0,8,2035.968
