PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC,DetStatus,NDet,NObs,LastObs
HD 190360_5,HD 190360,0.581,0.08,1.934,3.212,16.003,0.96,1.165,0.034,75.863,0.592,0.147,7.621709836257262e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.041
HD 201091_1,HD 201091,1.051,0.108,0.699,0.461,3.497,0.68,0.142,0.331,69.033,1.159,0.294,5.3574440312649566e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.042
HD 201091_2,HD 201091,2.964,0.153,0.94,1.051,3.497,0.68,0.142,0.278,103.792,2.61,0.006,3.745938103700232e-13,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.042
HD 201091_4,HD 201091,2.241,0.067,3.013,11.536,3.497,0.68,0.142,0.285,83.916,2.376,0.008,9.134291579632727e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.042
HD 147513_0,HD 147513,1.541,0.04,0.645,0.196,12.892,1.07,1.001,0.123,207.216,1.598,0.361,3.4648441198742145e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.044
HD 147513_1,HD 147513,1.513,0.099,0.537,0.067,12.892,1.07,1.001,0.12,347.936,1.638,0.498,2.1745569501687036e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.044
HD 147513_2,HD 147513,4.633,0.075,1.379,2.987,12.892,1.07,1.001,0.334,222.32,4.335,0.384,2.406566444403292e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.044
HD 147513_4,HD 147513,0.196,0.111,0.74,0.142,12.892,1.07,1.001,0.01,57.897,0.202,0.805,7.86870314309512e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.044
HD 147513_5,HD 147513,4.52,0.075,0.624,0.074,12.892,1.07,1.001,0.342,68.511,4.672,0.504,5.007683953238895e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.044
HD 147513_6,HD 147513,1.743,0.075,1.796,4.592,12.892,1.07,1.001,0.095,185.117,1.615,0.712,2.0183943420316693e-10,3168.114228573273,0.8800317301592425,0.10409516001666397,0.489852188717462,0.005801913719184176,1,1,1,1,1,2035.044
HD 147513_7,HD 147513,2.47,0.028,0.667,0.678,12.892,1.07,1.001,0.183,326.524,2.407,0.417,1.634498367016366e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.044
HD 95735_0,HD 95735,0.673,0.041,0.901,0.817,2.546,0.44,0.02,0.23,74.451,0.67,0.6,4.4482919337458114e-10,10633.747775990383,2.9538188266639955,0.039940667805690444,0.3054756786342458,0.00027061841668769073,1,1,1,2,2,2035.045
HD 95735_2,HD 95735,0.392,0.078,0.638,0.071,2.546,0.44,0.02,0.146,86.183,0.411,0.136,2.1636700589904234e-10,44571.17458880981,12.380881830224947,0.01898221853597309,0.3054959356823773,0.00027122612813163574,1,0,0,0,2,2035.045
HD 95735_3,HD 95735,0.164,0.146,0.847,0.43,2.546,0.44,0.02,0.068,143.61,0.183,0.18,2.5128889745138722e-09,1283.6486155980585,0.3565690598883496,0.14238302242868714,0.38053732594245193,0.0025224678359338747,1,1,1,1,2,2035.045
HD 95735_4,HD 95735,2.481,0.023,1.454,2.418,2.546,0.44,0.02,0.649,314.486,2.511,0.79,1.4342330027462228e-10,95268.90846219963,26.46358568394434,0.012936718058431272,0.3054756786342448,0.0002706184166876608,1,0,0,0,2,2035.045
HD 95735_6,HD 95735,0.163,0.047,1.008,0.827,2.546,0.44,0.02,0.016,7.622,0.156,0.966,2.3188980876838283e-08,inf,inf,0.0,inf,inf,0,0,0,1,2,2035.045
HD 10700_0,HD 10700,1.625,0.099,0.563,0.125,3.652,0.94,0.506,0.44,30.482,1.679,0.476,3.281564072915207e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.047
HD 146233_0,HD 146233,0.356,0.047,2.679,12.782,14.137,1.02,1.094,0.024,180.646,0.34,0.292,1.1000714789712397e-08,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.048
HD 146233_1,HD 146233,0.206,0.044,2.032,4.046,14.137,1.02,1.094,0.012,148.85,0.198,0.657,4.5801291293101634e-08,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.048
HD 146233_4,HD 146233,0.539,0.141,1.433,2.618,14.137,1.02,1.094,0.03,315.841,0.506,0.091,1.3253099835226603e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.048
HD 20794_0,HD 20794,4.322,0.17,2.962,9.511,6.041,0.97,0.654,0.414,145.697,4.564,0.02,7.410871184167969e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.049
HD 20794_1,HD 20794,2.398,0.095,1.302,1.37,6.041,0.97,0.654,0.214,334.523,2.255,0.023,4.248355060814814e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.049
HD 155886_1,HD 155886,0.511,0.064,0.698,0.774,5.952,0.85,0.327,0.086,122.921,0.543,0.169,1.4093092706856823e-10,82967.21231967544,23.04644786657651,0.0895522744434227,0.7101468058799902,0.012410752234060024,1,0,0,0,1,2035.051
HD 155886_2,HD 155886,0.232,0.069,1.589,3.614,5.952,0.85,0.327,0.017,330.861,0.216,0.013,5.1031311946910384e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.051
HD 155886_3,HD 155886,1.253,0.044,2.915,7.412,5.952,0.85,0.327,0.209,190.448,1.262,0.24,4.1826604441626893e-10,323.0094511861905,0.08972484755171958,0.3267015431544656,0.37509372286326526,0.002359159743558273,1,1,1,1,1,2035.051
HD 155886_4,HD 155886,0.305,0.028,0.94,0.303,5.952,0.85,0.327,0.023,255.876,0.304,0.902,6.088004292127719e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.051
HD 155886_5,HD 155886,0.201,0.128,1.339,4.271,5.952,0.85,0.327,0.034,17.207,0.226,0.135,3.156362968883083e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.051
HD 155886_6,HD 155886,0.316,0.044,0.948,2.64,5.952,0.85,0.327,0.054,260.238,0.33,0.207,7.144263845879719e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.051
HD 155886_7,HD 155886,0.59,0.079,3.352,14.032,5.952,0.85,0.327,0.103,48.91,0.625,0.412,5.361058292945091e-09,14.522437258261817,0.0040340103495171715,3.7864767406985687,0.4624301571117238,0.004979252771012031,1,1,1,1,1,2035.051
HD 155886_8,HD 155886,3.879,0.087,2.635,8.111,5.952,0.85,0.327,0.672,155.647,4.152,0.196,7.318124226156695e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.051
HD 102365_0,HD 102365,1.154,0.024,2.235,5.761,9.319,1.02,0.844,0.116,122.965,1.126,0.194,7.984351275507586e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.052
HD 102365_1,HD 102365,4.021,0.031,1.113,1.591,9.319,1.02,0.844,0.332,280.988,4.146,0.059,1.843500883373842e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.052
HD 102365_2,HD 102365,0.113,0.031,0.976,1.372,9.319,1.02,0.844,0.009,204.773,0.115,0.723,2.9338993497926382e-08,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.052
HD 155885_0,HD 155885,0.424,0.016,1.08,0.596,5.948,0.85,0.332,0.072,255.502,0.43,0.283,9.400698360874359e-10,330.91347870746824,0.09192041075207451,0.4809898789755196,0.953018982273953,0.019696917525878904,1,1,1,1,1,2035.053
HD 155885_1,HD 155885,0.125,0.137,2.355,5.439,5.948,0.85,0.332,0.014,128.77,0.124,0.783,1.047840278654629e-07,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.053
HD 155885_4,HD 155885,2.293,0.052,0.991,0.938,5.948,0.85,0.332,0.255,57.888,2.371,0.803,8.327623604759488e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.053
HD 50692_0,HD 50692,3.95,0.04,2.831,7.857,17.405,1.08,1.293,0.173,242.357,4.0,0.72,1.0535516814150783e-10,10464.605886408439,2.9068349684467885,0.04313585943566121,0.33799242175141675,0.0012461207102028196,1,1,1,1,1,2035.055
HD 50692_1,HD 50692,0.28,0.064,0.734,0.807,17.405,1.08,1.293,0.01,176.732,0.264,0.043,1.625663355143023e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.055
HD 50692_2,HD 50692,0.513,0.081,1.798,4.058,17.405,1.08,1.293,0.024,137.242,0.542,0.71,3.4320093232799013e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.055
HD 50692_3,HD 50692,0.925,0.032,2.849,17.557,17.405,1.08,1.293,0.052,72.943,0.903,0.283,6.721233697286556e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.055
HD 20630_1,HD 20630,0.648,0.142,1.547,5.088,9.276,0.98,0.857,0.067,189.12,0.629,0.259,5.246302381295277e-10,1259.113662615096,0.34975379517086,0.30966563524012886,1.2095715185879383,0.027393493615298473,1,1,1,1,1,2035.056
HD 20630_5,HD 20630,1.387,0.083,0.621,0.099,9.276,0.98,0.857,0.133,234.163,1.272,0.211,1.9126031977621724e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.056
HD 115617_0,HD 115617,1.956,0.004,0.732,0.237,8.534,0.97,0.825,0.228,205.121,1.962,0.261,2.1348040677153458e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.058
HD 115617_1,HD 115617,0.76,0.09,2.931,11.127,8.534,0.97,0.825,0.062,106.821,0.748,0.754,4.113330442548848e-09,33.07178560406786,0.009186607112241073,2.3584915418167394,1.3620233485174826,0.0319670485131848,1,1,1,1,1,2035.058
HD 115617_2,HD 115617,0.621,0.047,0.562,0.038,8.534,0.97,0.825,0.07,64.936,0.636,0.167,6.380216116154213e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.058
HD 115617_3,HD 115617,0.199,0.073,3.38,9.207,8.534,0.97,0.825,0.016,243.232,0.185,0.054,4.334961159163543e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.058
HD 115617_4,HD 115617,2.599,0.104,0.763,0.148,8.534,0.97,0.825,0.291,112.544,2.785,0.576,2.841697926550818e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.058
HD 115617_5,HD 115617,2.098,0.045,1.487,2.107,8.534,0.97,0.825,0.175,298.068,2.021,0.73,1.517579408952079e-10,1097.0020525767654,0.3047227923824348,0.16027662442194274,0.40351761652753065,0.0032118765534862354,1,1,1,1,1,2035.058
HD 115617_6,HD 115617,3.003,0.084,0.942,1.034,8.534,0.97,0.825,0.167,173.498,3.068,0.012,5.30972870542424e-13,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.058
HD 217987_0,HD 217987,3.278,0.032,3.1,11.412,3.287,0.49,0.036,0.956,163.53,3.26,0.197,1.4052859965144584e-10,84417.55502801022,23.44932084111395,0.013784597190988058,0.30626432131490483,0.00029427769710746145,1,0,0,0,2,2035.059
HD 217987_1,HD 217987,0.104,0.158,2.049,5.502,3.287,0.49,0.036,0.036,358.666,0.12,0.345,4.388474074770674e-08,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.059
HD 20807_0,HD 20807,0.337,0.072,1.793,5.585,12.039,1.07,1.017,0.028,197.806,0.351,0.491,6.250731452298832e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.06
HD 20807_1,HD 20807,1.546,0.069,0.954,0.674,12.039,1.07,1.017,0.094,124.816,1.637,0.764,1.5789377148423897e-10,4949.283774522909,1.3748010484785858,0.09200008519765136,0.5267252269647189,0.006908104866601884,1,1,1,1,1,2035.06
HD 20807_2,HD 20807,2.979,0.055,2.038,5.953,12.039,1.07,1.017,0.192,98.73,3.009,0.066,2.7309160847252037e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.06
HD 10476_0,HD 10476,0.171,0.07,0.738,0.586,7.644,0.85,0.454,0.014,198.985,0.172,0.035,3.909958504942031e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.062
HD 202560_0,HD 202560,0.846,0.075,1.59,3.098,3.97,0.59,0.083,0.147,248.282,0.83,0.758,3.463604976066119e-10,5175.613811038624,1.4376705030662844,0.05960376260612523,0.3141767942276805,0.000531651884490732,1,1,1,1,1,2035.063
HD 202560_1,HD 202560,0.552,0.052,0.674,0.277,3.97,0.59,0.083,0.133,315.527,0.534,0.25,2.442855370756421e-10,10220.380073518048,2.8389944648661247,0.041490966105056024,0.31456228396154473,0.0005432165765066583,1,1,1,1,1,2035.063
HD 202560_3,HD 202560,0.867,0.117,1.589,3.993,3.97,0.59,0.083,0.234,269.069,0.942,0.412,7.58642015721062e-10,1230.2061120382725,0.34172392001063123,0.13359426418929035,0.31414132836545827,0.0005305879086240654,1,1,1,1,1,2035.063
HD 202560_4,HD 202560,2.302,0.14,0.558,0.242,3.97,0.59,0.083,0.504,254.089,2.279,0.117,3.4971447759433883e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.063
HD 202560_5,HD 202560,3.244,0.082,0.847,0.597,3.97,0.59,0.083,0.698,207.773,3.459,0.078,2.3516966367181094e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.063
HD 202560_6,HD 202560,0.414,0.085,0.785,0.52,3.97,0.59,0.083,0.106,5.973,0.435,0.455,8.452681989457667e-10,1242.7695809858944,0.34521377249608176,0.13556636716416276,0.32934450754368033,0.0009866832839707266,1,1,1,1,1,2035.063
HD 209100_0,HD 209100,2.433,0.127,0.524,0.125,3.638,0.72,0.222,0.373,181.82,2.218,0.82,2.1396659855609177e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.064
HD 209100_1,HD 209100,1.218,0.094,0.54,0.063,3.638,0.72,0.222,0.199,309.701,1.179,0.819,8.092793227482836e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.064
HD 209100_2,HD 209100,0.989,0.073,1.925,3.381,3.638,0.72,0.222,0.291,157.17,1.06,0.302,4.842890116805289e-10,156.77929373506828,0.043549803815296745,0.547468391274228,0.40970451279835196,0.003397483441610875,1,1,1,1,1,2035.064
HD 209100_4,HD 209100,3.542,0.022,2.632,10.115,3.638,0.72,0.222,0.911,54.323,3.499,0.495,1.302426244642432e-10,1288.5048151926553,0.35791800422018205,0.14749628176014612,0.40970451279835196,0.003397483441610875,1,1,1,1,1,2035.064
HD 209100_5,HD 209100,0.635,0.076,0.931,1.048,3.638,0.72,0.222,0.155,15.533,0.665,0.632,4.1103259609785205e-10,205.12992113709572,0.056980533649193255,0.45516000407317764,0.40975371364381474,0.0033989594669747583,1,1,1,1,1,2035.064
HD 209100_6,HD 209100,1.701,0.082,0.885,0.188,3.638,0.72,0.222,0.257,66.032,1.735,0.019,2.246039764216217e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.064
HD 209100_8,HD 209100,2.097,0.099,2.488,9.665,3.638,0.72,0.222,0.423,51.625,1.896,0.667,8.823433447067222e-10,69.21799562044484,0.019227221005679123,0.9988436733328561,0.40970451279835196,0.003397483441610875,1,1,1,1,1,2035.064
HD 209100_9,HD 209100,0.782,0.071,2.297,4.804,3.638,0.72,0.222,0.222,124.529,0.816,0.395,1.1917668243277639e-09,47.653806881308725,0.013237168578141313,1.3424774567914488,0.4097045127985913,0.0033974834416180552,1,1,1,1,1,2035.064
HD 209100_10,HD 209100,0.182,0.056,2.026,4.669,3.638,0.72,0.222,0.052,157.849,0.189,0.386,5.3472389104568056e-08,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.064
HD 209100_11,HD 209100,0.917,0.107,1.174,2.072,3.638,0.72,0.222,0.198,45.94,0.896,0.079,3.813426807834489e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.064
HD 65907 A_0,HD 65907 A,0.584,0.099,0.585,0.169,16.172,1.11,1.29,0.024,287.919,0.541,0.758,3.314243902501168e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.066
HD 65907 A_1,HD 65907 A,1.316,0.075,0.982,0.805,16.172,1.11,1.29,0.047,228.385,1.414,0.018,4.759381668316875e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.066
HD 65907 A_2,HD 65907 A,1.009,0.058,1.202,1.577,16.172,1.11,1.29,0.055,26.144,0.953,0.514,4.4500808164597374e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.066
HD 185144_1,HD 185144,0.747,0.07,0.5,0.186,5.764,0.87,0.434,0.075,295.751,0.71,0.029,6.807319779189362e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.067
HD 185144_3,HD 185144,0.688,0.135,2.317,5.722,5.764,0.87,0.434,0.108,81.565,0.624,0.285,8.158612899721453e-10,91.75529961565917,0.02548758322657199,0.8450640679811859,0.4891257726008787,0.005780121235686678,1,1,1,1,1,2035.067
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,2.132,5.01,0.86,0.41,0.073,224.477,0.509,0.052,1.3001132544259238e-10,-1675.7527690958252,-0.4654868803043959,0.12888802446110345,1.5046942970448742,0.03624717696900655,1,1,1,1,1,2035.068
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.039,5.01,0.86,0.41,0.061,246.191,0.358,0.106,1.1668857163241584e-10,-1072.7013999427409,-0.2979726110952058,0.0877303372213201,1.7312508449819897,0.04304387340712001,1,1,1,1,1,2035.068
HD 39091_1,HD 39091,3.12,0.028,1.191,2.067,18.287,1.08,1.533,0.14,182.643,3.178,0.08,2.870683219700666e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.07
HD 39091_2,HD 39091,2.865,0.029,0.677,0.368,18.287,1.08,1.533,0.039,196.716,2.785,0.002,5.902840716129011e-14,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.07
HD 39091_3,HD 39091,3.55,0.072,1.069,0.977,18.287,1.08,1.533,0.19,192.87,3.606,0.461,1.9237924936769093e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.07
HD 39091_4,HD 39091,4.534,0.027,1.234,2.966,18.287,1.08,1.533,0.194,206.293,4.529,0.695,3.432449500126607e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.07
HD 39091_5,HD 39091,1.437,0.051,1.31,1.559,18.287,1.08,1.533,0.08,98.275,1.504,0.457,1.4812311471964259e-10,-18568.45968368209,-5.157905467689469,0.05080640785762189,0.6095836503571522,0.009393857568374884,1,1,1,1,1,2035.07
HD 39091_6,HD 39091,0.67,0.012,2.604,9.064,18.287,1.08,1.533,0.036,136.397,0.662,0.347,1.307843508116957e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.07
HD 95735_0,HD 95735,0.673,0.041,0.901,0.817,2.546,0.44,0.02,0.251,79.217,0.675,0.496,3.6141038143602006e-10,15736.453783150551,4.371237161986264,0.03249553185749599,0.3054756786342448,0.0002706184166876608,1,1,1,3,3,2035.071
HD 95735_2,HD 95735,0.392,0.078,0.638,0.071,2.546,0.44,0.02,0.164,89.722,0.419,0.294,4.5103166375395153e-10,10615.091406564461,2.9486365018234615,0.039977848331190814,0.3054761175513286,0.0002706315842001742,1,1,1,1,3,2035.071
HD 95735_3,HD 95735,0.164,0.146,0.847,0.43,2.546,0.44,0.02,0.065,221.51,0.181,0.144,2.0581120230352296e-09,2140.457932687536,0.5945716479687599,0.10773404336529943,0.38438244519864906,0.002637821413619789,1,1,1,2,3,2035.071
HD 95735_4,HD 95735,2.481,0.023,1.454,2.418,2.546,0.44,0.02,0.668,314.939,2.509,0.776,1.4110096165617184e-10,98435.97006784791,27.34332501884664,0.012727346086408822,0.3054756786342448,0.0002706184166876608,1,0,0,0,3,2035.071
HD 95735_6,HD 95735,0.163,0.047,1.008,0.827,2.546,0.44,0.02,0.065,111.291,0.166,0.283,5.96256228915763e-09,349.9794016275787,0.09721650045210518,0.31299340055631003,0.38428469919612496,0.0026348890335440656,1,1,1,2,3,2035.071
HD 55575_0,HD 55575,1.084,0.09,0.727,0.241,16.852,1.14,1.463,0.059,114.017,1.014,0.419,1.227006823868383e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.073
HD 55575_1,HD 55575,0.133,0.053,0.578,0.071,16.852,1.14,1.463,0.006,329.611,0.126,0.653,6.9312213811064714e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.073
HD 86728 A_0,HD 86728 A,0.138,0.113,0.53,0.088,14.926,1.0,1.378,0.009,8.028,0.138,0.373,3.1380988377938873e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.074
HD 86728 A_1,HD 86728 A,1.194,0.049,0.519,0.058,14.926,1.0,1.378,0.053,235.831,1.248,0.033,3.1031829525567076e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.074
HD 86728 A_2,HD 86728 A,1.586,0.024,0.736,0.754,14.926,1.0,1.378,0.087,107.322,1.574,0.086,8.922679821501068e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.074
HD 86728 A_3,HD 86728 A,0.34,0.077,0.971,0.786,14.926,1.0,1.378,0.02,211.67,0.365,0.08,3.5325472196340395e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.074
HD 86728 A_4,HD 86728 A,3.143,0.15,2.985,10.229,14.926,1.0,1.378,0.103,81.948,2.68,0.843,3.187227253574872e-10,1044.5571312514253,0.2901547586809515,0.16912919452448139,0.4250941412255142,0.0038591722944257426,1,1,1,1,1,2035.074
HD 86728 A_5,HD 86728 A,0.238,0.132,1.155,1.277,14.926,1.0,1.378,0.005,131.4,0.227,0.003,5.50607850968634e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.074
HD 86728 A_6,HD 86728 A,2.84,0.137,2.462,9.724,14.926,1.0,1.378,0.097,141.768,2.634,0.855,1.4557069113217414e-10,6198.8287198587395,1.7218968666274277,0.07523931577266807,0.47098019451988665,0.005235753893256916,1,1,1,1,1,2035.074
HD 53705_0,HD 53705,0.273,0.081,1.735,3.467,17.059,1.04,1.49,0.006,253.046,0.251,0.923,4.5178977246647835e-08,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.075
HD 53705_1,HD 53705,2.604,0.083,3.306,24.009,17.059,1.04,1.49,0.134,134.941,2.52,0.136,1.4760953852327394e-10,4157.120306746228,1.1547556407628412,0.07105975511598701,0.3475623828641199,0.0015332195435839126,1,1,1,1,1,2035.075
HD 53705_2,HD 53705,1.597,0.089,2.478,8.577,17.059,1.04,1.49,0.085,200.48,1.602,0.138,1.178244459627016e-10,-30620.280219569773,-8.505633394324937,0.04742229830214633,0.5671895539584582,0.008122034676414062,1,1,1,1,1,2035.075
HD 53705_3,HD 53705,0.715,0.026,1.359,2.719,17.059,1.04,1.49,0.039,198.39,0.712,0.166,3.288286605156862e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.075
HD 53705_4,HD 53705,0.527,0.092,2.437,13.612,17.059,1.04,1.49,0.025,103.986,0.493,0.594,6.014387234531551e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.075
HD 88230_0,HD 88230,1.858,0.024,1.413,3.099,4.871,0.63,0.103,0.263,213.082,1.832,0.761,3.5990586544080955e-10,3665.1590947671143,1.0180997485464207,0.07221986727633424,0.31657544082394645,0.0006036112823787106,1,1,1,2,2,2035.077
HD 88230_1,HD 88230,0.369,0.102,2.613,10.567,4.871,0.63,0.103,0.072,62.881,0.354,0.393,7.068644563897704e-09,76.32893664610877,0.021202482401696882,0.9587671129626341,0.47106063572160967,0.005238167129308606,1,1,1,1,2,2035.077
HD 88230_2,HD 88230,0.941,0.058,0.511,0.385,4.871,0.63,0.103,0.156,175.833,0.995,0.708,8.99925348358513e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.077
HD 88230_3,HD 88230,1.397,0.055,1.541,2.774,4.871,0.63,0.103,0.219,135.752,1.467,0.74,4.18445544959047e-10,2805.600458616563,0.7793334607268231,0.08372000852383847,0.31657544082406625,0.0006036112823823043,1,1,1,2,2,2035.077
HD 88230_4,HD 88230,0.683,0.12,0.831,0.351,4.871,0.63,0.103,0.038,15.708,0.757,0.002,1.1003925842385795e-12,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.077
HD 88230_5,HD 88230,2.552,0.09,1.594,2.577,4.871,0.63,0.103,0.471,0.72,2.728,0.636,1.958540621004986e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.077
HD 88230_6,HD 88230,2.842,0.103,0.661,0.337,4.871,0.63,0.103,0.359,28.59,2.947,0.026,7.341743910189572e-13,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.077
HD 201092_1,HD 201092,2.708,0.059,2.37,6.91,3.496,0.63,0.078,0.727,348.732,2.59,0.422,2.104845447045627e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.078
HD 165341 A_0,HD 165341 A,3.482,0.036,1.359,3.948,5.113,0.88,0.532,0.277,17.238,3.423,0.008,2.7741119125778217e-13,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.079
HD 165341 A_2,HD 165341 A,0.277,0.022,2.947,9.091,5.113,0.88,0.532,0.039,345.548,0.271,0.056,4.094639496206643e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.079
HD 165341 A_3,HD 165341 A,0.642,0.027,1.615,3.243,5.113,0.88,0.532,0.106,336.836,0.658,0.655,8.16993483528635e-10,57.12830127022716,0.0158689725750631,1.274998294108612,0.6150669567295928,0.0095583567595481,1,1,1,1,1,2035.079
HD 109358_0,HD 109358,0.599,0.064,0.661,0.178,8.473,1.08,1.151,0.074,126.786,0.626,0.329,2.5865385228204063e-10,14793.663510291975,4.109350975081104,0.2988998821902609,1.6669394431147893,0.041114531351103996,1,1,1,1,1,2035.081
HD 109358_1,HD 109358,0.313,0.024,1.946,5.94,8.473,1.08,1.151,0.036,281.342,0.314,0.217,6.77513346129201e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.081
HD 109358_3,HD 109358,0.172,0.066,1.409,2.357,8.473,1.08,1.151,0.02,282.519,0.174,0.182,3.967075830298426e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.081
HD 109358_4,HD 109358,1.488,0.078,0.58,0.106,8.473,1.08,1.151,0.151,213.554,1.427,0.57,4.010805582650778e-11,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.081
HD 109358_5,HD 109358,3.968,0.05,3.285,9.49,8.473,1.08,1.151,0.397,321.506,4.022,0.093,6.626563885090994e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.081
HD 1581_1,HD 1581,1.541,0.046,2.633,11.899,8.607,1.11,1.262,0.13,134.174,1.499,0.725,1.1054350262380757e-09,34.09795147812451,0.009471653188367919,1.8139633129033668,0.47481641837086985,0.005350840608786412,1,1,1,1,1,2035.082
HD 1581_2,HD 1581,0.181,0.101,0.988,0.314,8.607,1.11,1.262,0.003,38.622,0.164,0.0,6.4738254173424275e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.082
HD 1581_3,HD 1581,1.491,0.126,2.76,9.919,8.607,1.11,1.262,0.111,258.238,1.663,0.024,6.1243312209519145e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.082
HD 1581_4,HD 1581,0.208,0.109,2.378,5.038,8.607,1.11,1.262,0.023,122.129,0.216,0.129,6.892089851083704e-09,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.082
HD 165499_0,HD 165499,3.777,0.071,0.637,0.706,17.753,1.08,1.731,0.187,108.462,3.564,0.157,2.48610985185229e-12,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.084
HD 165499_1,HD 165499,0.192,0.04,0.654,0.118,17.753,1.08,1.731,0.01,349.183,0.195,0.111,3.8642053917498605e-10,inf,inf,0.0,inf,inf,0,0,0,0,1,2035.084
